study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_notes,corrected_link_url
a000942,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,5,4,https://zenodo.org/record/3260735?token¼eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_CHdQA,yes,NA,https://zenodo.org/record/3260735?token%C2%BCeyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_CHdQA#.Xo75lcgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",FALSE,encoding issue,https://zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_
a000942,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,5,5,https://zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV,yes,NA,https://zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000942,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,5,5,https://zenodo.org/record/3264892?token¼eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgVDQVaw,yes,NA,https://zenodo.org/record/3264892?token%C2%BCeyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgVDQVaw#.Xo750sgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",FALSE,encoding issue,https://zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV
a000942,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,5,3,https://zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp,yes,NA,https://zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000942,kongmanas,2020-04-10,yes,NA,yes,NA,yes,NA,5,3,https://zenodo.org/record/3264896?token¼eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqpEDQ8A,yes,NA,https://zenodo.org/record/3264896?token%C2%BCeyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqpEDQ8A#.Xo747cgzZPY,yes,NA,Zenodo,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",FALSE,encoding issue,https://zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp
a000961,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/zwrxc/,yes,NA,https://osf.io/zwrxc,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a000961,steve,2020-08-27,yes,NA,other,"The link to data is part of the ""Acknowledgments"" section, at the very end - but the link is directly above where the badges have been placed, so the link is adjacent to the badges without being an explicit, separate data availability statement.",yes,NA,1,1,http://osf.io/zwrxc/,yes,NA,https://osf.io/zwrxc,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000961,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/hd6fw/,yes,NA,https://osf.io/hd6fw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,coder pasted link for another study,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,3,https://osf.io/b45ne/,yes,NA,https://osf.io/b45ne/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000965,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/b6n8t/,yes,NA,https://accounts.osf.io/login?service=https://osf.io/b6n8t/,yes,NA,OSF,other,requres an OSF sign in account,no,NA,required an account,TRUE,,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,1,https://osf.io/b6n8t/,yes,NA,https://osf.io/b6n8t/,yes,NA,OSF,other,OSF account and permission needed to view project,no,NA,OSF account and permission needed to view project,TRUE,,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,2,https://osf.io/et9zk/,yes,NA,https://osf.io/et9zk/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,6,https://osf.io/fs67k/,yes,NA,https://osf.io/fs67k/,yes,NA,OSF,other,OSF account and permission needed to view project,no,NA,OSF account and permission needed to view project,TRUE,,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,5,https://osf.io/wfh5j/,yes,NA,https://osf.io/wfh5j/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,4,https://osf.io/z6ts7/,yes,NA,https://osf.io/z6ts7/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000966,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/fjqtu/,yes,NA,https://osf.io/fjqtu/,yes,NA,OSF,yes,NA,yes,NA,Preregistration data,FALSE,explicit link to preref - check revealed only prereg docs,
a000966,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/hr7vx/,yes,NA,https://osf.io/hr7vx/,yes,NA,OSF,yes,NA,other,File >100MB,Additional materials. File too large not uploaded to Drive,TRUE,,
a000966,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,osf.io/hr7vx,yes,NA,https://osf.io/hr7vx/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://www.sciencedirect.com/science/article/abs/pii/S0092656617301083?via%3Dihub",FALSE,coder pasted url as displayed not as embedded - fair enough,https://osf.io/hr7vx/
a000969,nguyenlam,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fyrq8/,yes,NA,https://osf.io/fyrq8/,yes,NA,OSF,yes,NA,yes,NA,"In fact, there were several data links in the article, each of which leads to the data for each experiment (there were total 3 experiments in the article). However, these links were ignored since there was the general link that consisted of all of the data: https://osf.io/fyrq8/",TRUE,,
a000969,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fyrq8/,yes,NA,https://osf.io/fyrq8/,yes,NA,OSF,yes,NA,yes,NA,"PDF included general link to repo, plus links to data submodules separately - redundant - just the main link is recorded",TRUE,,
a000969,oliver,2020-04-24,yes,NA,yes,NA,yes,NA,3,2,osf.io/dp2u7,yes,NA,"Refer to L154, cannot paste 3x http link and keep them separate",yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,overall link to all studies was missed by coder,
a000969,oliver,2020-04-24,yes,NA,yes,NA,yes,NA,3,1,osf.io/dteh2,yes,NA,"Refer to L154, cannot paste 3x http link and keep them separate",yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,overall link to all studies was missed by coder,
a000969,oliver,2020-04-24,yes,NA,yes,NA,yes,NA,3,3,osf.io/spqbw,yes,NA,"Refer to L154, cannot paste 3x http link and keep them separate",yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,overall link to all studies was missed by coder,
a000971,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9dbsa/,yes,NA,https://osf.io/9dbsa/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,TRUE,should be included,
a000971,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/9dbsa/,yes,NA,https://osf.io/9dbsa/,yes,NA,OSF Registries,yes,NA,yes,NA,"Data was > 100MB, but could not tell that initially, so downloaded anyway",TRUE,,
a000971,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nkfjy/,yes,NA,https://osf.io/nkfjy/,yes,NA,OSF,yes,NA,other,files were over 500MB,I didn't have any problems with this article,TRUE,should be included,
a000971,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/nkfjy/,yes,NA,https://osf.io/nkfjy/,yes,NA,OSF,yes,NA,yes,NA,"Data was > 100MB, but could not tell that initially, so downloaded anyway",TRUE,,
a000973,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/F9ICHH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,yes,NA,Harvard Dataverse Network,yes,NA,other,file was 100MB,I didn't have any problems with this article,TRUE,,
a000973,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,1,http://dx.doi.org/10.7910/DVN/F9ICHH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Had to agree to terms of access - only anonymised data available for download, needed to contact author for full original dataset",TRUE,,
a000973,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,http://dx.doi.org/10.7910/DVN/F9ICHH.,no,"Error message, ""HTTP Status 404"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"Error message, ""HTTP Status 404"" appears",FALSE,coder accidentally included full stop as part of url,
a000973,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://github.com/SMAPPNYU/echo_chambers,yes,NA,https://github.com/SMAPPNYU/echo_chambers,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,include - it is the code to replicate results,
a000973,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,2,https://github.com/SMAPPNYU/echo_chambers,yes,NA,https://github.com/SMAPPNYU/echo_chambers,yes,NA,Github,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000990,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,http://the-data.harvard.edu/dvn/dv/communication.,yes,NA,https://dataverse.harvard.edu/dataverse/communication,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,issue with hyphen inserted into url due to line break,http://thedata.harvard.edu/dvn/dv/communication
a000990,nguyenlam,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/communication,yes,NA,https://dataverse.harvard.edu/dataverse/communication,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Not have any problems,TRUE,,
a000991,matthew,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4rmnv/,yes,NA,https://osf.io/4rmnv/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,TRUE,,
a000991,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4rmnv/?view_only=fee3f4f700b54af3ab8ee45e299507d0,yes,NA,https://osf.io/4rmnv/?view_only=fee3f4f700b54af3ab8ee45e299507d0,yes,NA,OSF,yes,NA,yes,NA,"Technically there were 2 links, but one is simply the view only version of the other (both have the same content). There was a supplementary data link (but ignored because there was an open data link), supplementary data link: at https://doi.org/10.1016/j.jesp.2018.04.001",FALSE,coder notes that the same link is provided both with about without view code - for simplicity change them to the same shorter link url,https://osf.io/4rmnv/
a000996,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.1016/j.cortex.2019.08.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a000996,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4b2pc/,yes,NA,https://osf.io/4b2pc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,coder linked to software not data or results,
a001005,phuong,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,"https://osf.io/x8bv9/ DOI 10.17605/
OSF.IO/X8BV9",no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,line break introduced,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9
a001005,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,other,link is garbled version of two separate links pointing to the same place; easy to determine the intended link,https://osf.io/x8bv9/,yes,NA,OSF,yes,NA,yes,NA,"Url in PDF is garbled - clicking directly results in an error, but in-text url is clear",TRUE,,
a001005,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x8bv9/DOI10.17605/OSF.IO/X8BV9,no,"Says page isnot found. However, the article also mentions to access data, one can contact the author Elisa Martin-Arevalo (emartina@ugr.es)",NA,NA,NA,NA,NA,NA,NA,NA,"Link given does not work, but article also mentions to contact author for data and materials",FALSE,keep even though a broken url,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9
a001010,kongmanas,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,DOI 10.17605/OSF.IO/EKV2D,other,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",https://osf.io/ekv2d/,yes,NA,OSF,yes,NA,yes,NA,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",TRUE,,
a001010,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/EKV2D/,yes,NA,https://osf.io/EKV2D/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder inferred url from doi,DOI 10.17605/OSF.IO/EKV2D
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,2,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,TRUE,,
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,1,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,TRUE,,
a001016,kongmanas,2020-04-19,yes,NA,no,NA,other,There is a link in the first page which is not described as the link to data repositary,1,1,https://doi.org/10.1016/j.jrp.2019.01.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618301776?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,yes,NA,"There is no data statement about the open data, but there is a link URL in the first page (which is not described as the link to data repositary). This URL leads  the ScienceDirect website which contains data files.",FALSE,"links were not in pdf, just online",
a001016,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/cgzav/,yes,NA,https://osf.io/srcfa/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,"this was the link to the prereg, not applicable",
a001025,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,https://doi.org/10.17605/OSF.IO/DZN3S,yes,NA,https://osf.io/dzn3s/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,should be included,
a001025,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,1,https://doi.org/10.17605/OSF.IO/DZN3S,yes,NA,https://osf.io/dzn3s/,yes,NA,OSF,yes,NA,yes,NA,"Repo has multiple modules, but only one had data - the rest were to do with peer review",TRUE,,
a001025,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/h2xry/,yes,NA,https://osf.io/h2xry/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001025,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/h2xry/,yes,NA,https://osf.io/h2xry/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001025,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/h2xry/,yes,NA,https://osf.io/h2xry/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001027,oliver,2020-04-02,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.3886/ICPSR04652.v6,other,"Outdated link. Redirects you to landing page where you click ""V7""",https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/versions/V7,other,"Seems to be repository - however, is specialised/obscure. UMich version of NACDA, which is tied to ICPSR. TBC",NACDA,yes,NA,other,Highly stratified files. Need NACDA membership to download.,NA,FALSE,cleaned url,http://doi.org/10.3886/ICPSR04652.v6
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,other,"Files exist, but the link in the article directs to the website stating the data (version 6) has now been updated (version 7)",partial,"Could download all 'Document only' data, when I tried to download the other ones such as 'SAS', 'SPSS' etc, it takes me into a login screen","I have put in the Document Only download in the data file, but other remaining ones could not be done",FALSE,introduced space,http://doi.org/10.3886/ICPSR04652.v6
a001027,adrian,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,ICPSR,other,Data had been updated to V7. Link to updated data provided and downloaded.,yes,NA,"2 links were given, but one (http://midus.colectica.org/) required a login so was ignored. Downloaded data was for updated study (V7) done in 2017",TRUE,,
a001027,aniruddah,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V7,yes,NA,ICPSR (Inter-university Consortium for Political and Social Research,yes,NA,yes,NA,"Two links were provided in this article, but both lead to the same data repository - ICPSR - and hence only one link is chosen here.",TRUE,,
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",other,"The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""","The following message appears: ""These data have been updated since their release as https://doi.org/10.3886/ICPSR04652.v6, which you used to locate the data. If you need access to a previous version of the data (e.g., to replicate results in an article or report), you can contact ICPSR User Support to find out if a prior version is available.""",TRUE,,
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,NACDA,yes,NA,other,Need to register to access to NACDA,The registration is needed to download the data file,TRUE,,
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/web/NACDA/studies/4652/version/6,other,NACDA,NA,other,"Link gave me another link, saying data has been updated since the research, however, this link did not work",no,NA,Link did not lead to data,TRUE,,
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,Interuniversity Consortium for Political and Social Research,yes,NA,other,Need to create an account to be able to download buy I have created one and downloaded data successfully.,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success""",TRUE,,
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,other,I'm not sure if it is repository,NACDA,yes,NA,other,files are larger than 100MB,NA,TRUE,,
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,1,http://doi.org/10.3886/ICPSR04652.v6,yes,NA,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,yes,NA,National Archive of Computerized Data on Aging,yes,NA,other,the website offered different types of file download - I selected 'documentation only' option,the data was updated in the archive since use within the article.,TRUE,,
a001027,evelyn,2020-04-03,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,other,requires a login to access data/materials,https://midus.colectica.org/Account/Login,yes,NA,Midus,other,requires login to access files,other,requires login to access files,Login required to access and download files,TRUE,,
a001027,kongmanas,2020-04-02,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,other,Need to register to access to the MIDUS Portal’s content and functionality.,(not completed by coder),other,(not completed by coder),NA,other,(not completed by coder),other,(not completed by coder),The registration is needed to access to the link destination,TRUE,,
a001027,matthew,2020-04-10,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,yes,NA,https://midus.colectica.org/Account/Login,no,NA,NA,other,Requires login,no,NA,Link required login,TRUE,,
a001027,michelle,2020-04-02,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,other,"Works, but takes me to login screen",https://midus.colectica.org/Account/Login,other,Not 100% sure,MIDUS,other,Could not access files without login,other,Could not download without login,"I am not sure if the second link is related to Open Data, as the links were put together as data and materials available under the two links",TRUE,,
a001027,nguyenlam,2020-04-04,yes,NA,yes,NA,yes,NA,2,1,http://midus.colectica.org/,yes,NA,https://midus.colectica.org/Account/Login,other,"The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment. The data link is the official page of the survey.",NA,other,Need to create an account to be able to download but there is an error when register new account.,no,NA,"- The data for this study is from a national survey ( Midlife in the United States (MIDUS), not from auhtors' experiment.
- Notes in ''download_success"" and ""is_repository_other"" columns.",TRUE,,
a001027,sophia,2020-04-02,yes,NA,yes,NA,yes,NA,2,2,http://midus.colectica.org/,yes,NA,https://midus.colectica.org/Account/Login,other,needed a login - don't know,NA,other,needed a login - don't know,no,NA,needed a login,TRUE,,
a001027,phuong,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,https://midus.colectica.org/,yes,NA,https://midus.colectica.org/,other,I'm not sure if it is repository,MIDUS,yes,NA,other,files are larger than 100MB,NA,FALSE,pasted resolved link,http://midus.colectica.org/
a001039,evelyn,2020-04-16,yes,NA,no,NA,yes,NA,2,1,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/RYVAL1,no,"Error message, ""HTTP Status 404"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"Error message, ""HTTP Status 404"" appears",FALSE,"Unclear how this version of url was arrived at, not in paper",
