study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,use_code,review_notes,corrected_resolved_url,Publication Title,DOI,Publication Year,Author,Title
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=168DFE0BA9CC9F0FCF305D740E8B1B89,yes,NA,IRIS DATABASE,no,NA,NA,NA,"The link directs to the Irisdata base homepage, not to specific data pertaining to the article",https://www.iris-database.org,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/index;jsessionid=168DFE0BA9CC9F0FCF305D740E8B1B89,FALSE,coded by me - complicated case - drop other coders,NA,Language Learning,10.1111/lang.12310,2018,"Norouzian, Reza; de Miranda, Michael; Plonsky, Luke",The Bayesian Revolution in Second Language Research: An Applied Approach
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=842A061272EFFFBB029516227029FD6F,yes,NA,Iris,no,NA,NA,NA,This was the general Iris welcome page. No files found.,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/index;jsessionid=842A061272EFFFBB029516227029FD6F,FALSE,coded by me - complicated case - drop other coders,NA,Language Learning,10.1111/lang.12310,2018,"Norouzian, Reza; de Miranda, Michael; Plonsky, Luke",The Bayesian Revolution in Second Language Research: An Applied Approach
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,Iris Database,other,Login needed to access and download files,no,NA,Login needed to access and download files,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/session-timeout,FALSE,coded by me - complicated case - drop other coders,NA,Language Learning,10.1111/lang.12310,2018,"Norouzian, Reza; de Miranda, Michael; Plonsky, Luke",The Bayesian Revolution in Second Language Research: An Applied Approach
a001296,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626",yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"There are five data/materials sets associated with this article on IRIS, but no indication of this in article or elsewhere",NA,https://iris-database.org,iris-database.org,"iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626",TRUE,NA,NA,The Modern Language Journal,10.1111/modl.12586,2019,"Kasprowicz, Rowena E.; Marsden, Emma; Sephton, Nick",Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom
a001296,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index,yes,NA,IRIS Database,other,link is for the IRIS database home page,no,NA,I didn't have any problems with this article,NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/index,FALSE,coded by me - complicated case - drop other coders,NA,The Modern Language Journal,10.1111/modl.12586,2019,"Kasprowicz, Rowena E.; Marsden, Emma; Sephton, Nick",Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom
a001296,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=0F37B361668F42DACB8C820F623C0CDD,yes,NA,Iris Database,other,Require to search the article for the files with the provided link,no,NA,Require to search the article for the files with the provided link,NA,https://iris-database.org/,iris-database.org,iris-database.org/iris/app/home/index;jsessionid=0F37B361668F42DACB8C820F623C0CDD,FALSE,coded by me - complicated case - drop other coders,NA,The Modern Language Journal,10.1111/modl.12586,2019,"Kasprowicz, Rowena E.; Marsden, Emma; Sephton, Nick",Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom
a001296,matthew,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=632B272BDB4F94B4BF3CA11D342DE014,yes,NA,IRIS,other,"The link lead to the homepage of the repository, and I had to find the data of the document myself",yes,NA,"The link lead to the homepage of the repository, which made the user manually find the data to the document, also, to download, they collected information of the downloader.",NA,https://iris-database.org,iris-database.org,iris-database.org/iris/app/home/index;jsessionid=632B272BDB4F94B4BF3CA11D342DE014,FALSE,coded by me - complicated case - drop other coders,NA,The Modern Language Journal,10.1111/modl.12586,2019,"Kasprowicz, Rowena E.; Marsden, Emma; Sephton, Nick",Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom
a001302,kongmanas,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,doi:10.7910/DVN/BXXWWW,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,doi:10.7910/DVN/BXXWWW,doi:10.7910/DVN/BXXWWW,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW,TRUE,NA,NA,American Journal of Political Science,10.1111/ajps.12296,2017,"Hitt, Matthew P.; Volden, Craig; Wiseman, Alan E.",Spatial Models of Legislative Effectiveness
a001302,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,doi:10.7910/DVN/BXXWWW.,other,"It is not a URL, the first link of a google search of this leads to the data",https://www.google.com/search?q=doi%3A10.7910%2FDVN%2FBXXWWW&rlz=1C1CHBF_en-GBAU890AU890&oq=doi%3A10.7910%2FDVN%2FBXXWWW&aqs=chrome..69i57j69i58.817j0j9&sourceid=chrome&ie=UTF-8,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"The link was invalid, however, data is able to be found from a google search of the 'link' provided",NA,doi:10.7910/DVN/BXXWWW.,doi:10.7910/DVN/BXXWWW,www.google.com/search?q=doi%3A10.7910%2FDVN%2FBXXWWW&rlz=1C1CHBF_en-GBAU890AU890&oq=doi%3A10.7910%2FDVN%2FBXXWWW&aqs=chrome..69i57j69i58.817j0j9&sourceid=chrome&ie=UTF-8,FALSE,coder found the repo via google search but did not record actual url just google results url,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW,American Journal of Political Science,10.1111/ajps.12296,2017,"Hitt, Matthew P.; Volden, Craig; Wiseman, Alan E.",Spatial Models of Legislative Effectiveness
a001311,aniruddah,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,osf.io/4r9zs,yes,NA,https://osf.io/4r9zs/,yes,NA,OSF,yes,NA,yes,NA,"Like a few other articles, this article linked to a repository which had lots of other files related to the article, but only those listed under 'data' in the repository have been identified and downloaded.",NA,osf.io/4r9zs,osf.io/4r9zs,osf.io/4r9zs,TRUE,NA,NA,Psychological Science,10.1177/0956797619854975,2019,"Chernyak, Nadia; Leimgruber, Kristin L.; Dunham, Yarrow C.; Hu, Jingshi; Blake, Peter R.",Paying Back People Who Harmed Us but Not People Who Helped Us: Direct Negative Reciprocity Precedes Direct Positive Reciprocity in Early Development
a001311,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/4r9zs,yes,NA,http://www.osf.io/4r9zs,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://www.osf.io/4r9zs,osf.io/4r9zs,www.osf.io/4r9zs,FALSE,coder pasted link_url again for resolved,https://osf.io/4r9zs/,Psychological Science,10.1177/0956797619854975,2019,"Chernyak, Nadia; Leimgruber, Kristin L.; Dunham, Yarrow C.; Hu, Jingshi; Blake, Peter R.",Paying Back People Who Harmed Us but Not People Who Helped Us: Direct Negative Reciprocity Precedes Direct Positive Reciprocity in Early Development
a001314,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vjacn/,yes,NA,https://osf.io/vjacn/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/vjacn/,osf.io/vjacn,osf.io/vjacn,FALSE,trailing slash - might be browser related?,https://osf.io/vjacn,Psychological Science,10.1177/0956797617735534,2018,"Chen, Zhimin; Kosovicheva, Anna; Wolfe, Benjamin; Cavanagh, Patrick; Gorea, Andrei; Whitney, David",Unifying Visual Space Across the Left and Right Hemifields
a001314,nguyenlam,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vjacn/,yes,NA,https://osf.io/vjacn,yes,NA,OSF,other,"Although there isn't any file in osf repository, it contains a link to Github ""repsoitory"" which does contain data for replication. Since authors do not mention Github link directly in the article, I won't code Github link as a separate row for this article. 
- The Github Link: https://github.com/MandyZChen/Unifying-Space-Exp",yes,NA,"Note in ""files_exist"": There is no files in OSF repository, but it contains a link to Github which does contain data.",NA,https://osf.io/vjacn/,osf.io/vjacn,osf.io/vjacn,TRUE,NA,NA,Psychological Science,10.1177/0956797617735534,2018,"Chen, Zhimin; Kosovicheva, Anna; Wolfe, Benjamin; Cavanagh, Patrick; Gorea, Andrei; Whitney, David",Unifying Visual Space Across the Left and Right Hemifields
a001314,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vjacn/,yes,NA,https://osf.io/vjacn/files/,yes,NA,OSF,yes,NA,yes,NA,"can download the zip file, but seem nothing inside",NA,https://osf.io/vjacn/,osf.io/vjacn,osf.io/vjacn/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/vjacn,Psychological Science,10.1177/0956797617735534,2018,"Chen, Zhimin; Kosovicheva, Anna; Wolfe, Benjamin; Cavanagh, Patrick; Gorea, Andrei; Whitney, David",Unifying Visual Space Across the Left and Right Hemifields
a001318,kongmanas,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/articles/NPQIP_ final_analysis_ set/5375275/1,yes,NA,https://figshare.com/articles/NPQIP_%20final_analysis_%20set/5375275/1,yes,NA,figshare,yes,NA,yes,NA,I didn't have any problems with this article,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,figshare.com/articles/NPQIP_final_analysis_set/5375275/1,figshare.com/articles/NPQIP_%20final_analysis_%20set/5375275/1,FALSE,unexpectedly introducing spaces into url string doesn't affect resolution of figshare urls?,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,BMJ Open Science,10.1136/bmjos-2017-000035,2019,"Group, The NPQIP Collaborative",Did a change in Nature journals’ editorial policy for life sciences research improve reporting?
a001318,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,yes,NA,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,yes,NA,Figure Share,yes,NA,yes,NA,I didn't have any problems with this article,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,figshare.com/articles/NPQIP_final_analysis_set/5375275/1,figshare.com/articles/NPQIP_final_analysis_set/5375275/1,TRUE,NA,NA,BMJ Open Science,10.1136/bmjos-2017-000035,2019,"Group, The NPQIP Collaborative",Did a change in Nature journals’ editorial policy for life sciences research improve reporting?
a001326,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5tus8/,yes,NA,https://osf.io/5tus8/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,https://osf.io/5tus8/,osf.io/5tus8,osf.io/5tus8,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.04.003,2018,"Formanowicz, Magdalena; Goldenberg, Amit; Saguy, Tamar; Pietraszkiewicz, Agnieszka; Walker, Mirella; Gross, James J.",Understanding dehumanization: The role of agency and communion
a001326,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5tus8/,yes,NA,https://osf.io/5tus8/,yes,NA,OSF,yes,NA,other,files were much over 100MB,I didn't have any problems with this article,NA,https://osf.io/5tus8/,osf.io/5tus8,osf.io/5tus8,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.04.003,2018,"Formanowicz, Magdalena; Goldenberg, Amit; Saguy, Tamar; Pietraszkiewicz, Agnieszka; Walker, Mirella; Gross, James J.",Understanding dehumanization: The role of agency and communion
a001326,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/5tus8/,yes,NA,https://osf.io/5tus8/files/,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,NA,osf.io/5tus8/,osf.io/5tus8,osf.io/5tus8/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/5tus8/,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.04.003,2018,"Formanowicz, Magdalena; Goldenberg, Amit; Saguy, Tamar; Pietraszkiewicz, Agnieszka; Walker, Mirella; Gross, James J.",Understanding dehumanization: The role of agency and communion
a001353,sophia,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,yes,NA,https://dataverse.harvard.edu/dataset.xhtml;jsessionid=abd175de461ee2e2360cb9c5e62e?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,There was a link to supplementary data that was not included.,NA,https://dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,dataverse.harvard.edu/dataset.xhtml;jsessionid=abd175de461ee2e2360cb9c5e62e?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,FALSE,might depend on browser or if one is logged in to dataverse?,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.05.006,2018,"Reis, Harry T.; Lee, Karisa Y.; O'Keefe, Stephanie D.; Clark, Margaret S.",Perceived partner responsiveness promotes intellectual humility
a001353,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,yes,NA,Havard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c,dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FKHGTVF&version=DRAFT,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.05.006,2018,"Reis, Harry T.; Lee, Karisa Y.; O'Keefe, Stephanie D.; Clark, Margaret S.",Perceived partner responsiveness promotes intellectual humility
a001362,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t79ca/,yes,NA,https://osf.io/t79ca/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/t79ca/,osf.io/t79ca,osf.io/t79ca,FALSE,coded by me - i found correct url,NA,Analyses of Social Issues and Public Policy,10.1111/asap.12173,2019,"Petty, Taylor; Wiener, Richard L.","The Influence of Offender Race, Risk Level, and Participant Emotion on Juvenile Probation Case Judgments"
a001362,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t79ca/,other,"URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.",https://osf.io/wke6z/,yes,NA,OSF,yes,NA,yes,NA,"URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.",NA,https://osf.io/t79ca/,osf.io/t79ca,osf.io/wke6z,TRUE,NA,NA,Analyses of Social Issues and Public Policy,10.1111/asap.12173,2019,"Petty, Taylor; Wiener, Richard L.","The Influence of Offender Race, Risk Level, and Participant Emotion on Juvenile Probation Case Judgments"
a001378,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cbjps/,yes,NA,https://osf.io/cbjps,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/cbjps/,osf.io/cbjps,osf.io/cbjps,TRUE,NA,NA,Psychological Science,10.1177/0956797615616255,2016,"Hippel, William von; Ronay, Richard; Baker, Ernest; Kjelsaas, Kathleen; Murphy, Sean C.",Quick Thinkers Are Smooth Talkers: Mental Speed Facilitates Charisma
a001378,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,osf.io/cbjps,yes,NA,https://osf.io/cbjps/files/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/cbjps,osf.io/cbjps,osf.io/cbjps/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/cbjps,Psychological Science,10.1177/0956797615616255,2016,"Hippel, William von; Ronay, Richard; Baker, Ernest; Kjelsaas, Kathleen; Murphy, Sean C.",Quick Thinkers Are Smooth Talkers: Mental Speed Facilitates Charisma
a001382,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/zd2j9/,yes,NA,https://osf.io/zd2j9,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,osf.io/zd2j9/,osf.io/zd2j9,osf.io/zd2j9,TRUE,NA,NA,Psychological Science,10.1177/0956797615576473,2015,"Hall, Deborah L.; Cohen, Adam B.; Meyer, Kaitlin K.; Varley, Allison H.; Brewer, Gene A.","Costly Signaling Increases Trust, Even Across Religious Affiliations"
a001382,aniruddah,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,osf.io/zd2j9/,yes,NA,https://osf.io/zd2j9/files/,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,NA,osf.io/zd2j9/,osf.io/zd2j9,osf.io/zd2j9/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/zd2j9,Psychological Science,10.1177/0956797615576473,2015,"Hall, Deborah L.; Cohen, Adam B.; Meyer, Kaitlin K.; Varley, Allison H.; Brewer, Gene A.","Costly Signaling Increases Trust, Even Across Religious Affiliations"
a001405,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/a58tk/,yes,NA,https://osf.io/a58tk/files/,yes,NA,OSF,yes,NA,yes,NA,NA,https://osf.io/mk73j/,https://osf.io/mk73j/,osf.io/mk73j,osf.io/a58tk/files,FALSE,coder pasted completely wrong url - drop,NA,Advances in Methods and Practices in Psychological Science,10.1177/2515245919842770,2019,"Hoffman, Lesa",On the Interpretation of Parameters in Multivariate Multilevel Models Across Different Combinations of Model Specification and Estimation
a001405,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mk73j/,yes,NA,https://osf.io/mk73j/,yes,NA,OSF,yes,NA,yes,NA,Links to open data and open materials had the same URL,https://osf.io/mk73j/,https://osf.io/mk73j/,osf.io/mk73j,osf.io/mk73j,TRUE,NA,NA,Advances in Methods and Practices in Psychological Science,10.1177/2515245919842770,2019,"Hoffman, Lesa",On the Interpretation of Parameters in Multivariate Multilevel Models Across Different Combinations of Model Specification and Estimation
a001411,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bqyhd/,yes,NA,https://osf.io/bqyhd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/bqyhd/,osf.io/bqyhd,osf.io/bqyhd,TRUE,NA,NA,The Journal of Social Psychology,10.1080/00224545.2017.1327405,2018,"Rubin, Mark; Stuart, Rebecca",Kill or cure? Different types of social class identification amplify and buffer the relation between social class and mental health
a001411,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/bqyhd/,yes,NA,https://osf.io/bqyhd/files/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/bqyhd/,osf.io/bqyhd,osf.io/bqyhd/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/bqyhd/,The Journal of Social Psychology,10.1080/00224545.2017.1327405,2018,"Rubin, Mark; Stuart, Rebecca",Kill or cure? Different types of social class identification amplify and buffer the relation between social class and mental health
a001420,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jesp.2019.03.009,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103118305997?via%3Dihub,yes,NA,Science Direct,no,NA,NA,NA,NA,NA,doi.org/10.1016/j.jesp.2019.03.009,doi.org/10.1016/j.jesp.2019.03.009,www.sciencedirect.com/science/article/abs/pii/S0022103118305997?via%3Dihub,FALSE,coder couldn't get past paywall - drop,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.03.009,2019,"Ditrich, Lara; Lüders, Adrian; Jonas, Eva; Sassenberg, Kai",Leader's group-norm violations elicit intentions to leave the group – If the group-norm is not affirmed
a001420,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.03.009,yes,NA,https://www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.1016/j.jesp.2019.03.009,doi.org/10.1016/j.jesp.2019.03.009,www.sciencedirect.com/science/article/pii/S0022103118305997?via%3Dihub,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.03.009,2019,"Ditrich, Lara; Lüders, Adrian; Jonas, Eva; Sassenberg, Kai",Leader's group-norm violations elicit intentions to leave the group – If the group-norm is not affirmed
a001425,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,osf.io/t7jjk,yes,NA,https://osf.io/t7jjk/,yes,NA,OSF,yes,NA,yes,NA,NA,http://www.osf.io/t7jjk,http://www.osf.io/t7jjk,osf.io/t7jjk,osf.io/t7jjk,TRUE,NA,NA,Psychological Science,10.1177/0956797619835768,2019,"Zheng, Anqing; Tucker-Drob, Elliot M.; Briley, Daniel A.","National Gross Domestic Product, Science Interest, and Science Achievement: A Direct Replication and Extension of the Tucker-Drob, Cheung, and Briley (2014) Study"
a001425,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,2,http://www.osf.io/t7jjk,yes,NA,https://osf.io/t7jjk/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",http://www.osf.io/t7jjk,http://www.osf.io/t7jjk,osf.io/t7jjk,osf.io/t7jjk,TRUE,NA,NA,Psychological Science,10.1177/0956797619835768,2019,"Zheng, Anqing; Tucker-Drob, Elliot M.; Briley, Daniel A.","National Gross Domestic Product, Science Interest, and Science Achievement: A Direct Replication and Extension of the Tucker-Drob, Cheung, and Briley (2014) Study"
a001425,evelyn,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/t7jjk,yes,NA,http://www.osf.io/t7jjk,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://www.osf.io/t7jjk,http://www.osf.io/t7jjk,osf.io/t7jjk,www.osf.io/t7jjk,FALSE,coder pasted link_url again for resolved,https://osf.io/t7jjk/,Psychological Science,10.1177/0956797619835768,2019,"Zheng, Anqing; Tucker-Drob, Elliot M.; Briley, Daniel A.","National Gross Domestic Product, Science Interest, and Science Achievement: A Direct Replication and Extension of the Tucker-Drob, Cheung, and Briley (2014) Study"
a001429,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,tessexperiments.org/data/ferrer825.html,other,"Link does work, but when you click ""download"" it leads you to OSF link - see resolved URL",https://osf.io/a42yg/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,osf.io/a42yg,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.05.008,2018,"Ferrer, Rebecca A.; Orehek, Edward; Padgett, Lynne S.",Goal conflict when making decisions for others
a001429,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,http://www.tessexperiments.org/data/ferrer825.html,other,"link results in a page not found error message, but straightforward to follow links and find correct data location (replace ""data"" with ""study"" in url). Correct page leads to an OSF project",https://osf.io/a42yg/,yes,NA,OSF,yes,NA,yes,NA,"Once figuring out how to navigate the custom group website, was straightforward",http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,osf.io/a42yg,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.05.008,2018,"Ferrer, Rebecca A.; Orehek, Edward; Padgett, Lynne S.",Goal conflict when making decisions for others
a001429,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,1,1,http://www.tessexperiments.org/data/ferrer825.html,yes,NA,https://tessexperiments.org/data/ferrer825.html,other,"When you click on download data on the Tess website, it takes you to the OSF website",OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,tessexperiments.org/data/ferrer825.html,FALSE,coder didn't find the data repo - drop,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.05.008,2018,"Ferrer, Rebecca A.; Orehek, Edward; Padgett, Lynne S.",Goal conflict when making decisions for others
a001430,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id= S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76- 0023d5b2081a,yes,NA,https://data.mendeley.com/,yes,NA,MENDELEY,other,"Directed to home page, appears that login is required to access data",no,NA,"Need to login to access data, and there was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2018.01.007",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com,FALSE,problems with url led to coder not getting to the intended destination url - drop,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.01.007,2018,"Welsh, David T.; Mai, Ke Michael; Ellis, Aleksander P. J.; Christian, Michael S.",Overcoming the effects of sleep deprivation on unethical behavior: An extension of integrated self-control theory
