study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_url,link_number,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,use_code,review_note
a001471,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,1,yes,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,yes,NA,OSF,other,leads to a general homepage of 'Health and Retirement Studies Documentation',no,NA,NA,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,FALSE,"iter01: others coded, comment by this coder indicates something went wrong for them"
a001471,steve,2020-11-24,yes,NA,yes,NA,yes,NA,1,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,1,yes,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,yes,NA,OSF,yes,NA,yes,NA,"Data repo was very large (8+ GB), so downloaded but did not save in Google Drive. Left a meta file explaining",NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,NA,https://osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4,TRUE,"iter02: steve recoded, confirmed ""yes"" value"
a001472,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,2,https://openneuro.org/datasets/ds001838/versions/1.0.0,1,yes,NA,https://openneuro.org/datasets/ds001838/versions/1.0.0,yes,NA,Open Neuro,yes,NA,other,files are larger than 100MB,NA,https://openneuro.org/datasets/ds001838/versions/1.0.0,https://openneuro.org/datasets/ds001838/versions/1.0.0,openneuro.org/datasets/ds001838/versions/1.0.0,NA,https://openneuro.org/datasets/ds001838/versions/1.0.0,openneuro.org/datasets/ds001838/versions/1.0.0,FALSE,"iter01: steve coded, my coding better captures the situation"
a001472,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,https://openneuro.org/datasets/ds001838/versions/1.0.0,2,yes,NA,https://openneuro.org/datasets/ds001838/versions/1.0.0,yes,NA,Openneuro,other,"The link was to version 1.0.0, but there was a revised version (1.0.1) that added a DOI - no other changes it seemed. Looked at the updated version.",partial,Total download size is over 27G - only some small metadata files were downloaded to check,Data version was technically updated (not substantially though) and was a very large dataset (fMRI study),https://openneuro.org/datasets/ds001838/versions/1.0.0,https://openneuro.org/datasets/ds001838/versions/1.0.0,openneuro.org/datasets/ds001838/versions/1.0.0,NA,https://openneuro.org/datasets/ds001838/versions/1.0.0,openneuro.org/datasets/ds001838/versions/1.0.0,TRUE,
a001476,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,2,http://www.worldvaluessurvey.org/,1,yes,NA,http://www.worldvaluessurvey.org/wvs.jsp,yes,NA,World Values Survey,no,NA,NA,NA,links to the general homepage for the repository,http://www.worldvaluessurvey.org/,http://www.worldvaluessurvey.org/,www.worldvaluessurvey.org,NA,http://www.worldvaluessurvey.org/wvs.jsp,www.worldvaluessurvey.org/wvs.jsp,FALSE,"iter01: steve coded, my coding better captures the situation"
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,http://www.worldvaluessurvey.org/,1,yes,NA,http://www.worldvaluessurvey.org/wvs.jsp,no,NA,NA,other,"The link is the project homepage, had to follow links to find some files to access (and it is not clear which files are relevant). Also, need to agree with terms of use before downloading (but no registration/approval required per se).",partial,"Many files across different pages, just downloaded codebook for Wave 7 to check","It looks like data is quite easily potentially available, with only a small amount of gatekeeping",http://www.worldvaluessurvey.org/,http://www.worldvaluessurvey.org/,www.worldvaluessurvey.org,NA,http://www.worldvaluessurvey.org/wvs.jsp,www.worldvaluessurvey.org/wvs.jsp,TRUE,
a001493,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,3,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,1,yes,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,yes,NA,HRS,yes,NA,other,Need to be registered user to access data,Registered user required for data,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,FALSE,"iter01: steve coded, I have the correct way to handle this case, where registration is required"
a001493,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,2,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,1,yes,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,yes,NA,University of Michigan library,yes,NA,other,files are all over 100MB,I didn't have any problems with this article,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,FALSE,"iter01: steve coded, I have the correct way to handle this case, where registration is required"
a001493,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,1,yes,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,other,"It is a dedicated project website, so kind of",NA,other,Registration is required to access files,no,NA,Registration is required to access data files,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,NA,http://hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961,TRUE,
a001634,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,2,http://hrsonline.isr.umich.edu/,2,yes,NA,http://hrsonline.isr.umich.edu/,yes,NA,Health and Study Requirement,no,NA,NA,NA,Requires login to download and access files,http://hrsonline.isr.umich.edu/,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,FALSE,"iter01: others coded, I should recode to better explain situation"
a001634,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,2,http://hrsonline.isr.umich.edu/,2,yes,NA,http://hrsonline.isr.umich.edu/,other,"Seems to be a website just for the data from the ""Health and Retirement Study"" by the University of Michigan",NA,other,the link leads to a general homepage for the health and retirement study,no,NA,NA,http://hrsonline.isr.umich.edu/,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,TRUE,"iter02: steve recoded, confirmed ""other"" value"
a001634,steve,2020-11-24,yes,NA,yes,NA,yes,NA,2,http://hrsonline.isr.umich.edu/,2,yes,NA,https://hrsonline.isr.umich.edu/,other,"It is a dedicated project website, so kind of",NA,other,Registration is required to access files,no,NA,Login required,http://hrsonline.isr.umich.edu/,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,https://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,TRUE,"iter02: steve recoded, confirmed ""other"" value"
a001634,evelyn,2020-05-08,yes,NA,yes,NA,yes,NA,2,https://midus.colectica.org/Account/Login,1,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Midus,no,NA,NA,NA,Requires login to download and access files,http://midus.colectica.org,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,FALSE,"iter01: others coded, I should recode to better explain situation"
a001634,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org,1,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,requires a log in,no,NA,NA,http://midus.colectica.org,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,TRUE,"iter02: steve recoded, confirmed ""other"" value"
a001634,steve,2020-11-24,yes,NA,yes,NA,yes,NA,2,http://midus.colectica.org,1,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,"Login required, no indication of whether files available",no,NA,Login required,http://midus.colectica.org,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,TRUE,"iter02: steve recoded, confirmed ""other"" value"
