study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_url,link_number,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,use_code,review_note
a001094,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://osf.io/fpdbh/,1,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK,https://osf.io/fpdbh,yes,NA,OSF Registries,yes,NA,yes,NA,"The article also had a different DOI for data, but it was just a DOI (10.17605/OSF.IO/FT8KM) for the non-registered version of the OSF project which had the hyperlink so technically redundant",https://osf.io/fpdbh/,https://osf.io/fpdbh/,osf.io/fpdbh,TRUE,this is an other case that I have coded to finalise
a001121,phuong,2020-04-22,yes,NA,yes,NA,yes,NA,2,https://www.iris-database.org,1,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=BCC4E26B54081126854A7D004E749974,yes,NA,IRIS,no,NA,NA,NA,NA,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001121,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,https://www.iris-database.org,1,other,"link works, but is to the generic homepage. Searching required to find actual data",https://www.iris-database.org/iris/app/home/detail?id=york:936152,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"Straightforward, no issues",https://www.iris-database.org,https://www.iris-database.org,iris-database.org,TRUE,This is the format to follow for links to repo home pages
a001147,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,1,no,Error 404 Page Not found,NA,NA,NA,NA,NA,NA,NA,NA,Error 404 - page not found,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,FALSE,a connection failure when this coder checked?
a001147,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,1,no,"Could not resolve URL as outside remit of UoM student account, but this may be a way of finding it via manually searching Harvard Dataverse:  |  doi:10.1177/0956797617728270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,FALSE,a connection failure when this coder checked?
a001147,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues - despite earlier indications that url did not work",NA,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,dataverse.harvard.edu/dataset.xhtml?id=3037337,TRUE,was able to connect when checked
a001149,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,1,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,Iris database,yes,NA,yes,NA,I didn't have any problems with this article,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,FALSE,this is an other case that I have coded to finalise
a001149,steve,2020-09-02,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,2,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,1,other,Embedded url has an invalid character - it should be a hyphen. Fixing the hyphen makes the url behave as expected,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"The linked data seems to be for a completely different study (in the journal Language Learning), nothing to do with the article at all.",https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,https://www.irisdatabase.org/iris/app/home/detail?id=york:934328,www.irisdatabase.org/iris/app/home/detail?id=york:934328,TRUE,this is an other case that I have coded to finalise
a001186,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,http://midus.colectica.org,1,yes,NA,https://midus.colectica.org/Account/Login,other,Subscription based repository,Midus,other,Needed login,no,NA,Link led to login page which required login. Could not access any files.,NA,http://midus.colectica.org,midus.colectica.org,TRUE,"link works on check, just requires a login (better addressed in files_exist)"
a001186,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,http://midus.colectica.org/,1,no,Login required,NA,NA,NA,NA,NA,NA,NA,NA,Login required,NA,http://midus.colectica.org/,midus.colectica.org,FALSE,"link works on check, just requires a login (better addressed in files_exist)"
a001215,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,https://www.iris-database.org/iris/app/home/index,2,yes,NA,https://www.iris-database.org/iris/app/home/index,yes,NA,IRIS,no,NA,NA,NA,links to the general IRIS homepage,http://www.iris-database.org,http://www.iris-database.org,iris-database.org,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001215,steve,2020-08-27,yes,NA,yes,NA,yes,NA,2,http://www.iris-database.org,2,other,"link works, but is to the generic homepage. Searching required to find actual data","https://www.iris-database.org/iris/app/home/detail?id=york:932759, https://www.iris-database.org/iris/app/home/detail?id=york:932760, https://www.iris-database.org/iris/app/home/detail?id=york:932690",yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"There are three data sets associated with this article on IRIS, but only a single link to the IRIS homepage in the article PDF",http://www.iris-database.org,http://www.iris-database.org,iris-database.org,TRUE,This is the format to follow for links to repo home pages
a001221,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,https://doi.org/10.7910/DVN/BAG0DS,1,no,"""DOI not found"" page",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.7910/DVN/BAG0DS,doi.org/10.7910/DVN/BAG0DS,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001221,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,https://doi.org/10.7910/DVN/BAG0DS,1,other,DOI not found; data found by searching Harvard Dataverse by author name,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HIQ4BV,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Original link did not work, DOI does not exist",NA,https://doi.org/10.7910/DVN/BAG0DS,doi.org/10.7910/DVN/BAG0DS,TRUE,this is the best way to handle this scenario
a001247,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,https://iris-database.org/,1,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=5BCE88A2C1B19F25A602F9BC2F29B920,yes,NA,IRIS,yes,NA,other,Need to register to before access to download,The registration is needed to download the data file,https://iris-database.org,https://iris-database.org,iris-database.org,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001247,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936419, https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0",other,IRIS repo just links to files hosted on Dropbox,IRIS/Dropbox,other,"Registration form required before data can be downloaded. Files were actually hosted on Dropbox: https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0",yes,NA,IRIS repo just links to files hosted on Dropbox,https://iris-database.org,https://iris-database.org,iris-database.org,TRUE,This is the format to follow for links to repo home pages
a001250,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,1,no,URL not found,NA,NA,NA,NA,NA,NA,NA,NA,Article had 2 links - This URL not found,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,FALSE,this is an other case that I have coded to finalise
a001250,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,https://dbk.gesis.org/DBKSearch/SDesc2asp?no=6701,1,no,404 Not found',NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,FALSE,this is an other case that I have coded to finalise
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,1,other,"As presented, link does not work, but searching from the gesis home page does locate the correct dataset",https://search.gesis.org/research_data/ZA6701,yes,NA,GESIS,other,Application required to access data,other,Was able to download metadata documents but no actual data,"Original link did not work but dataset locateable, need to apply to access data set",https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,TRUE,this is an other case that I have coded to finalise
a001280,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,2,https://osf.io/cxc6f/,1,no,Invalid link,NA,NA,NA,NA,NA,NA,NA,NA,Invalid link,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,FALSE,link works on check
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,https://osf.io/cxc6f/,2,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,Next 2 links - page was not found,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,FALSE,link works on check
a001280,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,https://osf.io/cxc6f/,1,yes,NA,https://osf.io/cxc6f/,yes,NA,OSF,yes,NA,yes,NA,Article includes two other links which are just specific files or sub-projects within the main project link (https://osf.io/y3zcn/ and http://www.osf.io/p7xcj) - these were ignored in the final coding,https://osf.io/cxc6f/,https://osf.io/cxc6f/,osf.io/cxc6f,TRUE,link works on check
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,https://www.iris-database.org,2,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=842A061272EFFFBB029516227029FD6F,yes,NA,Iris,no,NA,NA,NA,This was the general Iris welcome page. No files found.,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,https://www.iris-database.org/iris/app/home/session-timeout,2,yes,NA,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,Iris Database,other,Login needed to access and download files,no,NA,Login needed to access and download files,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,https://www.iris-database.org,2,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=168DFE0BA9CC9F0FCF305D740E8B1B89,yes,NA,IRIS DATABASE,no,NA,NA,NA,"The link directs to the Irisdata base homepage, not to specific data pertaining to the article",https://www.iris-database.org,https://www.iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001285,steve,2020-09-02,yes,NA,yes,NA,yes,NA,3,https://www.iris-database.org,2,other,"link works, but is to the generic homepage. Searching required to find actual data","https://www.iris-database.org/iris/app/home/detail?id=york:935317, https://github.com/izeh/i, https://github.com/rnorouzian/i/blob/master/i.r",other,IRIS repo just links to files hosted on Github,IRIS/Github,other,Registration form required before data can be downloaded,yes,NA,IRIS repo just links to files hosted on Github,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,TRUE,this is an other case that I have coded to finalise
a001296,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,https://iris-database.org/,1,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=0F37B361668F42DACB8C820F623C0CDD,yes,NA,Iris Database,other,Require to search the article for the files with the provided link,no,NA,Require to search the article for the files with the provided link,NA,https://iris-database.org/,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001296,matthew,2020-04-17,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=632B272BDB4F94B4BF3CA11D342DE014,yes,NA,IRIS,other,"The link lead to the homepage of the repository, and I had to find the data of the document myself",yes,NA,"The link lead to the homepage of the repository, which made the user manually find the data to the document, also, to download, they collected information of the downloader.",NA,https://iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001296,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,yes,NA,https://iris-database.org/iris/app/home/index,yes,NA,IRIS Database,other,link is for the IRIS database home page,no,NA,I didn't have any problems with this article,NA,https://iris-database.org,iris-database.org,FALSE,this is an other case that I have coded to finalise
a001296,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://iris-database.org,1,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936622, https://iris-database.org/iris/app/home/detail?id=york:936623, https://iris-database.org/iris/app/home/detail?id=york:936624, https://iris-database.org/iris/app/home/detail?id=york:936625, https://iris-database.org/iris/app/home/detail?id=york:936626",yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,"There are five data/materials sets associated with this article on IRIS, but no indication of this in article or elsewhere",NA,https://iris-database.org,iris-database.org,TRUE,this is an other case that I have coded to finalise
a001302,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,doi:10.7910/DVN/BXXWWW,1,no,DOI not found,NA,NA,NA,NA,NA,NA,NA,NA,DOI not found,NA,doi:10.7910/DVN/BXXWWW,doi:10.7910/DVN/BXXWWW,FALSE,DOIs which work can be simply coded as yes
a001302,kongmanas,2020-04-14,yes,NA,yes,NA,yes,NA,1,doi:10.7910/DVN/BXXWWW,1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BXXWWW,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,doi:10.7910/DVN/BXXWWW,doi:10.7910/DVN/BXXWWW,TRUE,DOIs which work can be simply coded as yes
a001302,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,1,doi:10.7910/DVN/BXXWWW.,1,other,"It is not a URL, the first link of a google search of this leads to the data",https://www.google.com/search?q=doi%3A10.7910%2FDVN%2FBXXWWW&rlz=1C1CHBF_en-GBAU890AU890&oq=doi%3A10.7910%2FDVN%2FBXXWWW&aqs=chrome..69i57j69i58.817j0j9&sourceid=chrome&ie=UTF-8,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"The link was invalid, however, data is able to be found from a google search of the 'link' provided",NA,doi:10.7910/DVN/BXXWWW.,doi:10.7910/DVN/BXXWWW,FALSE,DOIs which work can be simply coded as yes
a001362,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,1,https://osf.io/t79ca/,1,yes,NA,https://osf.io/t79ca/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/t79ca/,osf.io/t79ca,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001362,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,https://osf.io/t79ca/,1,other,"URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.",https://osf.io/wke6z/,yes,NA,OSF,yes,NA,yes,NA,"URL links to a specific file within a larger repository. The larger repository was downloaded as a whole, rather than the single file explicitly linked to.",NA,https://osf.io/t79ca/,osf.io/t79ca,TRUE,this is the best way to handle this scenario
a001369,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,1,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,FALSE,problem url - coder couldn't get link as printed to work
a001369,nguyenlam,2020-04-11,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.7910/DVN/GSQG1K,2,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Not have any problems,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,FALSE,"coder auto-fixed url and kept coding, fair enough but not optimal"
a001369,steve,2020-08-29,yes,NA,yes,NA,yes,NA,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,1,other,This link unsuccessfully attempts to combine the dataverse url with a doi-based url and doesn't work as printed - using the final part of the url (just the doi url) works though - https://doi.org/10.7910/DVN/GSQG1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"URL as printed in article does not work, but it is easy to recognise what the correct url is",https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,TRUE,this is the best way to handle this scenario
a001429,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,1,http://www.tessexperiments.org/data/ferrer825.html,1,yes,NA,https://tessexperiments.org/data/ferrer825.html,other,"When you click on download data on the Tess website, it takes you to the OSF website",OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,FALSE,this is an other case that I have coded to finalise
a001429,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,tessexperiments.org/data/ferrer825.html,1,other,"Link does work, but when you click ""download"" it leads you to OSF link - see resolved URL",https://osf.io/a42yg/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,FALSE,this is an other case that I have coded to finalise
a001429,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,http://www.tessexperiments.org/data/ferrer825.html,1,other,"link results in a page not found error message, but straightforward to follow links and find correct data location (replace ""data"" with ""study"" in url). Correct page leads to an OSF project",https://osf.io/a42yg/,yes,NA,OSF,yes,NA,yes,NA,"Once figuring out how to navigate the custom group website, was straightforward",http://www.tessexperiments.org/data/ferrer825.html,http://www.tessexperiments.org/data/ferrer825.html,www.tessexperiments.org/data/ferrer825.html,TRUE,this is an other case that I have coded to finalise
a001430,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,2,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,1,yes,NA,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,yes,NA,no,NA,"Something went wrong and data files cannot be downloaded. The data files cannot be downloaded, but there is a link to ""supplementary data"" stated in the article",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,FALSE,this is a problem url - coder technically correct
a001430,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id= S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76- 0023d5b2081a,1,yes,NA,https://data.mendeley.com/,yes,NA,MENDELEY,other,"Directed to home page, appears that login is required to access data",no,NA,"Need to login to access data, and there was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2018.01.007",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,FALSE,this is a problem url - coder technically correct
a001430,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,1,other,"Had to edit URL to remove non-alpha characters around the ""&"" in the string. Also, this is a link to the upload page for the authors - it is not for public use!!!",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,other,"There are files listed for upload, but they are not accessible",no,NA,This is a problematic error - it seems to allow any user to mess with the upload of data to the authors' repository???,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,TRUE,this is the best way to handle this scenario
a001430,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.1016/j.jesp.2018.01.007,2,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117306236?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,other,Need to register to before access to download,The registration is needed to download the data file,https://doi.org/10.1016/j.jesp.2018.01.007,https://doi.org/10.1016/j.jesp.2018.01.007,doi.org/10.1016/j.jesp.2018.01.007,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001430,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.1016/j.jesp.2018.01.007,2,other,"This is the journal web page for the article (https://www.sciencedirect.com/science/article/abs/pii/S0022103117306236?via%3Dihub), it contains a proper link to the Mendeley repo (https://data.mendeley.com/datasets/rh22h25sw7/1)",https://data.mendeley.com/datasets/rh22h25sw7/1,yes,NA,Mendeley,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to Mendeley from there. Otherwise, straightforward",https://doi.org/10.1016/j.jesp.2018.01.007,https://doi.org/10.1016/j.jesp.2018.01.007,doi.org/10.1016/j.jesp.2018.01.007,TRUE,this is the best way to handle this scenario
a001443,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.17863/CAM.7153,2,yes,NA,https://www.repository.cam.ac.uk/handle/1810/261918,yes,NA,"Apollo, University of Cambridge",yes,NA,yes,NA,I didn't have any problems with this article,doi.org/10.17863/CAM.7153;the,doi.org/10.17863/CAM.7153;the,doi.org/10.17863/CAM.7153;the,FALSE,"coder auto-fixed url and kept coding, fair enough but not optimal"
a001443,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,https://doi.org/10.17863/CAM.7153;the,2,other,"The link as copied contains a bit of extraneous text at the end ("";the""), removing this makes the url work fine. Clicking on the link directly from PDF results in an error",https://www.repository.cam.ac.uk/handle/1810/261918,yes,NA,Apollo (University of Cambridge),yes,NA,yes,NA,"Apart from url issue, straightforward",https://doi.org/10.17863/CAM.7153;the,https://doi.org/10.17863/CAM.7153;the,doi.org/10.17863/CAM.7153;the,TRUE,this is the best way to handle this scenario
a001463,evelyn,2020-04-10,yes,NA,yes,NA,other,DOI provided,1,DOI 10.17605/OSF.IO/KZ483,1,other,OSF respository appears in google search,https://osf.io/kz483/,yes,NA,OSF,yes,NA,yes,NA,DOI link provided. OSF repository with the data files appear when using the DOI link for a google search,DOI 10.17605/OSF.IO/KZ483,DOI 10.17605/OSF.IO/KZ483,DOI 10.17605/OSF.IO/KZ483,FALSE,DOIs which work can be simply coded as yes
a001463,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,osf.io/KZ483/,1,yes,NA,https://osf.io/KZ483/,yes,NA,OSF,yes,NA,yes,NA,NA,DOI 10.17605/OSF.IO/KZ483,DOI 10.17605/OSF.IO/KZ483,DOI 10.17605/OSF.IO/KZ483,TRUE,coder correct for the wrong reason
a001466,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,https://osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967,1,yes,NA,https://osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,FALSE,this is an other case that I have coded to finalise
a001466,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,https://osf.io/register/%20https://osf.io/jpbnu/?view_only%20=%202ba7656345b94dacaf1210e8185a5967,1,no,"""OSF Page not found"" error",NA,NA,NA,NA,NA,NA,NA,NA,page not found,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,FALSE,this is an other case that I have coded to finalise
a001466,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,1,other,"The embedded link does not work as it is a combining of two separate urls, one of which is irrelevant, also spaces are introduced. After correcting the obvious problems with the url, the link works as expected",https://osf.io/jpbnu/?view_only=2ba7656345b94dacaf1210e8185a5967,yes,NA,OSF,yes,NA,yes,NA,Once url was cleaned was straightforward,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,https://osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967,TRUE,this is an other case that I have coded to finalise
a001476,sophia,2020-04-05,yes,NA,yes,NA,yes,NA,2,https://forscenter.ch/en/our-surveys/swiss-household-panel/,2,no,error 404',NA,NA,NA,NA,NA,NA,NA,NA,NA,http://forscenter.ch/en/our-surveys/swiss-household-panel/,http://forscenter.ch/en/our-surveys/swiss-household-panel/,forscenter.ch/en/our-surveys/swiss-household-panel,FALSE,"coder wasn't egregiously wrong, just not optimal"
