Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Short Title,Series,Language,Rights,Library Catalog,Extra,Notes,file_att1,file_att2,file_att3,Automatic Tags,OpenDataBadge,OpenMaterialsBadge,PreregisteredBadge,ErratumTag,effective_year,PROpenData,PRPreregistered,PROpenMaterials,DEPreregistered,TCPreregistered,PreregisteredPlus,study_id,pdf_to_copy,allowed_in_pool
T25MCUSZ,journalArticle,2019,"Bormann, Nils-Christian; Cederman, Lars-Erik; Gates, Scott; Graham, Benjamin A. T.; Hug, Simon; Strøm, Kaare W.; Wucherpfennig, Julian","Power Sharing: Institutions, Behavior, and Peace",American Journal of Political Science,1540-5907,10.1111/ajps.12407,https://onlinelibrary.wiley.com/doi/abs/10.1111/ajps.12407,"Grievances that derive from the unequal treatment of ethnic groups are a key motivation for civil war. Ethnic power sharing should therefore reduce the risk of internal conflict. Yet conflict researchers disagree on whether formal power-sharing institutions effectively prevent large-scale violence. We can improve our understanding of the effect of power-sharing institutions by analyzing the mechanisms under which they operate. To this effect, we compare the direct effect of formal power-sharing institutions on peace with their indirect effect through power-sharing behavior. Combining data on inclusive and territorially dispersive institutions with information on power-sharing behavior, we empirically assess this relationship on a global scale. Our causal mediation analysis reveals that formal power-sharing institutions affect the probability of ethnic conflict onset mostly through power-sharing behavior that these institutions induce.",2019,2019-03-20T11:55:33Z,2019-03-20T11:55:44Z,2019-03-20T11:55:33Z,84-100,1,63,NA,Power Sharing,NA,en,"©2018, Midwest Political Science Association",Wiley Online Library,NA,NA,"C:\Users\Steve\Zotero\storage\E7YTPU7H\Bormann e.a. - 2019 - Power Sharing Institutions, Behavior, and Peace.pdf", C:\Users\Steve\Zotero\storage\RIMEPYZC\ajps.html,NA,NA,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001319,"C:\Users\Steve\Zotero\storage\E7YTPU7H\Bormann e.a. - 2019 - Power Sharing Institutions, Behavior, and Peace.pdf",TRUE
T25UP358,journalArticle,2019,"Wójcik, Michał J.; Nowicka, Maria M.; Bola, Michał; Nowicka, Anna",Unconscious Detection of One’s Own Image,Psychological Science,0956-7976,10.1177/0956797618822971,https://doi.org/10.1177/0956797618822971,"A key mechanism behind preferential processing of self-related information might be an early and automatic capture of attention. Therefore, the present study tested a hypothesis that one’s own face will attract bottom-up attention even without conscious identification. To test this, we used a dot-probe paradigm with electrophysiological recordings, in which participants (N = 18) viewed masked and unmasked pairs of faces (other, self) presented laterally. Analysis of the sensitivity measure d ′ indicated that faces were not consciously identified in the masked condition. A clear N2 posterior-contralateral (N2pc) component (a neural marker of attention shifts) was found in both the masked and unmasked conditions, revealing that one’s own face automatically captures attention when processed unconsciously. Therefore, our study (a) demonstrates that self-related information is boosted at an early (preconscious) stage of processing, (b) identifies further features (beyond simple physical ones) that cause automatic attention capture, and (c) provides further evidence for the dissociative nature of attention and consciousness.",2019-04-01,2020-01-29T05:37:23Z,2020-01-29T05:37:37Z,2020-01-29T05:37:23Z,471-480,4,30,Psychol Sci,NA,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\ZKU9GHUL\Wójcik et al. - 2019 - Unconscious Detection of One’s Own Image.pdf,NA,NA,attention; open data; event-related potential; N2pc; self-face; unconscious processing,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001320,C:\Users\Steve\Zotero\storage\ZKU9GHUL\Wójcik et al. - 2019 - Unconscious Detection of One’s Own Image.pdf,TRUE
T2JDQECC,journalArticle,2019,"Kulibert, Danica; Thompson, Ashley E.",Stepping into their shoes: Reducing the actor-observer discrepancy in judgments of infidelity through the experimental manipulation of perspective-taking,The Journal of Social Psychology,0022-4545,10.1080/00224545.2018.1556575,https://doi.org/10.1080/00224545.2018.1556575,"The goal of the current study was to examine whether perspective-taking could be an effective method for reducing the actor-observer bias seen in judgments of infidelity. Specifically, 708 adults judged the extent to which 32 behaviors were indicative of infidelity after being assigned to one of nine conditions in which the person engaging in infidelity (actor, partner, stranger) and the perspective-taking instructions (perspective-taking, stay objective, no instructions) were manipulated. Overall, the actor-observer and perspective-taking manipulations significantly affected judgments of the technology/online and solitary forms of infidelity. Adults in the perspective-taking condition judged their partner’s and a stranger’s technology/online behaviors as less indicative of infidelity than their own and their partner’s solitary behaviors as more indicative of infidelity than their own or a stranger’s. These results indicate that perspective-taking impacts infidelity judgments but only for certain behaviors. Implications and recommendations are outlined for clinicians and researchers working with and studying romantic couples.",2019-11-02,2020-02-04T06:46:12Z,2020-02-04T06:46:40Z,2020-02-04T06:46:12Z,692-708,6,159,NA,Stepping into their shoes,NA,NA,NA,Taylor and Francis+NEJM,PMID: 30614776,NA,C:\Users\Steve\Zotero\storage\Q6NMSDWL\Kulibert and Thompson - 2019 - Stepping into their shoes Reducing the actor-obse.pdf, C:\Users\Steve\Zotero\storage\SGZSJHNZ\00224545.2018.html,NA,Correction; infidelity; Actor-observer bias; perspective-taking; romantic relationships,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001321,C:\Users\Steve\Zotero\storage\Q6NMSDWL\Kulibert and Thompson - 2019 - Stepping into their shoes Reducing the actor-obse.pdf,TRUE
T3ZH9GUE,journalArticle,2018,"Formanowicz, Magdalena; Goldenberg, Amit; Saguy, Tamar; Pietraszkiewicz, Agnieszka; Walker, Mirella; Gross, James J.",Understanding dehumanization: The role of agency and communion,Journal of Experimental Social Psychology,0022-1031,10.1016/j.jesp.2018.04.003,http://www.sciencedirect.com/science/article/pii/S0022103117308090,"Dehumanization is the denial of full human potential to an individual or a social group. Although it is widely seen as a grave social ill, the psychological roots of dehumanization are not yet clear. In the present research, we examined the role of agency and communion. These dimensions are pivotal to how we perceive other people, and we hypothesized that they might be crucial to viewing people as fully human. In eight experiments, we manipulated agency or communion using either videos of interacting geometric shapes, or by manipulating static images of faces showing different degrees of agency and communion. Participants rated the degree of humanness of presented targets. Across the studies and in meta-analyses (N = 758 for agency and N = 776 for communion), agency but not communion had systematic effects on the ratings of humanness. Therefore, granting agency might limit dehumanization.",2018-07-01,2019-03-30T16:31:11Z,2019-03-30T16:31:30Z,2019-03-30T16:31:11Z,102-116,NA,77,Journal of Experimental Social Psychology,Understanding dehumanization,NA,NA,NA,ScienceDirect,NA,NA,C:\Users\Steve\Zotero\storage\CCC6Q5K4\Formanowicz e.a. - 2018 - Understanding dehumanization The role of agency a.pdf, C:\Users\Steve\Zotero\storage\F26JIAL2\S0022103117308090.html,NA,Agency; Communion; Big two; Dehumanization; Human rights,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001326,C:\Users\Steve\Zotero\storage\CCC6Q5K4\Formanowicz e.a. - 2018 - Understanding dehumanization The role of agency a.pdf,TRUE
T4JFD4BM,journalArticle,2016,"Misyak, Jennifer; Noguchi, Takao; Chater, Nick",Instantaneous Conventions: The Emergence of Flexible Communicative Signals,Psychological Science,0956-7976,10.1177/0956797616661199,https://doi.org/10.1177/0956797616661199,"Humans can communicate even with few existing conventions in common (e.g., when they lack a shared language). We explored what makes this phenomenon possible with a nonlinguistic experimental task requiring participants to coordinate toward a common goal. We observed participants creating new communicative conventions using the most minimal possible signals. These conventions, furthermore, changed on a trial-by-trial basis in response to shared environmental and task constraints. Strikingly, as a result, signals of the same form successfully conveyed contradictory messages from trial to trial. Such behavior is evidence for the involvement of what we term joint inference, in which social interactants spontaneously infer the most sensible communicative convention in light of the common ground between them. Joint inference may help to elucidate how communicative conventions emerge instantaneously and how they are modified and reshaped into the elaborate systems of conventions involved in human communication, including natural languages.",2016-12-01,2018-03-20T00:53:47Z,2018-03-20T00:54:00Z,2018-03-20T00:53:47Z,1550-1561,12,27,Psychol Sci,Instantaneous Conventions,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\8JFAP4BF\Misyak et al. - 2016 - Instantaneous Conventions The Emergence of Flexib.pdf,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001327,C:\Users\Steve\Zotero\storage\8JFAP4BF\Misyak et al. - 2016 - Instantaneous Conventions The Emergence of Flexib.pdf,TRUE
T4ZYNTV3,journalArticle,2019,"klein Selle, Nathalie; Agari, Naama; Ben-Shakhar, Gershon",Hide or Seek? Physiological Responses Reflect Both the Decision and the Attempt to Conceal Information,Psychological Science,0956-7976,10.1177/0956797619864598,https://doi.org/10.1177/0956797619864598,"The process of information concealment is more relevant than ever in this day and age. Using a modified concealed-information test (CIT), we aimed to unmask this process by investigating both the decision and the attempt to conceal information in 38 students. The attempt to conceal (vs. reveal) information induced a differential physiological response pattern within subjects—whereas skin conductance increased in both conditions, respiration and heart rate were suppressed only in the conceal condition—confirming the idea that these measures reflect different underlying mechanisms. The decision to conceal (vs. reveal) information induced enhanced anticipatory skin conductance responses. To our knowledge, this is the first study that observed such anticipatory responses in an information-concealment paradigm. Together, these findings imply that our physiological responses reflect, to some degree, both the decision and the attempt to conceal information. In addition to strengthening CIT theory, this knowledge sheds novel light on anticipatory responding in decision making.",2019-10-01,2020-01-29T06:33:50Z,2020-01-29T06:34:05Z,2020-01-29T06:33:50Z,1424-1433,10,30,Psychol Sci,Hide or Seek?,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\PGV5RDPV\klein Selle et al. - 2019 - Hide or Seek Physiological Responses Reflect Both.pdf,NA,NA,open data; open materials; preregistered; anticipatory responding; arousal inhibition; autonomic responses; concealed-information test; orienting response,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001328,C:\Users\Steve\Zotero\storage\PGV5RDPV\klein Selle et al. - 2019 - Hide or Seek Physiological Responses Reflect Both.pdf,TRUE
T5DPV3V8,journalArticle,2019,"Proyer, René T.; Brauer, Kay; Wolf, Annegret; Chick, Garry",Adult playfulness and relationship satisfaction: An APIM analysis of romantic couples,Journal of Research in Personality,0092-6566,10.1016/j.jrp.2019.02.001,http://www.sciencedirect.com/science/article/pii/S0092656619300200,"Previous research has shown that adult playfulness contributes to relationship satisfaction (RS). Using 211 heterosexual romantic couples we test the association between four facets of playfulness (Other-directed, Lighthearted, Intellectual, and Whimsical; OLIW) and indicators of RS in an Actor-Partner Interdependence Model (APIM)-design. The four OLIW components are differentially associated with indicators of RS. Out of the OLIW facets, predominantly Other-directed and Intellectual playfulness were associated with high RS. Couple similarity was unrelated to RS. Overall, the findings support the notion that distinguishing between the facets of playfulness and those of RS is needed for a comprehensive understanding of their association. We discuss the findings with respect to theoretical and practical implications.",2019-04-01,2019-03-31T13:23:50Z,2019-03-31T13:24:04Z,2019-03-31T13:23:50Z,40-48,NA,79,Journal of Research in Personality,Adult playfulness and relationship satisfaction,NA,NA,NA,ScienceDirect,NA,NA,C:\Users\Steve\Zotero\storage\IZ9ZDQ86\Proyer e.a. - 2019 - Adult playfulness and relationship satisfaction A.pdf, C:\Users\Steve\Zotero\storage\WMXAN7RA\S0092656619300200.html,NA,Actor-Partner Interdependence Model; OLIW; Playfulness; Relationship satisfaction; Romantic couples,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001329,C:\Users\Steve\Zotero\storage\IZ9ZDQ86\Proyer e.a. - 2019 - Adult playfulness and relationship satisfaction A.pdf,TRUE
T5K3WIRG,journalArticle,2014,"Vaes, Jeroen; Bain, Paul G.; Bastian, Brock",Embracing Humanity in the Face of Death: Why Do Existential Concerns Moderate Ingroup Humanization?,The Journal of Social Psychology,0022-4545,10.1080/00224545.2014.953027,https://doi.org/10.1080/00224545.2014.953027,"People humanize their ingroup to address existential concerns about their mortality, but the reasons why they do so remain ambiguous. One explanation is that people humanize their ingroup to bolster their social identity in the face of their mortality. Alternatively, people might be motivated to see their ingroup as more uniquely human (UH) to distance themselves from their corporeal “animal” nature. These explanations were tested in Australia, where social identity is tied less to UH and more to human nature (HN) which does not distinguish humans from animals. Australians attributed more HN traits to the ingroup when mortality was salient, while the attribution of UH traits remained unchanged. This indicates that the mortality-buffering function of ingroup humanization lies in reinforcing the humanness of our social identity, rather than just distancing ourselves from our animal nature. Implications for (de)humanization in intergroup relations are discussed.",2014-11-02,2018-04-05T06:21:25Z,2018-04-05T06:21:39Z,2018-04-05T06:21:25Z,537-545,6,154,NA,Embracing Humanity in the Face of Death,NA,NA,NA,Taylor and Francis+NEJM,PMID: 25280169,NA,C:\Users\Steve\Zotero\storage\QS7IA4RD\Vaes et al. - 2014 - Embracing Humanity in the Face of Death Why Do Ex.pdf, C:\Users\Steve\Zotero\storage\F2DKZGLB\00224545.2014.html,NA,NA,TRUE,TRUE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001330,C:\Users\Steve\Zotero\storage\QS7IA4RD\Vaes et al. - 2014 - Embracing Humanity in the Face of Death Why Do Ex.pdf,TRUE
T66RHBJU,journalArticle,2018,"Forster, Sophie; Spence, Charles",“What Smell?” Temporarily Loading Visual Attention Induces a Prolonged Loss of Olfactory Awareness,Psychological Science,"0956-7976, 1467-9280",10.1177/0956797618781325,http://journals.sagepub.com/doi/10.1177/0956797618781325,"The human sense of smell is highly sensitive, often conveying important biological signals. Yet anecdotal evidence suggests that we commonly fail to notice suprathreshold environmental olfactory stimuli. The determinants of olfactory awareness are, as yet, unknown. Here, we adapted the inattentional-blindness paradigm to test whether olfactory awareness is dependent on attention. Across three experiments, participants performed a visual search task with either a high or low perceptual load (a well-established attentional manipulation) while exposed to an ambient coffee aroma. Consistent with our hypothesis, results showed that task load modulated olfactory awareness: 42.5% fewer participants in the high- than in the low-load condition reported noticing the coffee aroma. Our final experiment demonstrates that because of unique characteristics of olfactory habituation, the consequences of inattentional anosmia can persist even once attention becomes available. These findings establish the phenomenon of inattentional anosmia and have applied implications for predicting when people may miss potentially important olfactory information.",2018-10,2019-04-06T18:31:04Z,2019-04-06T18:31:15Z,2019-04-06T18:31:04Z,1642-1652,10,29,NA,“What Smell?,NA,en,NA,Crossref,NA,NA,C:\Users\Steve\Zotero\storage\ZMLWB3I8\Forster en Spence - 2018 - “What Smell” Temporarily Loading Visual Attention.pdf,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001331,C:\Users\Steve\Zotero\storage\ZMLWB3I8\Forster en Spence - 2018 - “What Smell” Temporarily Loading Visual Attention.pdf,TRUE
T7F4KYQQ,journalArticle,2018,"Brauer, Kay; Proyer, René T.","To love and laugh: Testing actor-, partner-, and similarity effects of dispositions towards ridicule and being laughed at on relationship satisfaction",Journal of Research in Personality,0092-6566,10.1016/j.jrp.2018.08.008,http://www.sciencedirect.com/science/article/pii/S0092656618302551,"People differ in how they deal with ridicule and being laughed at along three individual differences variables; namely, the fear (gelotophobia) and joy (gelotophilia) of being laughed at and joy of laughing at others (katagelasticism). This study examines their associations with facets of relationship satisfaction (RS). Actor-Partner-Interdependence Model analyses of 154 heterosexual couples showed that gelotophobia was negatively associated with RS while gelotophilia (mainly in females) was positively related. Katagelasticism existed independently from RS, except for higher levels of disagreement. Further, romantic partners were robustly similar in their traits and profiles (overall and distinctive). The unique similarity-RS associations were positive but of small size. Overall, our findings support the notion that the dispositions are differentially related with facets of RS.",2018-10-01,2019-03-31T13:11:09Z,2019-03-31T13:11:16Z,2019-03-31T13:11:09Z,165-176,NA,76,Journal of Research in Personality,To love and laugh,NA,NA,NA,ScienceDirect,NA,NA,"C:\Users\Steve\Zotero\storage\ZMHDC3SN\Brauer en Proyer - 2018 - To love and laugh Testing actor-, partner-, and s.pdf", C:\Users\Steve\Zotero\storage\6GDAF2ZT\S0092656618302551.html,NA,Relationship satisfaction; Actor-partner-interdependence-model; Fear of being laughed at; Gelotophilia; Gelotophobia; Katagelasticism; Laughter; Profile similarity,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001332,"C:\Users\Steve\Zotero\storage\ZMHDC3SN\Brauer en Proyer - 2018 - To love and laugh Testing actor-, partner-, and s.pdf",TRUE
T8EXDTEM,journalArticle,2018,"Malia, Linsey M.; Bohrmann, Margaret A.; Poirier, Christopher R.",The Effects of Age and Sex on Saving Pets Over Humans,Psi Chi Journal of Psychological Research,23257342,10.24839/2325-7342.JN23.4.306,https://www.psichi.org/page/234JNFall2018,"The relationship between humans and animals is a bond that resembles the relationship between humans and family members. To better understand this relationship, we presented 122 undergraduates (18- to 22-year-olds) with 3 moral dilemmas in which they were forced to save their pet or a human (infant, 40-year-old, or 80-year-old) from death. We hypothesized that the older the human in the scenario, the more likely participants would be to choose saving their pet. We also hypothesized that women were more likely than men to save the pet than the human. A 3 x 2 mixed Analysis of Variance was performed to analyze the data. Our findings suggest that both age and sex influence people’s saving preference. Although most participants indicated a preference for saving humans over pets, participants were more likely to save their pet as human age increased (p < .001), and women were more likely than men to save the pet (p = .037). The findings from this study shed light on human-animal relationships, suggesting that some people value their pet’s life over human lives.",2018,2019-04-06T17:23:10Z,2019-04-06T17:23:28Z,2019-04-06T17:23:10Z,306-310,4,23,NA,NA,NA,en,NA,Crossref,NA,NA,C:\Users\Steve\Zotero\storage\G7X7RPTV\Malia e.a. - 2018 - The Effects of Age and Sex on Saving Pets Over Hum.pdf,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001333,C:\Users\Steve\Zotero\storage\G7X7RPTV\Malia e.a. - 2018 - The Effects of Age and Sex on Saving Pets Over Hum.pdf,TRUE
T8KHVGIR,journalArticle,2018,Pletzer Jan Luca; Balliet Daniel; Joireman Jeff; Kuhlman D. Michael; Voelpel Sven C.; Van Lange Paul A.M.; Back Mitja,"Social Value Orientation, Expectations, and Cooperation in Social Dilemmas: A Meta‐analysis",European Journal of Personality,0890-2070,10.1002/per.2139,https://onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au/doi/abs/10.1002/per.2139,"Abstract Interdependent situations are pervasive in human life. In these situations, it is essential to form expectations about the others' behaviour to adapt one's own behaviour to increase mutual outcomes and avoid exploitation. Social value orientation, which describes the dispositional weights individuals attach to their own and to another person's outcome, predicts these expectations of cooperation in social dilemmas?an interdependent situation involving a conflict of interests. Yet, scientific evidence is inconclusive about the exact differences in expectations between prosocials, individualists, and competitors. The present meta?analytic results show that, relative to proselfs (individualists and competitors), prosocials expect more cooperation from others in social dilemmas, whereas individualists and competitors do not significantly differ in their expectations. The importance of these expectations in the decision process is further highlighted by the finding that they partially mediate the well?established relation between social value orientation and cooperative behaviour in social dilemmas. In fact, even proselfs are more likely to cooperate when they expect their partner to cooperate. Copyright ? 2018 European Association of Personality Psychology",2018-02-14,2018-04-04T05:43:45Z,2018-04-04T05:43:52Z,2018-04-04T05:43:45Z,62-83,1,32,European Journal of Personality,"Social Value Orientation, Expectations, and Cooperation in Social Dilemmas",NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au (Atypon),NA,NA,"C:\Users\Steve\Zotero\storage\V6LXEZGQ\Pletzer Jan Luca et al. - 2018 - Social Value Orientation, Expectations, and Cooper.pdf", C:\Users\Steve\Zotero\storage\ZNWXZQ2M\per.html,NA,cooperation; expectations; social dilemmas; social value orientation; trust,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001334,"C:\Users\Steve\Zotero\storage\V6LXEZGQ\Pletzer Jan Luca et al. - 2018 - Social Value Orientation, Expectations, and Cooper.pdf",TRUE
TA2R8IMP,journalArticle,2019,"Heidekum, Alexander E.; Grabner, Roland H.; De Smedt, Bert; De Visscher, Alice; Vogel, Stephan E.",Interference during the retrieval of arithmetic and lexico-semantic knowledge modulates similar brain regions: Evidence from functional magnetic resonance imaging (fMRI),Cortex,0010-9452,10.1016/j.cortex.2019.06.007,http://www.sciencedirect.com/science/article/pii/S0010945219302382,"Single-digit multiplications are mainly solved by memory retrieval. However, these problems are also prone to errors due to systematic interference (i.e., co-activation of interconnected but incorrect solutions). Semantic control processes are crucial to overcome this type of interference and to retrieve the correct information. Previous research suggests the importance of several brain regions such as the left inferior frontal cortex and the intraparietal sulcus (IPS) for semantic control. But, this evidence is mainly based on tasks measuring interference during the processing of lexico-semantic information (e.g., pictures or words). Here, we investigated whether semantic control during arithmetic problem solving (i.e., multiplication fact retrieval) draws upon similar or different brain mechanisms as in other semantic domains (i.e., lexico-semantic). The brain activity of 46 students was measured with fMRI while participants performed an operand-related-lure (OR) and a picture-word (PW) task. In the OR task participants had to verify the correctness of a given solution to a single-digit multiplication. Similarly, in the PW task, participants had to judge whether a presented word matches the concept displayed in a picture or not. Analyses showed that resolving interference in these two tasks modulates the activation of a widespread fronto-parietal network (e.g., left/right IFG, left insula lobe, left IPS). Importantly, conjunction analysis revealed a neural overlap in the left inferior frontal gyrus (IFG) pars triangularis and left IPS. Additional Bayesian analyses showed that regions that are thought to store lexico-semantic information (e.g., left middle temporal gyrus) did not show evidence for an arithmetic interference effect. Overall, our findings not only indicate that semantic control plays an important role in arithmetic problem solving but also that it is supported by common brain regions across semantic domains. Additionally, by conducting Bayesian analysis we confirmed the hypothesis that the semantic control network contributes differently to semantic tasks of various domains.",2019-11-01,2020-01-30T07:54:40Z,2020-01-30T11:12:25Z,2020-01-30T07:54:40Z,375-393,NA,120,Cortex,Interference during the retrieval of arithmetic and lexico-semantic knowledge modulates similar brain regions,NA,en,NA,ScienceDirect,NA,NA,C:\Users\Steve\Zotero\storage\A6YLB54I\Heidekum et al. - 2019 - Interference during the retrieval of arithmetic an.pdf, C:\Users\Steve\Zotero\storage\V3ITY8MA\S0010945219302382.html,NA,Intraparietal sulcus; Inferior frontal gyrus; Arithmetic fact; Interference; Semantic control,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001336,C:\Users\Steve\Zotero\storage\A6YLB54I\Heidekum et al. - 2019 - Interference during the retrieval of arithmetic an.pdf,TRUE
TAI5TZ6X,journalArticle,2019,"Kuper, Niclas; Bott, Antonia",Has the evidence for moral licensing been inflated by publication bias?,Meta-Psychology,2003-2714,10.15626/MP.2018.878,https://open.lnu.se/index.php/metapsychology/article/view/878,"Moral licensing describes the phenomenon that displaying moral behavior can lead to subsequent immoral behavior. This is usually explained by the idea that an initial moral act affirms the moral self-image and hence licenses subsequent immoral acts. Previous meta-analyses on moral licensing indicate significant overall effects of d> .30. However, several large replication studies have either not found the effect or reported a substantially smaller effect size. The present article investigated whether this can be attributed to publication bias. Datasets from two previous meta-analyses on moral licensing were compared and when necessary modified. The larger dataset was used for the present analyses. Using PET-PEESE and a three-parameter-selection-model (3-PSM), we found some evidence for publication bias. The adjusted effect sizes were reduced to d= -0.05, p= .64 and d= 0.18, p= .002, respectively. While the first estimate could be an underestimation, we also found indications that the second estimate might exaggerate the true effect size. It is concluded that both the evidence for and the size of moral licensing effects has likely been inflated by publication bias. Furthermore, our findings indicate that culture moderates the moral licensing effect. Recommendations for future meta-analytic and empirical work are given. Subsequent studies on moral licensing should be adequately powered and ideally pre-registered.",2019-05-14,2020-01-29T07:59:10Z,2020-01-29T07:59:32Z,2020-01-29T07:59:10Z,NA,NA,3,NA,NA,NA,en,"Copyright (c) 2019 Niclas Kuper, Antonia Bott",open.lnu.se,NA,NA,C:\Users\Steve\Zotero\storage\VMZ6J6LR\Kuper and Bott - 2019 - Has the evidence for moral licensing been inflated.pdf, C:\Users\Steve\Zotero\storage\BVU4AGYK\878.html,NA,Meta-analysis; Publication bias; Replication crisis; Moral licensing,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001337,C:\Users\Steve\Zotero\storage\VMZ6J6LR\Kuper and Bott - 2019 - Has the evidence for moral licensing been inflated.pdf,TRUE
TAPSHXAT,journalArticle,2017,"John, Leslie K.; Donnelly, Grant E.; Roberto, Christina A.",Psychologically Informed Implementations of Sugary-Drink Portion Limits,Psychological Science,0956-7976,10.1177/0956797617692041,https://doi.org/10.1177/0956797617692041,"In 2012, the New York City Board of Health prohibited restaurants from selling sugary drinks in containers that would hold more than 16 oz. Although a state court ruled that the Board of Health did not have the authority to implement such a policy, it remains a legally viable option for governments and a voluntary option for restaurants. However, there is very limited empirical data on how such a policy might affect the purchasing and consumption of sugary drinks. We report four well-powered, incentive-compatible experiments in which we evaluated two possible ways that restaurants might comply with such a policy: bundling (i.e., dividing the contents of oversized cups into two regulation-size cups) and providing free refills (i.e., offering a regulation-size cup with unlimited refills). Bundling caused people to buy less soda. Free refills increased consumption, especially when a waiter served the refills. This perverse effect was reduced in self-service contexts that required walking just a few steps to get a refill.",2017-05-01,2018-03-20T00:35:02Z,2018-03-20T00:35:16Z,2018-03-20T00:35:02Z,620-629,5,28,Psychol Sci,NA,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\MZZAWUBD\John et al. - 2017 - Psychologically Informed Implementations of Sugary.pdf,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001338,C:\Users\Steve\Zotero\storage\MZZAWUBD\John et al. - 2017 - Psychologically Informed Implementations of Sugary.pdf,TRUE
TCJND7A4,journalArticle,2019,"Crossman, Margot; Bartl, Gergely; Soerum, Rebecca; Sandrini, Marco",Effects of transcranial direct current stimulation over the posterior parietal cortex on episodic memory reconsolidation,Cortex,0010-9452,10.1016/j.cortex.2019.08.009,http://www.sciencedirect.com/science/article/pii/S0010945219302977,"Consolidated memories may return to labile/unstable states after their reactivation, thus requiring a restabilization process that is known as reconsolidation. During this time-limited reconsolidation window, reactivated existing memories can be strengthened, weakened or updated with new information. Previous studies have shown that non-invasive stimulation of the lateral prefrontal cortex after memory reactivation strengthened existing verbal episodic memories through reconsolidation, an effect documented by enhanced delayed memory recall (24 h post-reactivation). However, it remains unknown whether the left posterior parietal cortex (PPC), a region involved during reactivation of existing episodic memories, contributes to reconsolidation. To address this question, in this double-blind experiment healthy participants (n = 27) received transcranial direct current stimulation (tDCS) with the anode over the left PPC after reactivation of previously learned verbal episodic memories. Memory recall was tested 24 h later. To rule out unspecific effects of memory reactivation or tDCS alone, we included two control groups: one that receives tDCS with the anode over the left PPC without reactivation (n = 27) and another one that receives tDCS with the anode over a control site (primary visual cortex) after reactivation (n = 27). We hypothesized that tDCS with the anode over the left PPC after memory reactivation would enhance delayed recall through reconsolidation relative to the two control groups. No significant between groups differences in the mean number of words recalled on day 3 occurred, suggesting no beneficial effect of tDCS over the left PPC. Alternative explanations were discussed, including efficacy of tDCS, different stimulation parameters, electrode montage, and stimulation site within the PPC.",2019-12-01,2020-01-30T08:08:39Z,2020-01-30T11:59:54Z,2020-01-30T08:08:38Z,78-88,NA,121,Cortex,NA,NA,en,NA,ScienceDirect,NA,NA,C:\Users\Steve\Zotero\storage\CIUKFISM\Crossman et al. - 2019 - Effects of transcranial direct current stimulation.pdf, C:\Users\Steve\Zotero\storage\TEWXKADY\S0010945219302977.html,NA,tDCS; Parietal cortex; Episodic memory; Long-term memory; Reconsolidation,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a001340,C:\Users\Steve\Zotero\storage\CIUKFISM\Crossman et al. - 2019 - Effects of transcranial direct current stimulation.pdf,TRUE
