"batch_id","batch_date","study_id","Author","Publication Year","Title","Publication Title","DOI","pdf_filename"
"batch0915","2024-04-05","a001947","Lancry-Dayan, Oryah C.; Gamer, Matthias; Pertzov, Yoni",2021,"Search for the Unknown: Guidance of Visual Search in the Absence of an Active Template","Psychological Science","10.1177/0956797621996660","a001947.pdf"
"batch0915","2024-04-05","a001948","De Wilde, Matthias; Casini, Annalisa; Bernard, Philippe; Wollast, Robin; Klein, Olivier; Demoulin, Stéphanie",2020,"Two Preregistered Direct Replications of “Objects Don’t Object: Evidence That Self-Objectification Disrupts Women’s Social Activism”","Psychological Science","10.1177/0956797619896273","a001948.pdf"
"batch0915","2024-04-05","a001949","Axt, Jordan R.; Landau, Mark J.; Kay, Aaron C.",2020,"The Psychological Appeal of Fake-News Attributions","Psychological Science","10.1177/0956797620922785","a001949.pdf"
"batch0915","2024-04-05","a001950","Haddara, Nadia; Rahnev, Dobromir",2022,"The Impact of Feedback on Perceptual Decision-Making and Metacognition: Reduction in Bias but No Change in Sensitivity","Psychological Science","10.1177/09567976211032887","a001950.pdf"
"batch0915","2024-04-05","a001951","Bierwiaczonek, Kinga; Kunst, Jonas R.",2021,"Revisiting the Integration Hypothesis: Correlational and Longitudinal Meta-Analyses Demonstrate the Limited Role of Acculturation for Cross-Cultural Adaptation","Psychological Science","10.1177/09567976211006432","a001951.pdf"
"batch0915","2024-04-05","a001954","Van Stekelenburg, Aart; Schaap, Gabi; Veling, Harm; Van ’T Riet, Jonathan; Buijzen, Moniek",2022,"Scientific-Consensus Communication About Contested Science: A Preregistered Meta-Analysis","Psychological Science","10.1177/09567976221083219","a001954.pdf"
"batch0915","2024-04-05","a001956","Kalbe, Felix; Bange, Stina; Lutz, Annika; Schwabe, Lars",2020,"Expectancy Violation Drives Memory Boost for Stressful Events","Psychological Science","10.1177/0956797620958650","a001956.pdf"
"batch0915","2024-04-05","a001957","Bejjani, Christina; Dolgin, Jack; Zhang, Ziwei; Egner, Tobias",2020,"Disentangling the Roles of Cue Visibility and Knowledge in Adjusting Cognitive Control: A Preregistered Direct Replication of the Farooqui and Manly (2015) Study","Psychological Science","10.1177/0956797620904045","a001957.pdf"
"batch0915","2024-04-05","a001958","Charlesworth, Tessa E. S.; Banaji, Mahzarin R.",2022,"Patterns of Implicit and Explicit Attitudes: IV. Change and Stability From 2007 to 2020","Psychological Science","10.1177/09567976221084257","a001958.pdf"
"batch0915","2024-04-05","a001959","Burleigh, Lauryn; Jiang, Xinrui; Greening, Steven G.",2022,"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli","Psychological Science","10.1177/09567976221086513","a001959.pdf"
"batch0915","2024-04-05","a001960","Dubbelde, Dick; Shomstein, Sarah",2022,"Mugs and Plants: Object Semantic Knowledge Alters Perceptual Processing With Behavioral Ramifications","Psychological Science","10.1177/09567976221097497","a001960.pdf"
"batch0915","2024-04-05","a001963","Collins, Hanne K.; Dorison, Charles A.; Gino, Francesca; Minson, Julia A.",2022,"Underestimating Counterparts’ Learning Goals Impairs Conflictual Conversations","Psychological Science","10.1177/09567976221085494","a001963.pdf"
"batch0915","2024-04-05","a001964","Patel, Devanshi; Krems, Jaimie Arona; Stout, Madison E.; Byrd-Craven, Jennifer; Hawkins, Misty A. W.",2023,"Parents of Children With High Weight Are Viewed as Responsible for Child Weight and Thus Stigmatized","Psychological Science","10.1177/09567976221124951","a001964.pdf"
"batch0915","2024-04-05","a001965","Sheetal, Abhishek; Feng, Zhiyu; Savani, Krishna",2020,"Using Machine Learning to Generate Novel Hypotheses: Increasing Optimism About COVID-19 Makes People Less Willing to Justify Unethical Behaviors","Psychological Science","10.1177/0956797620959594","a001965.pdf"
"batch0915","2024-04-05","a001966","Caplan, Spencer; Hafri, Alon; Trueswell, John C.",2021,"Now You Hear Me, Later You Don’t: The Immediacy of Linguistic Computation and the Representation of Speech","Psychological Science","10.1177/0956797620968787","a001966.pdf"
"batch0915","2024-04-05","a001967","Yu, Xinger; Hanks, Timothy D.; Geng, Joy J.",2022,"Attentional Guidance and Match Decisions Rely on Different Template Information During Visual Search","Psychological Science","10.1177/09567976211032225","a001967.pdf"
"batch0915","2024-04-05","a001968","Quent, Jörn Alexander; Greve, Andrea; Henson, Richard N.",2022,"Shape of U: The Nonmonotonic Relationship Between Object–Location Memory and Expectedness","Psychological Science","10.1177/09567976221109134","a001968.pdf"
"batch0915","2024-04-05","a001971","Flusberg, Stephen J.; Van Der Vord, James; Husney, Sarah Q.; Holmes, Kevin J.",2022,"Who’s the “Real” Victim? How Victim Framing Shapes Attitudes Toward Sexual Assault","Psychological Science","10.1177/09567976211045935","a001971.pdf"
"batch0915","2024-04-05","a001972","O’Brien, Ed",2022,"Losing Sight of Piecemeal Progress: People Lump and Dismiss Improvement Efforts That Fall Short of Categorical Change—Despite Improving","Psychological Science","10.1177/09567976221075302","a001972.pdf"
"batch0915","2024-04-05","a001976","Depow, Gregory John; Francis, Zoë; Inzlicht, Michael",2021,"The Experience of Empathy in Everyday Life","Psychological Science","10.1177/0956797621995202","a001976.pdf"
"batch0915","2024-04-05","a001977","Smith, Angela M.; Willroth, Emily C.; Gatchpazian, Arasteh; Shallcross, Amanda J.; Feinberg, Matthew; Ford, Brett Q.",2021,"Coping With Health Threats: The Costs and Benefits of Managing Emotions","Psychological Science","10.1177/09567976211024260","a001977.pdf"
"batch0915","2024-04-05","a001978","Kundro, Timothy G.; Nurmohamed, Samir; Kakkar, Hemant; Affinito, Salvatore J.",2023,"Time and Punishment: Time Delays Exacerbate the Severity of Third-Party Punishment","Psychological Science","10.1177/09567976231173900","a001978.pdf"
"batch0915","2024-04-05","a001980","Kerr, Lauren Gazzard; Tissera, Hasagani; McClure, M. Joy; Lydon, John E.; Back, Mitja D.; Human, Lauren J.",2020,"Blind at First Sight: The Role of Distinctively Accurate and Positive First Impressions in Romantic Interest","Psychological Science","10.1177/0956797620919674","a001980.pdf"
"batch0915","2024-04-05","a001983","Brooks, Robert C.; Russo-Batterham, Daniel; Blake, Khandis R.",2022,"Incel Activity on Social Media Linked to Local Mating Ecology","Psychological Science","10.1177/09567976211036065","a001983.pdf"
"batch0915","2024-04-05","a001984","Oosterhoff, Benjamin; Poppler, Ashleigh; Palmer, Cara A.",2022,"Early Adolescents Demonstrate Peer-Network Homophily in Political Attitudes and Values","Psychological Science","10.1177/09567976211063912","a001984.pdf"
"batch0915","2024-04-05","a001986","Lu, Jackson G.; Lee, Julia J.; Gino, Francesca; Galinsky, Adam D.",2020,"Air Pollution, State Anxiety, and Unethical Behavior: A Meta-Analytic Review","Psychological Science","10.1177/0956797620924765","a001986.pdf"
"batch0915","2024-04-05","a001987","Beck, Emorie D.; Jackson, Joshua J.",2022,"Personalized Prediction of Behaviors and Experiences: An Idiographic Person–Situation Test","Psychological Science","10.1177/09567976221093307","a001987.pdf"
"batch0915","2024-04-05","a001988","Gong, Shiyang; Lu, Jackson G.; Schaubroeck, John M.; Li, Qian; Zhou, Qiwei; Qian, Xiaoye",2020,"Polluted Psyche: Is the Effect of Air Pollution on Unethical Behavior More Physiological or Psychological?","Psychological Science","10.1177/0956797620943835","a001988.pdf"
"batch0915","2024-04-05","a001989","Schaumberg, Rebecca L.; Skowronek, Samuel E.",2022,"Shame Broadcasts Social Norms: The Positive Social Effects of Shame on Norm Acquisition and Normative Behavior","Psychological Science","10.1177/09567976221075303","a001989.pdf"
"batch0915","2024-04-05","a001990","Urry, Heather L.; Crittle, Chelsea S.; Floerke, Victoria A.; Leonard, Michael Z.; Perry, Clinton S.; Akdilek, Naz; Albert, Erica R.; Block, Avram J.; Bollinger, Caroline Ackerley; Bowers, Emily M.; Brody, Renee S.; Burk, Kelly C.; Burnstein, Ally; Chan, Allissa K.; Chan, Petrina C.; Chang, Lena J.; Chen, Emily; Chiarawongse, Chakrapand Paul; Chin, Gregory; Chin, Kathy; Cooper, Ben G.; Corneilson, Katherine Adele; Danielson, Amanda M.; Davis, Elizabeth S.; Devis, Ycar; Dong, Melissa; Dossett, Elizabeth K.; Dulchin, Nick; Duong, Vincent N.; Ewing, Ben; Fuller, Julia Mansfield; Gartman, Thomas E.; Goldberg, Chad R.; Greenfield, Jesse; Groh, Selena; Hamilton, Ross A.; Hodge, Will; Van Hong, Dylan; Insler, Joshua E.; Jahan, Aava B.; Jimbo, Jessica Paola; Kahn, Emma M.; Knight, Daniel; Konstantin, Grace E.; Kornick, Caitlin; Kramer, Zachary J.; Lauzé, Meghan S.; Linnehan, Misha S.; Lombardi, Tommaso; Long, Hayley; Lotstein, Alec J.; Lyncee, Myrna-Nahisha A.; Lyons, Monica Gabriella; Maayan, Eli; May, Nicole Marie; McCall, Elizabeth C.; Montgomery-Walsh, Rhea Ann Charlotte; Morscher, Michael C.; Moser, Amelia D.; Mueller, Alexandra S.; Mujica, Christin A.; Na, Elim; Newman, Isabelle R.; O’Brien, Meghan K.; Ochoa Castillo, Katherine Alexandra; Onipede, Zaenab Ayotola; Pace, Danielle A.; Park, Jasper H.; Perdikari, Angeliki; Perloff, Catherine E.; Perry, Rachel C.; Pillai, Akash A.; Rajpal, Avni; Ranalli, Emma; Schreier, Jillian E.; Shangguan, Justin R.; Silver, Micaela Jen; Spratt, Avery Glennon; Stein, Rachel E.; Steinhauer, Grant J.; Valera, Devon K.; Vervoordt, Samantha M.; Walton, Lena; Weinflash, Noah W.; Weinstock, Karen; Yuan, Jiaqi; Zarrella, Dominique T.; Zarrow, Jonah E.",2021,"Don’t Ditch the Laptop Just Yet: A Direct Replication of Mueller and Oppenheimer’s (2014) Study 1 Plus Mini Meta-Analyses Across Similar Studies","Psychological Science","10.1177/0956797620965541","a001990.pdf"
"batch0915","2024-04-05","a001991","Serra-Garcia, Marta; Hansen, Karsten T.; Gneezy, Uri",2020,"Can Short Psychological Interventions Affect Educational Performance? Revisiting the Effect of Self-Affirmation Interventions","Psychological Science","10.1177/0956797620923587","a001991.pdf"
"batch0915","2024-04-05","a001993","Sala, Giovanni; Nishita, Yukiko; Tange, Chikako; Tomida, Makiko; Gondo, Yasuyuki; Shimokata, Hiroshi; Otsuka, Rei",2023,"No Appreciable Effect of Education on Aging-Associated Declines in Cognition: A 20-Year Follow-Up Study","Psychological Science","10.1177/09567976231156793","a001993.pdf"
"batch0915","2024-04-05","a001995","Krems, Jaimie Arona; Ko, Ahra; Moon, Jordan W.; Varnum, Michael E. W.",2021,"Lay Beliefs About Gender and Sexual Behavior: First Evidence for a Pervasive, Robust (but Seemingly Unfounded) Stereotype","Psychological Science","10.1177/0956797620983829","a001995.pdf"
"batch0915","2024-04-05","a001996","Kemp, Charles; Hamacher, Duane W.; Little, Daniel R.; Cropper, Simon J.",2022,"Perceptual Grouping Explains Similarities in Constellations Across Cultures","Psychological Science","10.1177/09567976211044157","a001996.pdf"
"batch0915","2024-04-05","a001997","Hafri, Alon; Boger, Tal; Firestone, Chaz",2022,"Melting Ice With Your Mind: Representational Momentum for Physical States","Psychological Science","10.1177/09567976211051744","a001997.pdf"
"batch0915","2024-04-05","a001998","Zhu, Rebecca; Gopnik, Alison",2023,"Preschoolers and Adults Learn From Novel Metaphors","Psychological Science","10.1177/09567976231165267","a001998.pdf"
"batch0915","2024-04-05","a002000","Montrey, Marcel; Shultz, Thomas R.",2022,"Copy the In-group: Group Membership Trumps Perceived Reliability, Warmth, and Competence in a Social-Learning Task","Psychological Science","10.1177/09567976211032224","a002000.pdf"
"batch0915","2024-04-05","a002001","Unger, Layla; Sloutsky, Vladimir M.",2022,"Ready to Learn: Incidental Exposure Fosters Category Learning","Psychological Science","10.1177/09567976211061470","a002001.pdf"
"batch0915","2024-04-05","a002002","Charlesworth, Tessa E. S.; Yang, Victor; Mann, Thomas C.; Kurdi, Benedek; Banaji, Mahzarin R.",2021,"Gender Stereotypes in Natural Language: Word Embeddings Show Robust Consistency Across Child and Adult Language Corpora of More Than 65 Million Words","Psychological Science","10.1177/0956797620963619","a002002.pdf"
"batch0915","2024-04-05","a002004","Fynes-Clinton, Samuel; Addis, Donna Rose",2023,"Thinking Beyond COVID-19: How Has the Pandemic Impacted Future Time Horizons?","Psychological Science","10.1177/09567976231170560","a002004.pdf"
"batch0915","2024-04-05","a002005","Voichek, Guy; Novemsky, Nathan",2021,"Asymmetric Hedonic Contrast: Pain Is More Contrast Dependent Than Pleasure","Psychological Science","10.1177/0956797621991140","a002005.pdf"
"batch0915","2024-04-05","a002006","Cialdini, Robert B.; Lasky-Fink, Jessica; Demaine, Linda J.; Barrett, Daniel W.; Sagarin, Brad J.; Rogers, Todd",2021,"Poison Parasite Counter: Turning Duplicitous Mass Communications Into Self-Negating Memory-Retrieval Cues","Psychological Science","10.1177/09567976211015182","a002006.pdf"
"batch0915","2024-04-05","a002007","Rodman, Alexandra M.; Powers, Katherine E.; Kastman, Erik K.; Kabotyanski, Katherine E.; Stark, Abigail M.; Mair, Patrick; Somerville, Leah H.",2023,"Physical Effort Exertion for Peer Feedback Reveals Evolving Social Motivations From Adolescence to Young Adulthood","Psychological Science","10.1177/09567976221121351","a002007.pdf"
"batch0915","2024-04-05","a002008","Stern, Julia; Gerlach, Tanja M.; Penke, Lars",2020,"Probing Ovulatory-Cycle Shifts in Women’s Preferences for Men’s Behaviors","Psychological Science","10.1177/0956797619882022","a002008.pdf"
"batch0915","2024-04-05","a002009","Deeb, Abdul-Rahim; Cesanek, Evan; Domini, Fulvio",2021,"Newtonian Predictions Are Integrated With Sensory Information in 3D Motion Perception","Psychological Science","10.1177/0956797620966785","a002009.pdf"
"batch0915","2024-04-05","a002010","Leshin, Rachel A.; Yudkin, Daniel A.; Van Bavel, Jay J.; Kunkel, Lily; Rhodes, Marjorie",2022,"Parents’ Political Ideology Predicts How Their Children Punish","Psychological Science","10.1177/09567976221117154","a002010.pdf"
"batch0915","2024-04-05","a002011","Aryani, Arash; Isbilen, Erin S.; Christiansen, Morten H.",2020,"Affective Arousal Links Sound to Meaning","Psychological Science","10.1177/0956797620927967","a002011.pdf"
"batch0915","2024-04-05","a002012","Gustavson, Daniel E.; Friedman, Naomi P.; Fontanillas, Pierre; Elson, Sarah L.; the 23andMe Research Team; Palmer, Abraham A.; Sanchez-Roige, Sandra",2020,"The Latent Genetic Structure of Impulsivity and Its Relation to Internalizing Psychopathology","Psychological Science","10.1177/0956797620938160","a002012.pdf"
"batch0915","2024-04-05","a002014","Halfmann, Emma; Bredehöft, Janne; Häusser, Jan Alexander",2020,"Replicating Roaches: A Preregistered Direct Replication of Zajonc, Heingartner, and Herman’s (1969) Social-Facilitation Study","Psychological Science","10.1177/0956797620902101","a002014.pdf"
"batch0915","2024-04-05","a002017","Jonauskaite, Domicele; Abu-Akel, Ahmad; Dael, Nele; Oberfeld, Daniel; Abdel-Khalek, Ahmed M.; Al-Rasheed, Abdulrahman S.; Antonietti, Jean-Philippe; Bogushevskaya, Victoria; Chamseddine, Amer; Chkonia, Eka; Corona, Violeta; Fonseca-Pedrero, Eduardo; Griber, Yulia A.; Grimshaw, Gina; Hasan, Aya Ahmed; Havelka, Jelena; Hirnstein, Marco; Karlsson, Bodil S. A.; Laurent, Eric; Lindeman, Marjaana; Marquardt, Lynn; Mefoh, Philip; Papadatou-Pastou, Marietta; Pérez-Albéniz, Alicia; Pouyan, Niloufar; Roinishvili, Maya; Romanyuk, Lyudmyla; Salgado Montejo, Alejandro; Schrag, Yann; Sultanova, Aygun; Uusküla, Mari; Vainio, Suvi; Wąsowicz, Grażyna; Zdravković, Sunčica; Zhang, Meng; Mohr, Christine",2020,"Universal Patterns in Color-Emotion Associations Are Further Shaped by Linguistic and Geographic Proximity","Psychological Science","10.1177/0956797620948810","a002017.pdf"
"batch0915","2024-04-05","a002018","Gula, Bartosz; Vaci, Nemanja; Alexandrowicz, Rainer W.; Bilalić, Merim",2021,"Never Too Much—The Benefit of Talent to Team Performance in the National Basketball Association: Comment on Swaab, Schaerer, Anicich, Ronay, and Galinsky (2014)","Psychological Science","10.1177/0956797620960396","a002018.pdf"
"batch0915","2024-04-05","a002022","Stavrova, Olga; Pronk, Tila; Denissen, Jaap",2023,"Estranged and Unhappy? Examining the Dynamics of Personal and Relationship Well-Being Surrounding Infidelity","Psychological Science","10.1177/09567976221116892","a002022.pdf"
"batch0915","2024-04-05","a002023","Tybur, Joshua M.; Jones, Benedict C.; DeBruine, Lisa M.; Ackerman, Joshua M.; Fasolt, Vanessa",2020,"Preregistered Direct Replication of “Sick Body, Vigilant Mind: The Biological Immune System Activates the Behavioral Immune System”","Psychological Science","10.1177/0956797620955209","a002023.pdf"
"batch0915","2024-04-05","a002024","Spicer, Jake; Zhu, Jian-Qiao; Chater, Nick; Sanborn, Adam N.",2022,"Perceptual and Cognitive Judgments Show Both Anchoring and Repulsion","Psychological Science","10.1177/09567976221089599","a002024.pdf"
"batch0915","2024-04-05","a002026","Pitt, Benjamin; Gibson, Edward; Piantadosi, Steven T.",2022,"Exact Number Concepts Are Limited to the Verbal Count Range","Psychological Science","10.1177/09567976211034502","a002026.pdf"
"batch0915","2024-04-05","a002030","Harati, Hamidreza; Talhelm, Thomas",2023,"Cultures in Water-Scarce Environments Are More Long-Term Oriented","Psychological Science","10.1177/09567976231172500","a002030.pdf"
"batch0915","2024-04-05","a002031","Lu, Yunfeng; Zhong, Songfa",2023,"Contactless Real-Time Heart Rate Predicts the Performance of Elite Athletes: Evidence From Tokyo 2020 Olympic Archery Competition","Psychological Science","10.1177/09567976221143127","a002031.pdf"
"batch0915","2024-04-05","a002032","Wang, Sze-Yuh Nina; Inbar, Yoel",2021,"Moral-Language Use by U.S. Political Elites","Psychological Science","10.1177/0956797620960397","a002032.pdf"
"batch0915","2024-04-05","a002035","Minson, Julia A.; Umphres, Christopher",2020,"Confidence in Context: Perceived Accuracy of Quantitative Estimates Decreases With Repeated Trials","Psychological Science","10.1177/0956797620921517","a002035.pdf"
"batch0915","2024-04-05","a002037","Keck, Steffen; Tang, Wenjie",2020,"Enhancing the Wisdom of the Crowd With Cognitive-Process Diversity: The Benefits of Aggregating Intuitive and Analytical Judgments","Psychological Science","10.1177/0956797620941840","a002037.pdf"
"batch0915","2024-04-05","a002038","Bartusevičius, Henrikas; Van Leeuwen, Florian; Petersen, Michael Bang",2020,"Dominance-Driven Autocratic Political Orientations Predict Political Violence in Western, Educated, Industrialized, Rich, and Democratic (WEIRD) and Non-WEIRD Samples","Psychological Science","10.1177/0956797620922476","a002038.pdf"
"batch0915","2024-04-05","a002040","Levari, David E.; Gilbert, Daniel T.; Wilson, Timothy D.",2022,"Tips From the Top: Do the Best Performers Really Give the Best Advice?","Psychological Science","10.1177/09567976211054089","a002040.pdf"
"batch0915","2024-04-05","a002041","Wen, Tanya; Geddert, Raphael M.; Madlon-Kay, Seth; Egner, Tobias",2023,"Transfer of Learned Cognitive Flexibility to Novel Stimuli and Task Sets","Psychological Science","10.1177/09567976221141854","a002041.pdf"
"batch0915","2024-04-05","a002042","Rahnev, Dobromir",2021,"Response Bias Reflects Individual Differences in Sensory Encoding","Psychological Science","10.1177/0956797621994214","a002042.pdf"
"batch0915","2024-04-05","a002043","Hofer, Marlise K.; Chen, Frances S.",2020,"The Scent of a Good Night’s Sleep: Olfactory Cues of a Romantic Partner Improve Sleep Efficiency","Psychological Science","10.1177/0956797620905615","a002043.pdf"
"batch0915","2024-04-05","a002044","Lockwood, Patricia L.; Abdurahman, Ayat; Gabay, Anthony S.; Drew, Daniel; Tamm, Marin; Husain, Masud; Apps, Matthew A. J.",2021,"Aging Increases Prosocial Motivation for Effort","Psychological Science","10.1177/0956797620975781","a002044.pdf"
"batch0915","2024-04-05","a002047","Wolf, Wouter; Nafe, Amanda; Tomasello, Michael",2021,"The Development of the Liking Gap: Children Older Than 5 Years Think That Partners Evaluate Them Less Positively Than They Evaluate Their Partners","Psychological Science","10.1177/0956797620980754","a002047.pdf"
"batch0915","2024-04-05","a002052","Klusowski, Joowon; Small, Deborah A.; Simmons, Joseph P.",2021,"Does Choice Cause an Illusion of Control?","Psychological Science","10.1177/0956797620958009","a002052.pdf"
"batch0915","2024-04-05","a002053","Sun, Jessie; Goodwin, Geoffrey P.",2020,"Do People Want to Be More Moral?","Psychological Science","10.1177/0956797619893078","a002053.pdf"
"batch0915","2024-04-05","a002054","Kushlev, Kostadin; Heintzelman, Samantha J.; Lutes, Lesley D.; Wirtz, Derrick; Kanippayoor, Jacqueline M.; Leitner, Damian; Diener, Ed",2020,"Does Happiness Improve Health? Evidence From a Randomized Controlled Trial","Psychological Science","10.1177/0956797620919673","a002054.pdf"
"batch0915","2024-04-05","a002055","Elder, Jacob; Davis, Tyler; Hughes, Brent L.",2022,"Learning About the Self: Motives for Coherence and Positivity Constrain Learning From Self-Relevant Social Feedback","Psychological Science","10.1177/09567976211045934","a002055.pdf"
"batch0915","2024-04-05","a002057","Kleinert, Tobias; Nash, Kyle; Leota, Josh; Koenig, Thomas; Heinrichs, Markus; Schiller, Bastian",2022,"A Self-Controlled Mind Is Reflected by Stable Mental Processing","Psychological Science","10.1177/09567976221110136","a002057.pdf"
"batch0915","2024-04-05","a002058","Bai, Xuechunzi; Fiske, Susan T.; Griffiths, Thomas L.",2022,"Globally Inaccurate Stereotypes Can Result From Locally Adaptive Exploration","Psychological Science","10.1177/09567976211045929","a002058.pdf"
"batch0915","2024-04-05","a002059","Hilbig, Benjamin E.; Thielmann, Isabel; Zettler, Ingo; Moshagen, Morten",2023,"The Dispositional Essence of Proactive Social Preferences: The Dark Core of Personality vis-à-vis 58 Traits","Psychological Science","10.1177/09567976221116893","a002059.pdf"
"batch0915","2024-04-05","a002060","Lai, Calvin K.; Lisnek, Jaclyn A.",2023,"The Impact of Implicit-Bias-Oriented Diversity Training on Police Officers’ Beliefs, Motivations, and Actions","Psychological Science","10.1177/09567976221150617","a002060.pdf"
"batch0915","2024-04-05","a002061","Greene, Nathaniel R.; Naveh-Benjamin, Moshe",2020,"A Specificity Principle of Memory: Evidence From Aging and Associative Memory","Psychological Science","10.1177/0956797620901760","a002061.pdf"
"batch0915","2024-04-05","a002063","Germano, Adriana L.; Ziegler, Sianna A.; Banham, Laura; Cheryan, Sapna",2021,"Do Diversity Awards Discourage Applicants From Marginalized Groups From Pursuing More Lucrative Opportunities?","Psychological Science","10.1177/0956797621993109","a002063.pdf"
"batch0915","2024-04-05","a002066","von der Malsburg, Titus; Poppels, Till; Levy, Roger P.",2020,"Implicit Gender Bias in Linguistic Descriptions for Expected Events: The Cases of the 2016 United States and 2017 United Kingdom Elections","Psychological Science","10.1177/0956797619890619","a002066.pdf"
"batch0915","2024-04-05","a002068","Vessel, Edward A.; Pasqualette, Laura; Uran, Cem; Koldehoff, Sarah; Bignardi, Giacomo; Vinck, Martin",2023,"Self-Relevance Predicts the Aesthetic Appeal of Real and Synthetic Artworks Generated via Neural Style Transfer","Psychological Science","10.1177/09567976231188107","a002068.pdf"
"batch0915","2024-04-05","a002069","Peters, Kim; Fonseca, Miguel A.",2020,"Truth, Lies, and Gossip","Psychological Science","10.1177/0956797620916708","a002069.pdf"
"batch0915","2024-04-05","a002070","Zhao, Li; Zheng, Jiaxin; Mao, Haiying; Yu, Xinyi; Ye, Jiacheng; Chen, Hongyi; Compton, Brian J.; Heyman, Gail D.; Lee, Kang",2021,"Effects of Trust and Threat Messaging on Academic Cheating: A Field Study","Psychological Science","10.1177/0956797620977513","a002070.pdf"
"batch0915","2024-04-05","a002072","McBee, Matthew T.; Brand, Rebecca J.; Dixon, Wallace E.",2021,"Challenging the Link Between Early Childhood Television Exposure and Later Attention Problems: A Multiverse Approach","Psychological Science","10.1177/0956797620971650","a002072.pdf"
"batch0915","2024-04-05","a002073","Snyder, Jason S.; Henry, P. J.",2023,"Regional Measures of Sexual-Orientation Bias Predict Where Same-Gender Couples Live","Psychological Science","10.1177/09567976231173903","a002073.pdf"
"batch0915","2024-04-05","a002074","Thyer, William; Adam, Kirsten C. S.; Diaz, Gisella K.; Velázquez Sánchez, Itzel N.; Vogel, Edward K.; Awh, Edward",2022,"Storage in Visual Working Memory Recruits a Content-Independent Pointer System","Psychological Science","10.1177/09567976221090923","a002074.pdf"
"batch0915","2024-04-05","a002076","Xie, Sally Y.; Flake, Jessica K.; Stolier, Ryan M.; Freeman, Jonathan B.; Hehman, Eric",2021,"Facial Impressions Are Predicted by the Structure of Group Stereotypes","Psychological Science","10.1177/09567976211024259","a002076.pdf"
"batch0915","2024-04-05","a002077","Fernandes, Suzette; Castelhano, Monica S.",2021,"The Foreground Bias: Initial Scene Representations Across the Depth Plane","Psychological Science","10.1177/0956797620984464","a002077.pdf"
"batch0915","2024-04-05","a002078","Schindler, Sebastian; Bruchmann, Maximilian; Krasowski, Claudia; Moeck, Robert; Straube, Thomas",2021,"Charged With a Crime: The Neuronal Signature of Processing Negatively Evaluated Faces Under Different Attentional Conditions","Psychological Science","10.1177/0956797621996667","a002078.pdf"
"batch0915","2024-04-05","a002080","Kang, Sanghoon; Larrabee, Grace; Nair, Sanya; Goldfarb, Elizabeth V.",2023,"Perceptual Generalization of Alcohol-Related Value Characterizes Risky Drinkers","Psychological Science","10.1177/09567976231181516","a002080.pdf"
"batch0915","2024-04-05","a002083","Wahlheim, Christopher N.; Eisenberg, Michelle L.; Stawarczyk, David; Zacks, Jeffrey M.",2022,"Understanding Everyday Events: Predictive-Looking Errors Drive Memory Updating","Psychological Science","10.1177/09567976211053596","a002083.pdf"
"batch0915","2024-04-05","a002085","Miller, Elizabeth J.; Steward, Ben A.; Witkower, Zak; Sutherland, Clare A. M.; Krumhuber, Eva G.; Dawel, Amy",2023,"AI Hyperrealism: Why AI Faces Are Perceived as More Real Than Human Ones","Psychological Science","10.1177/09567976231207095","a002085.pdf"
"batch0915","2024-04-05","a002087","De Groot, Jasper H. B.; Kirk, Peter A.; Gottfried, Jay A.",2021,"Titrating the Smell of Fear: Initial Evidence for Dose-Invariant Behavioral, Physiological, and Neural Responses","Psychological Science","10.1177/0956797620970548","a002087.pdf"
"batch0915","2024-04-05","a002088","Schneider, Jürgen; Rosman, Tom; Kelava, Augustin; Merk, Samuel",2022,"Do Open-Science Badges Increase Trust in Scientists Among Undergraduates, Scientists, and the Public?","Psychological Science","10.1177/09567976221097499","a002088.pdf"
"batch0915","2024-04-05","a002090","Helbing, Jason; Draschkow, Dejan; L.-H. Võ, Melissa",2022,"Auxiliary Scene-Context Information Provided by Anchor Objects Guides Attention and Locomotion in Natural Search Behavior","Psychological Science","10.1177/09567976221091838","a002090.pdf"
"batch0915","2024-04-05","a002092","Dautriche, Isabelle; Goupil, Louise; Smith, Kenny; Rabagliati, Hugh",2022,"Two-Year-Olds’ Eye Movements Reflect Confidence in Their Understanding of Words","Psychological Science","10.1177/09567976221105208","a002092.pdf"
"batch0915","2024-04-05","a002093","Ponce De Leon, Rebecca; Rifkin, Jacqueline R.; Larrick, Richard P.",2022,"“They’re Everywhere!”: Symbolically Threatening Groups Seem More Pervasive Than Nonthreatening Groups","Psychological Science","10.1177/09567976211060009","a002093.pdf"
"batch0915","2024-04-05","a002094","Harris, Elizabeth A.; Van Bavel, Jay J.",2021,"Preregistered Replication of “Feeling Superior Is a Bipartisan Issue: Extremity (Not Direction) of Political Views Predicts Perceived Belief Superiority”","Psychological Science","10.1177/0956797620968792","a002094.pdf"
"batch0915","2024-04-05","a002095","Bicknell, Klinton; Levy, Roger; Rayner, Keith",2020,"Ongoing Cognitive Processing Influences Precise Eye-Movement Targets in Reading","Psychological Science","10.1177/0956797620901766","a002095.pdf"
"batch0915","2024-04-05","a002096","Fisher, Matthew; Oppenheimer, Daniel M.",2021,"Harder Than You Think: How Outside Assistance Leads to Overconfidence","Psychological Science","10.1177/0956797620975779","a002096.pdf"
