article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,
a001518,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,osf.io/fhmyb,yes,,https://osf.io/fhmyb/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001519,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,osf.io/b9pkj/,yes,,https://osf.io/b9pkj,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001583,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,http://osf.io/wxc7b,yes,,https://osf.io/wxc7b/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001623,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://osf.io/vjwsg/,yes,,https://osf.io/vjwsg/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001624,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://osf.io/xqvkb/,yes,,https://osf.io/xqvkb/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a001627,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/QSXDUN,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QSXDUN,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001651,kongmanas,2020-04-20,yes,,yes,,yes,,1,1,https://osf.io/mw3rb/,yes,,https://osf.io/mw3rb/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
batch0046,,,,,,,,,,,,,,,,,,,,,,,
a000024,kongmanas,2020-04-21,yes,,yes,,yes,,2,1,https://osf.io/jrmk4/,yes,,https://osf.io/jrmk4/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000024,kongmanas,2020-04-21,yes,,yes,,yes,,2,2,https://osf.io/z68ku/,yes,,https://osf.io/z68ku/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000100,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://doi.org/10.17605/OSF.IO/Z6SDM,yes,,https://osf.io/z6sdm/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000128,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://osf.io/tvyxz/wiki,yes,,https://osf.io/tvyxz/wiki/home/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000132,kongmanas,2020-04-21,yes,,yes,,yes,,2,1,http://www.pairfam.de/en/data/data-access/,yes,,https://www.pairfam.de/index.php,other,The data file is in the pairfam website,,yes,,other,Need to register to before access to download,The registration is needed to download the data file,
a000132,kongmanas,2020-04-21,yes,,yes,,yes,,2,2,https://osf.io/z6ryh,yes,,https://osf.io/z6ryh/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000180,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://osf.io/6krj7/,yes,,https://osf.io/6krj7/,yes,,OSF,yes,,yes,,Statement about open data being available was in method section,
a000189,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://osf.io/xv645/,yes,,https://osf.io/xv645/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000193,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,http://osf.io/seqgd/,yes,,https://osf.io/seqgd,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000240,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/YJUIBI,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUIBI,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000332,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,osf.io/5xmb2,yes,,https://osf.io/5xmb2/,yes,,OSF,yes,,yes,,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000354,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://osf.io/i5knh/,yes,,https://osf.io/i5knh/,yes,,OSF,yes,,yes,,"There was link to ""supplementary information"" at the journal's website - this link was ignored, as there was an explicit link to the open data",
a000404,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FVWZZLO&version=DRAFT,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000407,kongmanas,2020-04-21,yes,,yes,,yes,,1,1,http://hdl.handle.net/10871/24754,yes,,https://ore.exeter.ac.uk/repository/handle/10871/24754,yes,,The University of exeter repositary ,yes,,other, It took more than 15 minutes to download The data files,It took more than 15 minutes to download The data files,
a000433,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://osf.io/pnvjf/,yes,,https://osf.io/pnvjf/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000441,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/HUZGPJ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HUZGPJ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000457,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://osf.io/gjc5b/,yes,,https://osf.io/gjc5b/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000474,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://osf.io/8yufm/,yes,,https://osf.io/8yufm,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000477,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://osf.io/yf3da/,yes,,https://osf.io/yf3da/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000490,kongmanas,2020-04-22,yes,,yes,,yes,,2,1,osf.io/gsv84,yes,,https://osf.io/gsv84/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000490,kongmanas,2020-04-22,yes,,yes,,yes,,2,2,osf.io/24mej,yes,,https://osf.io/24mej/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000564,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://github.com/piazzai/smj-18-19552,yes,,https://github.com/piazzai/smj-18-19552,yes,,Github,yes,,yes,,I didn't have any problems with this article,
a000586,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/PLLBQJ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PLLBQJ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000591,kongmanas,2020-04-22,yes,,yes,,yes,,2,1,https://osf.io/4pdvg,yes,,https://osf.io/4pdvg,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000591,kongmanas,2020-04-22,yes,,yes,,yes,,2,2,https://osf.io/xytch,yes,,https://osf.io/xytch,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000598,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/XYUWYJ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYUWYJ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000663,kongmanas,2020-04-22,yes,,yes,,yes,,1,1,https://osf.io/z7kq2/,yes,,https://osf.io/z7kq2/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000737,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/2XP8YF,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2XP8YF,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000850,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/RYNSDG,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a000861,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/qh896/,yes,,https://osf.io/qh896/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000900,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/e2yza/,yes,,https://osf.io/e2yza/,yes,,OSF,yes,,yes,,Statement about open data being available was in introduction section,
a000963,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,osf.io/wnu9f,yes,,https://osf.io/wnu9f,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001010,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,DOI 10.17605/OSF.IO/EKV2D,other,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",https://osf.io/ekv2d/,yes,,OSF,yes,,yes,,"The link given in the articel to the exist online repositary is misspelled. Howver, I can serach in paste it in Google and the top result that was shown up on the first page resolve to the data repositary as mentioned in the article.",
a001028,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/yb9cv/,yes,,https://osf.io/yb9cv/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001068,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/qek97/,yes,,https://osf.io/qek97,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001106,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/pfjsd/,yes,,https://osf.io/pfjsd/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001253,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/4a6jk/,yes,,https://osf.io/4a6jk,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001318,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://figshare.com/articles/NPQIP_ final_analysis_ set/5375275/1,yes,,https://figshare.com/articles/NPQIP_%20final_analysis_%20set/5375275/1,yes,,figshare,yes,,yes,,I didn't have any problems with this article,
a001372,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/rydzg/,yes,,https://osf.io/rydzg/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001389,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://osf.io/hrzgs,yes,,https://osf.io/hrzgs/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001475,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/PB8X8P,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PB8X8P,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
a001516,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,osf.io/ideta,yes,,https://osf.io/ideta/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001539,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,https://github.com/BlackHershey/blink-TS,yes,,https://github.com/BlackHershey/blink-TS,yes,,GitHub,yes,,yes,,I didn't have any problems with this article,
a001661,kongmanas,2020-04-23,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/WPKTKJ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPKTKJ,yes,,Harvard Dataverse,yes,,yes,,I didn't have any problems with this article,
