"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a001857","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/fcg8b/","yes",,"https://osf.io/fcg8b/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Kikumoto, Atsushi; Sameshima, Tesufuaishin; Mayr, Ulrich","The Role of Conjunctive Representations in Stopping Actions","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211034505","325-338","2",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001735","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/fcwx3","yes",,"https://osf.io/fcwx3/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Palombo, Daniela J.; Te, Alessandra A.; Checknita, Katherine J.; Madan, Christopher R.","Exploring the Facets of Emotional Episodic Memory: Remembering “What,” “When,” and “Which”","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621991548","1104-1114","7",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001781","EG","30/5/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/fj9bd/","yes",,"https://osf.io/fj9bd/","yes",,"OSF","yes",,"yes",,"Study 2 Data: All data for Study 2 were obtained from the study by Zickfeld and colleagues (2021)","yes","yes","yes","yes","yes","yes",2021,"Hester, Neil; Xie, Sally Y.; Hehman, Eric","Little Between-Region and Between-Country Variance When People Form Impressions of Others","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211019950","1907-1917","12",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002195","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/fnh9u/","yes",,"https://osf.io/fnh9u/","yes",,"OSF","yes",,"yes",,"Preregistered Direct Replications (PDRs) 1","yes","yes","yes","yes","yes","yes",2020,"Van Der Cruyssen, Ine; D’hondt, Jonathan; Meijer, Ewout; Verschuere, Bruno","Does Honesty Require Time? Two Preregistered Direct Replications of Experiment 2 of Shalvi, Eldar, and Bereby-Meyer (2012)","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620903716","460-467","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a002022","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/fqm84","yes",,"https://osf.io/fqm84/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Stavrova, Olga; Pronk, Tila; Denissen, Jaap","Estranged and Unhappy? Examining the Dynamics of Personal and Relationship Well-Being Surrounding Infidelity","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221116892","143-169","2",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001904","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ftxsc/","yes",,"https://osf.io/ftxsc/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2022,"Teoh, Yi Yang; Hutcherson, Cendri A.","The Games We Play: Prosocial Choices Under Time Pressure Reflect Context-Sensitive Information Priorities","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221094782","1541-1556","9",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002247","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/fwypd/","yes",,"https://osf.io/fwypd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Zhou, Xiaomei; Vyas, Shruti; Ning, Jinbiao; Moulson, Margaret C.","Naturalistic Face Learning in Infants and Adults","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211030630","135-151","1",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001928","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/fwz2r/","yes",,"https://osf.io/fwz2r/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Bailey, Erica R.; Levy, Aharon","Are You for Real? Perceptions of Authenticity Are Systematically Biased and Not Accurate","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211056623","798-815","5",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001742","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/fyvbh","yes",,"https://osf.io/fyvbh/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Koca, Yaren; Oriet, Chris","From Pictures to the People in Them: Averaging Within-Person Variability Leads to Face Familiarization","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221131520","252-264","2",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002052","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/g2cbe/","yes",,"https://osf.io/g2cbe/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Klusowski, Joowon; Small, Deborah A.; Simmons, Joseph P.","Does Choice Cause an Illusion of Control?","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620958009","159-172","2",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001753","EG","30/5/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/g69m4","yes",,"https://osf.io/g69m4/","yes",,"OSF","yes",,"yes",,"Separate links given. Experiment 2 Link","yes","yes","yes","yes","yes","yes",2021,"Vaughan-Johnston, Thomas I.; Jacobson, Jill A.; Prosserman, Alex; Sanders, Emily","Mind-Body Practices and Self-Enhancement: Direct Replications of Gebauer et al.’s (2018) Experiments 1 and 2","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621997366","1510-1521","9",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001694","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gb5cn/","yes",,"https://osf.io/gb5cn/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Walter, Kathryn V.; Conroy-Beam, Daniel; Buss, David M.; Asao, Kelly; Sorokowska, Agnieszka; Sorokowski, Piotr; Aavik, Toivo; Akello, Grace; Alhabahba, Mohammad Madallh; Alm, Charlotte; Amjad, Naumana; Anjum, Afifa; Atama, Chiemezie S.; Atamtürk Duyar, Derya; Ayebare, Richard; Batres, Carlota; Bendixen, Mons; Bensafia, Aicha; Bizumic, Boris; Boussena, Mahmoud; Butovskaya, Marina; Can, Seda; Cantarero, Katarzyna; Carrier, Antonin; Cetinkaya, Hakan; Croy, Ilona; Cueto, Rosa María; Czub, Marcin; Dronova, Daria; Dural, Seda; Duyar, Izzet; Ertugrul, Berna; Espinosa, Agustín; Estevan, Ignacio; Esteves, Carla Sofia; Fang, Luxi; Frackowiak, Tomasz; Garduño, Jorge Contreras; González, Karina Ugalde; Guemaz, Farida; Gyuris, Petra; Halamová, Mária; Herak, Iskra; Horvat, Marina; Hromatko, Ivana; Hui, Chin-Ming; Jaafar, Jas Laile; Jiang, Feng; Kafetsios, Konstantinos; Kavčič, Tina; Kennair, Leif Edward Ottesen; Kervyn, Nicolas; Khanh Ha, Truong Thi; Khilji, Imran Ahmed; Köbis, Nils C.; Lan, Hoang Moc; Láng, András; Lennard, Georgina R.; León, Ernesto; Lindholm, Torun; Linh, Trinh Thi; Lopez, Giulia; Van Luot, Nguyen; Mailhos, Alvaro; Manesi, Zoi; Martinez, Rocio; McKerchar, Sarah L.; Meskó, Norbert; Misra, Girishwar; Monaghan, Conal; Mora, Emanuel C.; Moya-Garófano, Alba; Musil, Bojan; Natividade, Jean Carlos; Niemczyk, Agnieszka; Nizharadze, George; Oberzaucher, Elisabeth; Oleszkiewicz, Anna; Omar-Fauzee, Mohd Sofian; Onyishi, Ike E.; Özener, Baris; Pagani, Ariela Francesca; Pakalniskiene, Vilmante; Parise, Miriam; Pazhoohi, Farid; Pisanski, Annette; Pisanski, Katarzyna; Ponciano, Edna; Popa, Camelia; Prokop, Pavol; Rizwan, Muhammad; Sainz, Mario; Salkičević, Svjetlana; Sargautyte, Ruta; Sarmány-Schuller, Ivan; Schmehl, Susanne; Sharad, Shivantika; Siddiqui, Razi Sultan; Simonetti, Franco; Stoyanova, Stanislava Yordanova; Tadinac, Meri; Varella, Marco Antonio Correa; Vauclair, Christin-Melanie; Vega, Luis Diego; Widarini, Dwi Ajeng; Yoo, Gyesook; Zat’ková, Marta; Zupančič, Maja","Sex Differences in Mate Preferences Across 45 Countries: A Large-Scale Replication","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620904154","408-423","4",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001812","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gb7js/","yes",,"https://osf.io/gb7js/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Grossmann, Igor; Dorfman, Anna; Oakes, Harrison; Santos, Henri C.; Vohs, Kathleen D.; Scholer, Abigail A.","Training for Wisdom: The Distanced-Self-Reflection Diary Method","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620969170","381-394","3",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001738","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gjh3c","yes",,"https://osf.io/gjh3c/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Ma, Fengling; Zeng, Dan; Xu, Fen; Compton, Brian J.; Heyman, Gail D.","Delay of Gratification as Reputation Management","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620939940","1174-1182","9",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002181","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gn92m/","yes",,"https://osf.io/gn92m/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Pillai, Raunak M.; Fazio, Lisa K.; Effron, Daniel A.","Repeatedly Encountered Descriptions of Wrongdoing Seem More True but Less Unethical: Evidence in a Naturalistic Setting","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231180578","863-874","8",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002044","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/guqrm","yes",,"https://osf.io/guqrm/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Lockwood, Patricia L.; Abdurahman, Ayat; Gabay, Anthony S.; Drew, Daniel; Tamm, Marin; Husain, Masud; Apps, Matthew A. J.","Aging Increases Prosocial Motivation for Effort","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620975781","668-681","5",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002066","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gx5tr/","yes",,"https://osf.io/gx5tr/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"von der Malsburg, Titus; Poppels, Till; Levy, Roger P.","Implicit Gender Bias in Linguistic Descriptions for Expected Events: The Cases of the 2016 United States and 2017 United Kingdom Elections","Psychological Science","0956-7976","10.1177/0956797619890619","115-128","2",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001997","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gz9a3","yes",,"https://osf.io/gz9a3/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Hafri, Alon; Boger, Tal; Firestone, Chaz","Melting Ice With Your Mind: Representational Momentum for Physical States","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211051744","725-735","5",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001991","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/gzq9k","yes",,"https://osf.io/gzq9k/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Serra-Garcia, Marta; Hansen, Karsten T.; Gneezy, Uri","Can Short Psychological Interventions Affect Educational Performance? Revisiting the Effect of Self-Affirmation Interventions","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620923587","865-872","7",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001716","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/h79kd","yes",,"https://osf.io/h79kd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Davis, Charles P.; Joergensen, Gitte H.; Boddy, Peter; Dowling, Caitlin; Yee, Eiling","Making It Harder to “See” Meaning: The More You See Something, the More Its Conceptual Representation Is Susceptible to Visual Interference","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620910748","505-517","5",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002155","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/h7uqv/","yes",,"https://osf.io/h7uqv/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Carstensen, Laura L.; Shavit, Yochai Z.; Barnes, Jessica T.","Age Advantages in Emotional Experience Persist Even Under Threat From the COVID-19 Pandemic","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620967261","1374-1385","11",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002174","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hc8n4/","yes",,"https://osf.io/hc8n4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"McGarrigle, Ronan; Knight, Sarah; Hornsby, Benjamin W. Y.; Mattys, Sven","Predictors of Listening-Related Fatigue Across the Adult Life Span","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211016410","1937-1951","12",32,TRUE,FALSE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a002248","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hdq7a/","yes",,"https://osf.io/hdq7a/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Rosenblum, Michael; Jacoby-Senghor, Drew S.; Brown, N. Derek","Detecting Prejudice From Egalitarianism: Why Black Americans Don’t Trust White Egalitarians’ Claims","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211054090","889-905","6",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002018","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hfb6r","yes",,"https://osf.io/hfb6r/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Gula, Bartosz; Vaci, Nemanja; Alexandrowicz, Rainer W.; Bilalić, Merim","Never Too Much—The Benefit of Talent to Team Performance in the National Basketball Association: Comment on Swaab, Schaerer, Anicich, Ronay, and Galinsky (2014)","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620960396","301-304","2",32,TRUE,FALSE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002005","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hm7cw","yes",,"https://osf.io/hm7cw/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Voichek, Guy; Novemsky, Nathan","Asymmetric Hedonic Contrast: Pain Is More Contrast Dependent Than Pleasure","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621991140","1038-1046","7",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001696","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hmt9a/","yes",,"https://osf.io/hmt9a/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Wardell, Victoria; Jameson, Taylyn; Bontkes, Oliver J. R.; Le, M. Lindy; Duan, Tz-yu; St. Jacques, Peggy L.; Madan, Christopher R.; Palombo, Daniela J.","Fade In, Fade Out: Do Shifts in Visual Perspective Predict the Consistency of Real-World Memories?","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231180588","932-946","8",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001744","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hs32y/","yes",,"https://osf.io/hs32y/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Moran, Tal; Hughes, Sean; Hussey, Ian; Vadillo, Miguel A.; Olson, Michael A.; Aust, Frederik; Bading, Karoline; Balas, Robert; Benedict, Taylor; Corneille, Olivier; Douglas, Samantha B.; Ferguson, Melissa J.; Fritzlen, Katherine A.; Gast, Anne; Gawronski, Bertram; Giménez-Fernández, Tamara; Hanusz, Krzysztof; Heycke, Tobias; Högden, Fabia; Hütter, Mandy; Kurdi, Benedek; Mierop, Adrien; Richter, Jasmin; Sarzyńska-Wawer, Justyna; Smith, Colin Tucker; Stahl, Christoph; Thomasius, Philine; Unkelbach, Christian; De Houwer, Jan","Incidental Attitude Formation via the Surveillance Task: A Preregistered Replication of the Olson and Fazio (2001) Study","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620968526","120-131","1",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001916","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hua8v/","yes",,"https://osf.io/hua8v/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Van Stekelenburg, Aart; Schaap, Gabi; Veling, Harm; Buijzen, Moniek","Boosting Understanding and Identification of Scientific Consensus Can Help to Correct False Beliefs","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211007788","1549-1565","10",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001693","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hw3gy","yes",,"https://osf.io/hw3gy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Fazio, Lisa K.; Sherry, Carrie L.","The Effect of Repetition on Truth Judgments Across Development","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620939534","1150-1160","9",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002156","EG","30/5/2024","yes",,"yes",,"other","Data missing for study 1: 'In Study 1, we used large-scale, proprietary data from a real-world company'",1,1,"https://osf.io/hyk97/","yes",,"https://osf.io/hyk97/","yes",,"OSF","yes",,"yes",,"Only some data shared, and details for that first dataset aren't provided.","yes","yes","yes","yes","yes","yes",2020,"Krause, Rebecca J.; Rucker, Derek D.","Can Bad Be Good? The Attraction of a Darker Self","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620909742","518-530","5",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002123","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/hyn8q/","yes",,"https://osf.io/hyn8q/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Kim, Tae Woo; Duhachek, Adam","Artificial Intelligence and Persuasion: A Construal-Level Account","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620904985","363-380","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002131","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/j67c3/","yes",,"https://osf.io/j67c3/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Zhao, Xuan; Epley, Nicholas","Surprisingly Happy to Have Helped: Underestimating Prosociality Creates a Misplaced Barrier to Asking for Help","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221097615","1708-1731","10",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002055","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/j6bkc/","yes",,"https://osf.io/j6bkc/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Elder, Jacob; Davis, Tyler; Hughes, Brent L.","Learning About the Self: Motives for Coherence and Positivity Constrain Learning From Self-Relevant Social Feedback","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211045934","629-647","4",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001810","EG","30/5/2024","yes",,"yes",,"yes",,3,3,"https://osf.io/j6r7h/","yes",,"https://osf.io/j6r7h/","yes",,"OSF","yes",,"yes",,"This is a meta-analysis. Author description of this data file:  'Data transformed into daily behav- ioral profiles are available at https://osf.io/j6r7h/.'","yes","yes","yes","yes","yes","yes",2022,"Shaw, Heather; Taylor, Paul J.; Ellis, David A.; Conchie, Stacey M.","Behavioral Consistency in the Digital Age","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040491","364-370","3",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002231","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/je4h7/","yes",,"https://osf.io/je4h7/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Lee, Anthony J.; Sidari, Morgan J.; Murphy, Sean C.; Sherlock, James M.; Zietsch, Brendan P.","Sex Differences in Misperceptions of Sexual Interest Can Be Explained by Sociosexual Orientation and Men Projecting Their Own Interest Onto Women","Psychological Science","0956-7976","10.1177/0956797619900315","184-192","2",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002219","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/jfxaz","yes",,"https://osf.io/jfxaz/","yes",,"OSF","yes",,"yes",,"All data and code have been made publicly available via OSF and can be accessed at https://osf.io/jfxaz. Word-frequency norms from the SUBTLEXUS corpus are publicly available at http://brm.psychonomic-journals.org/content/supplemental.","yes","yes","yes","yes","yes","yes",2021,"Coronel, Jason C.; Bullock, Olivia M.; Shulman, Hillary C.; Sweitzer, Matthew D.; Bond, Robert M.; Poulsen, Shannon","Eye Movements Predict Large-Scale Voting Decisions","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621991142","836-848","6",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001983","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jghq4/","yes",,"https://osf.io/jghq4/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Brooks, Robert C.; Russo-Batterham, Daniel; Blake, Khandis R.","Incel Activity on Social Media Linked to Local Mating Ecology","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211036065","249-258","2",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002159","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jmv94","yes",,"https://osf.io/jmv94/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Rissman, Lilia; Horton, Laura; Goldin-Meadow, Susan","Universal Constraints on Linguistic Event Categories: A Cross-Cultural Study of Child Homesign","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221140328","298-312","3",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002059","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jnmda","yes",,"https://osf.io/jnmda/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Hilbig, Benjamin E.; Thielmann, Isabel; Zettler, Ingo; Moshagen, Morten","The Dispositional Essence of Proactive Social Preferences: The Dark Core of Personality vis-à-vis 58 Traits","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221116893","201-220","2",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002001","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jrtfn/","yes",,"https://osf.io/jrtfn/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Unger, Layla; Sloutsky, Vladimir M.","Ready to Learn: Incidental Exposure Fosters Category Learning","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211061470","999-1019","6",33,TRUE,FALSE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001785","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jrtqw/","yes",,"https://osf.io/jrtqw/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Hafri, Alon; Wadhwa, Shreya; Bonner, Michael F.","Perceived Distance Alters Memory for Scene Boundaries","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221093575","2040-2058","12",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002180","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/jsqpd","yes",,"https://osf.io/jsqpd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Ludwin-Peery, Ethan; Bramley, Neil R.; Davis, Ernest; Gureckis, Todd M.","Broken Physics: A Conjunction-Fallacy Effect in Intuitive Physical Reasoning","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620957610","1602-1611","12",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
