batch_id,coder,date_assigned,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0052,aniruddah,2020-04-23,2020-04-23,a000571,"Adelman, Levi; Yogeeswaran, Kumar; Lickel, Brian",2019,"They're all the same, sometimes: Prejudicial attitudes toward Muslims influence motivated judgments of entitativity and collective responsibility for an individual's actions",Journal of Experimental Social Psychology,batch0052/a000571/a000571_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000585,"Zhou, Haotian; Majka, Elizabeth A.; Epley, Nicholas",2017,Inferring Perspective Versus Getting Perspective: Underestimating the Value of Being in Another Person’s Shoes,Psychological Science,batch0052/a000585/a000585_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000665,"Catapano, Rhia; Tormala, Zakary L.; Rucker, Derek D.",2019,Perspective Taking and Self-Persuasion: Why “Putting Yourself in Their Shoes” Reduces Openness to Attitude Change,Psychological Science,batch0052/a000665/a000665_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000704,"Verbruggen, Frederick; McLaren, Rossy; Pereg, Maayan; Meiran, Nachshon",2018,Structure and Implementation of Novel Task Rules: A Cross-Sectional Developmental Study,Psychological Science,batch0052/a000704/a000704_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000710,"Clarke, Alasdair D. F.; Hunt, Amelia R.",2016,Failure of Intuition When Choosing Whether to Invest in a Single Goal or Split Resources Between Two Goals,Psychological Science,batch0052/a000710/a000710_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000716,"Sharif, Marissa A.; Oppenheimer, Daniel M.",2016,The Effect of Relative Encoding on Memory-Based Judgments,Psychological Science,batch0052/a000716/a000716_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000824,"Everett, Jim A. C.; Ingbretsen, Zach; Cushman, Fiery; Cikara, Mina",2017,"Deliberation erodes cooperative behavior — Even towards competitive out-groups, even when using a control condition, and even when eliminating selection bias",Journal of Experimental Social Psychology,batch0052/a000824/a000824_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000892,"Saint-Aubin, Jean; Guérard, Katherine",2018,The Hebb repetition effect as a laboratory analogue of language acquisition: Learning three lists at no cost.,Canadian Journal of Experimental Psychology,batch0052/a000892/a000892_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000905,"Romano, Angelo; Balliet, Daniel",2017,Reciprocity Outperforms Conformity to Promote Cooperation,Psychological Science,batch0052/a000905/a000905_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000945,"Gable, Shelly L.; Hopper, Elizabeth A.; Schooler, Jonathan W.",2019,When the Muses Strike: Creative Ideas of Physicists and Writers Routinely Occur During Mind Wandering,Psychological Science,batch0052/a000945/a000945_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a000974,Cichocka Aleksandra; Dhont Kristof; Makwana Arti P.; Back Mitja,2017,On Self‐Love and Outgroup Hate: Opposite Effects of Narcissism on Prejudice via Social Dominance Orientation and Right‐Wing Authoritarianism,European Journal of Personality,batch0052/a000974/a000974_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001069,"Powell, Georgie; Meredith, Zoe; McMillin, Rebecca; Freeman, Tom C. A.",2016,Bayesian Models of Individual Differences: Combining Autistic Traits and Sensory Thresholds to Predict Motion Perception,Psychological Science,batch0052/a001069/a001069_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001166,"Fouirnaies, Alexander; Hall, Andrew B.",2018,How Do Interest Groups Seek Access to Committees?,American Journal of Political Science,batch0052/a001166/a001166_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001197,Comeaux Ian; McDonald Janet L.,2017,Determining the Effectiveness of Visual Input Enhancement Across Multiple Linguistic Cues,Language Learning,batch0052/a001197/a001197_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001243,"Park, Young Eun; Sy, Jocelyn L.; Hong, Sang Wook; Tong, Frank",2017,Reprioritization of Features of Multidimensional Objects Stored in Visual Working Memory,Psychological Science,batch0052/a001243/a001243_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001260,"Blanken, Irene; van de Ven, Niels; Zeelenberg, Marcel; Meijers, Marijn H.C.",2014,Three Attempts to Replicate the Moral Licensing Effect,Social Psychology,batch0052/a001260/a001260_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001277,"Noel, Jean-Paul; Faivre, Nathan; Magosso, Elisa; Blanke, Olaf; Alais, David; Wallace, Mark",2019,Multisensory perceptual awareness: Categorical or graded?,Cortex,batch0052/a001277/a001277_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001289,"Carnegie, Allison; Carson, Austin",2019,The Disclosure Dilemma: Nuclear Intelligence and International Organizations,American Journal of Political Science,batch0052/a001289/a001289_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001291,Leunissen Joost M.; Sedikides Constantine; Wildschut Tim; Back Mitja,2017,Why Narcissists are Unwilling to Apologize: The Role of Empathy and Guilt,European Journal of Personality,batch0052/a001291/a001291_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001298,"Gino, Francesca; Kouchaki, Maryam; Galinsky, Adam D.",2015,The Moral Virtue of Authenticity: How Inauthenticity Produces Feelings of Immorality and Impurity,Psychological Science,batch0052/a001298/a001298_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001334,Pletzer Jan Luca; Balliet Daniel; Joireman Jeff; Kuhlman D. Michael; Voelpel Sven C.; Van Lange Paul A.M.; Back Mitja,2018,"Social Value Orientation, Expectations, and Cooperation in Social Dilemmas: A Meta‐analysis",European Journal of Personality,batch0052/a001334/a001334_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001346,"Kim, Sung Eun; Margalit, Yotam",2017,Informed Preferences? The Impact of Unions on Workers' Policy Views,American Journal of Political Science,batch0052/a001346/a001346_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001376,"Shepperd, James A.; Pogge, Gabrielle; Losee, Joy E.; Lipsey, Nikolette P.; Redford, Liz",2018,Gun attitudes on campus: United and divided by safety needs,The Journal of Social Psychology,batch0052/a001376/a001376_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001414,"Grewal, Sharan; Jamal, Amaney A.; Masoud, Tarek; Nugent, Elizabeth R.",2019,Poverty and Divine Rewards: The Electoral Advantage of Islamist Political Parties,American Journal of Political Science,batch0052/a001414/a001414_article.pdf
batch0052,aniruddah,2020-04-23,2020-04-23,a001598,"Barker, Jane E.; Munakata, Yuko",2015,Time Isn’t of the Essence: Activating Goals Rather Than Imposing Delays Improves Inhibitory Control in Children,Psychological Science,batch0052/a001598/a001598_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000056,"Simpson, Ain; Laham, Simon M.; Fiske, Alan Page",2016,Wrongness in different relationships: Relational context effects on moral judgment,The Journal of Social Psychology,batch0053/a000056/a000056_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000084,"Cohen, Noga; Mor, Nilly",2018,Enhancing Reappraisal by Linking Cognitive Control and Emotion,Clinical Psychological Science,batch0053/a000084/a000084_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000098,Kandler Christian; Pfattheicher Stefan; Geiger Mattis; Hartung Johanna; Weiss Selina; Schindler Simon,2017,Old Wine in New Bottles? The Case of Self‐compassion and Neuroticism,European Journal of Personality,batch0053/a000098/a000098_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000123,"Pohl, Rüdiger F.; Bayen, Ute J.; Arnold, Nina; Auer, Tina-Sarah; Martin, Claudia",2018,Age Differences in Processes Underlying Hindsight Bias: A Life-Span Study,Journal of Cognition and Development,batch0053/a000123/a000123_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000145,"Middleton, Erica L.; Rawson, Katherine A.; Verkuilen, Jay",2019,Retrieval practice and spacing effects in multi-session treatment of naming impairment in aphasia,Cortex,batch0053/a000145/a000145_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000148,"Benson, Alex J.; Azizi, Esti; Evans, M. Blair; Eys, Mark; Bray, Steven R.",2019,How innuendo shapes impressions of task and intimacy groups,Journal of Experimental Social Psychology,batch0053/a000148/a000148_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000175,"Novaes, Lucas M.",2018,Disloyal Brokers and Weak Parties,American Journal of Political Science,batch0053/a000175/a000175_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000247,"Silberzahn, R.; Uhlmann, E. L.; Martin, D. P.; Anselmi, P.; Aust, F.; Awtrey, E.; Bahník, Š.; Bai, F.; Bannard, C.; Bonnier, E.; Carlsson, R.; Cheung, F.; Christensen, G.; Clay, R.; Craig, M. A.; Dalla Rosa, A.; Dam, L.; Evans, M. H.; Flores Cervantes, I.; Fong, N.; Gamez-Djokic, M.; Glenz, A.; Gordon-McKeon, S.; Heaton, T. J.; Hederos, K.; Heene, M.; Hofelich Mohr, A. J.; Högden, F.; Hui, K.; Johannesson, M.; Kalodimos, J.; Kaszubowski, E.; Kennedy, D. M.; Lei, R.; Lindsay, T. A.; Liverani, S.; Madan, C. R.; Molden, D.; Molleman, E.; Morey, R. D.; Mulder, L. B.; Nijstad, B. R.; Pope, N. G.; Pope, B.; Prenoveau, J. M.; Rink, F.; Robusto, E.; Roderique, H.; Sandberg, A.; Schlüter, E.; Schönbrodt, F. D.; Sherman, M. F.; Sommer, S. A.; Sotak, K.; Spain, S.; Spörlein, C.; Stafford, T.; Stefanutti, L.; Tauber, S.; Ullrich, J.; Vianello, M.; Wagenmakers, E.-J.; Witkowiak, M.; Yoon, S.; Nosek, B. A.",2018,"Many Analysts, One Data Set: Making Transparent How Variations in Analytic Choices Affect Results",Advances in Methods and Practices in Psychological Science,batch0053/a000247/a000247_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000266,"Krupp, D B; Cook, Thomas R",2018,Local Competition Amplifies the Corrosive Effects of Inequality,Psychological Science,batch0053/a000266/a000266_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000295,"Arroyo, Diana C.; Yilmaz, Yucel",2018,An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication,Language Learning,batch0053/a000295/a000295_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000345,"Carter, Evan C.; Schönbrodt, Felix D.; Gervais, Will M.; Hilgard, Joseph",2019,Correcting for Bias in Psychology: A Comparison of Meta-Analytic Methods,Advances in Methods and Practices in Psychological Science,batch0053/a000345/a000345_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000357,"Denning, Emily C.; Brannan, Debi; Murphy, Lauren A.; Losco, Josephina A.; Payne, Danielle N.",2018,"Not All Roles Are the Same: An Examination Between Work-Family-School Satisfaction, Social Integration, and Negative Affect Among College Students",Psi Chi Journal of Psychological Research,batch0053/a000357/a000357_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000382,"Wetzel, Eunike; Brown, Anna; Hill, Patrick L.; Chung, Joanne M.; Robins, Richard W.; Roberts, Brent W.",2017,The Narcissism Epidemic Is Dead; Long Live the Narcissism Epidemic,Psychological Science,batch0053/a000382/a000382_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000386,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf",2019,Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity,Psychological Science,batch0053/a000386/a000386_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000466,"Driscoll, Amanda; Cepaluni, Gabriel; Guimarães, Feliciano de Sá; Spada, Paolo",2018,"Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",American Journal of Political Science,batch0053/a000466/a000466_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000608,"Srna, Shalena; Schrift, Rom Y.; Zauberman, Gal",2018,The Illusion of Multitasking and Its Positive Effect on Performance,Psychological Science,batch0053/a000608/a000608_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000620,"Bainbridge, Timothy F.; Quinlan, Joshua A.; Mar, Raymond A.; Smillie, Luke D.",2019,Openness/Intellect and Susceptibility to Pseudo-Profound Bullshit: A Replication and Extension,European Journal of Personality,batch0053/a000620/a000620_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000624,"Wilder, Robert J.; Goodwin Davies, Amy; Embick, David",2019,Differences between morphological and repetition priming in auditory lexical decision: Implications for decompositional models,Cortex,batch0053/a000624/a000624_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000649,"Schulz, Eric; Wu, Charley M.; Ruggeri, Azzurra; Meder, Björn",2019,Searching for Rewards Like a Child Means Less Generalization and More Directed Exploration,Psychological Science,batch0053/a000649/a000649_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000652,"Remmers, Carina; Zander, Thea",2018,Why You Don’t See the Forest for the Trees When You Are Anxious: Anxiety Impairs Intuitive Decision Making,Clinical Psychological Science,batch0053/a000652/a000652_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000667,"Krasnow, Max M.; Delton, Andrew W.; Cosmides, Leda; Tooby, John",2016,Looking Under the Hood of Third-Party Punishment Reveals Design for Personal Benefit,Psychological Science,batch0053/a000667/a000667_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000705,"Asbrock, Frank; Kauff, Mathias",2015,Authoritarian Disbeliefs in Diversity,The Journal of Social Psychology,batch0053/a000705/a000705_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000712,"Thai, Michael; Borgella, Alex M.; Sanchez, Melanie S.",2019,It's only funny if we say it: Disparagement humor is better received if it originates from a member of the group being disparaged,Journal of Experimental Social Psychology,batch0053/a000712/a000712_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000727,"Kordsmeyer, Tobias L.; Penke, Lars",2019,Effects of male testosterone and its interaction with cortisol on self- and observer-rated personality states in a competitive mating context,Journal of Research in Personality,batch0053/a000727/a000727_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000860,"Török, Georgina; Pomiechowska, Barbara; Csibra, Gergely; Sebanz, Natalie",2019,Rationality in Joint Action: Maximizing Coefficiency in Coordination,Psychological Science,batch0053/a000860/a000860_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000940,"Weisberg, Steven M.; Newcombe, Nora S.; Chatterjee, Anjan",2019,Everyday taxi drivers: Do better navigators have larger hippocampi?,Cortex,batch0053/a000940/a000940_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a000962,"Holland, Kathryn J.",2019,Examining Responsible Employees’ Perceptions of Sexual Assault Reporting Requirements Under Federal and Institutional Policy,Analyses of Social Issues and Public Policy,batch0053/a000962/a000962_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001142,"Zant, Alex B. Van; Moore, Don A.",2015,Leaders’ Use of Moral Justifications Increases Policy Support,Psychological Science,batch0053/a001142/a001142_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001149,"Lee, Wanyi; Hayakawa, Takashi; Kiyono, Mieko; Yamabata, Naoto; Hanya, Goro",2019,Gut microbiota composition of Japanese macaques associates with extent of human encroachment,American Journal of Primatology,batch0053/a001149/a001149_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001185,"Doré, Bruce P.; Morris, Robert R.",2018,Linguistic Synchrony Predicts the Immediate and Lasting Impact of Text-Based Emotional Support,Psychological Science,batch0053/a001185/a001185_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001279,"Mattes, Michaela; Weeks, Jessica L. P.",2019,"Hawks, Doves, and Peace: An Experimental Approach",American Journal of Political Science,batch0053/a001279/a001279_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001329,"Proyer, René T.; Brauer, Kay; Wolf, Annegret; Chick, Garry",2019,Adult playfulness and relationship satisfaction: An APIM analysis of romantic couples,Journal of Research in Personality,batch0053/a001329/a001329_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001343,"Gaither, Sarah E.; Chen, Jacqueline M.; Pauker, Kristin; Sommers, Samuel R.",2019,At face value: Psychological outcomes differ for real vs. computer-generated multiracial faces,The Journal of Social Psychology,batch0053/a001343/a001343_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001347,"Hance, Margaret A.; Blackhart, Ginette; Dew, Megan",2018,"Free to be me: The relationship between the true self, rejection sensitivity, and use of online dating sites",The Journal of Social Psychology,batch0053/a001347/a001347_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001393,"Ashdown, Brien K.; Hackathorn, Jana M.; Daniels, Jordan",2019,"Scandalous: Christian identification, sex guilt, and the mediated demonization of the participants in the AshleyMadison scandal",The Journal of Social Psychology,batch0053/a001393/a001393_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001507,"Kwok, Eugene L.; Leys, Gaelle; Koenig-Robert, Roger; Pearson, Joel",2019,Measuring Thought-Control Failure: Sensory Mechanisms and Individual Differences,Psychological Science,batch0053/a001507/a001507_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001522,"Hakim, Nicole; Adam, Kirsten C. S.; Gunseli, Eren; Awh, Edward; Vogel, Edward K.",2019,Dissecting the Neural Focus of Attention Reveals Distinct Processes for Spatial Attention and Object-Based Storage in Visual Working Memory,Psychological Science,batch0053/a001522/a001522_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001528,"Lowande, Kenneth; Ritchie, Melinda; Lauterbach, Erinn",2019,"Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries",American Journal of Political Science,batch0053/a001528/a001528_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001615,"Moussaoui, Lisa S.; Desrichard, Olivier",2016,Act local but don’t think too global: The impact of ecological goal level on behavior,The Journal of Social Psychology,batch0053/a001615/a001615_article.pdf
batch0053,evelyn,2020-04-24,2020-04-24,a001642,"Hardwicke, Tom E.; Frank, Michael C.; Vazire, Simine; Goodman, Steven N.",2019,Should Psychology Journals Adopt Specialized Statistical Review?,Advances in Methods and Practices in Psychological Science,batch0053/a001642/a001642_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000029,"Sened, Haran; Lazarus, Gal; Gleason, Marci E. J.; Rafaeli, Eshkol; Fleeson, William",2018,The Use of Intensive Longitudinal Methods in Explanatory Personality Research,European Journal of Personality,batch0054/a000029/a000029_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000037,"Utzerath, Christian; Schmits, Iris C.; Kok, Peter; Buitelaar, Jan; de Lange, Floris P.",2019,No evidence for altered up- and downregulation of brain activity in visual cortex during illusory shape perception in autism,Cortex,batch0054/a000037/a000037_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000044,"Hřebíčková, Martina; Mõttus, René; Graf, Sylvie; Jelínek, Martin; Realo, Anu",2018,How Accurate Are National Stereotypes? A Test of Different Methodological Approaches,European Journal of Personality,batch0054/a000044/a000044_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000061,"Hilbig, Benjamin E.; Kieslich, Pascal J.; Henninger, Felix; Thielmann, Isabel; Zettler, Ingo",2018,Lead Us (Not) into Temptation: Testing the Motivational Mechanisms Linking Honesty–Humility to Cooperation,European Journal of Personality,batch0054/a000061/a000061_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000183,"Givi, Julian; Galak, Jeff",2019,The “future is now” bias: Anchoring and (insufficient) adjustment when predicting the future from the present,Journal of Experimental Social Psychology,batch0054/a000183/a000183_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000232,"Skinner, Allison L.; Meltzoff, Andrew N.; Olson, Kristina R.",2017,“Catching” Social Bias: Exposure to Biased Nonverbal Signals Creates Social Biases in Preschool Children,Psychological Science,batch0054/a000232/a000232_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000275,"Pérez, Efrén O.; Tavits, Margit",2017,Language Shapes People's Time Perspective and Support for Future‐Oriented Policies,American Journal of Political Science,batch0054/a000275/a000275_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000305,"Christenson, Dino P.; Kriner, Douglas L.",2017,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,American Journal of Political Science,batch0054/a000305/a000305_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000319,"Levine, Sheen S.; Bernard, Mark; Nagel, Rosemarie",2017,Strategic Intelligence: The Cognitive Capability to Anticipate Competitor Behavior,Strategic Management Journal,batch0054/a000319/a000319_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000321,"Sawaoka, Takuya; Monin, Benoît",2018,The Paradox of Viral Outrage,Psychological Science,batch0054/a000321/a000321_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000409,"Mathôt, Sebastiaan; Grainger, Jonathan; Strijkers, Kristof",2017,Pupillary Responses to Words That Convey a Sense of Brightness or Darkness,Psychological Science,batch0054/a000409/a000409_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000522,"Rohrer, Julia M.; Richter, David; Brümmer, Martin; Wagner, Gert G.; Schmukle, Stefan C.",2018,Successfully Striving for Happiness: Socially Engaged Pursuits Predict Increases in Life Satisfaction,Psychological Science,batch0054/a000522/a000522_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000609,"Luttrell, Andrew; Philipp-Muller, Aviva; Petty, Richard E.",2019,Challenging Moral Attitudes With Moral Messages,Psychological Science,batch0054/a000609/a000609_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000664,"Ma, Anyi; Tang, Simone; Kay, Aaron C.",2019,Psychological reactance as a function of thought versus behavioral control,Journal of Experimental Social Psychology,batch0054/a000664/a000664_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000749,"Nakashima, Nathaniel A.; Halali, Eliran; Halevy, Nir",2017,Third parties promote cooperative norms in repeated interactions,Journal of Experimental Social Psychology,batch0054/a000749/a000749_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000754,"Fukuda, Keisuke; Woodman, Geoffrey F.",2015,Predicting and Improving Recognition Memory Using Multiple Electrophysiological Signals in Real Time,Psychological Science,batch0054/a000754/a000754_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000765,"Cenac, Zarus; Biotti, Federica; Gray, Katie L. H.; Cook, Richard",2019,Does developmental prosopagnosia impair identification of other-ethnicity faces?,Cortex,batch0054/a000765/a000765_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000766,"Obaidi, Milan; Bergh, Robin; Akrami, Nazar; Anjum, Gulnaz",2019,Group-Based Relative Deprivation Explains Endorsement of Extremism Among Western-Born Muslims,Psychological Science,batch0054/a000766/a000766_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000784,"Pisanski, Katarzyna; Bhardwaj, Kavya; Reby, David",2018,Women's voice pitch lowers after pregnancy,Evolution and Human Behavior,batch0054/a000784/a000784_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000793,"Jünger, Julia; Kordsmeyer, Tobias L.; Gerlach, Tanja M.; Penke, Lars",2018,"Fertile women evaluate male bodies as more attractive, regardless of masculinity",Evolution and Human Behavior,batch0054/a000793/a000793_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000822,"Jones, Bradford; Victor, Kristina Flores; Vannette, David",2019,Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?,American Journal of Political Science,batch0054/a000822/a000822_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000863,"Molouki, Sarah; Hardisty, David J.; Caruso, Eugene M.",2019,The Sign Effect in Past and Future Discounting,Psychological Science,batch0054/a000863/a000863_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000934,"Houben, Sanne T. L.; Otgaar, Henry; Roelofs, Jeffrey; Merckelbach, Harald",2018,Lateral Eye Movements Increase False Memory Rates,Clinical Psychological Science,batch0054/a000934/a000934_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000936,"Maglio, Sam J.; Polman, Evan",2014,Spatial Orientation Shrinks and Expands Psychological                     Distance,Psychological Science,batch0054/a000936/a000936_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000952,"Ward, Robert; Scott, Naomi Jane",2018,Cues to mental health from men’s facial appearance,Journal of Research in Personality,batch0054/a000952/a000952_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000971,"Heyman, Tom; Heyman, Geert",2019,Can prediction-based distributional semantic models predict typicality?,Quarterly Journal of Experimental Psychology,batch0054/a000971/a000971_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000977,"Osgood, Jeffrey M.",2019,"Ego-depletion increases selfish decision making, but may also increase self-conflict and regret about those decisions",The Journal of Social Psychology,batch0054/a000977/a000977_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a000986,"Wilson, John Paul; Young, Steven G.; Rule, Nicholas O.; Hugenberg, Kurt",2018,Configural processing and social judgments: Face inversion particularly disrupts inferences of human-relevant traits,Journal of Experimental Social Psychology,batch0054/a000986/a000986_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001020,"Donnelly, Grant E.; Zatz, Laura Y.; Svirsky, Dan; John, Leslie K.",2018,The Effect of Graphic Warnings on Sugary-Drink Purchasing,Psychological Science,batch0054/a001020/a001020_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001040,"Burns, Devin M.; Fox, Elizabeth L.; Greenstein, Michael; Olbright, Gayla; Montgomery, DeMaris",2019,An old task in new clothes: A preregistered direct replication attempt of enclothed cognition effects on Stroop performance,Journal of Experimental Social Psychology,batch0054/a001040/a001040_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001132,"Bolton, David A. E.; Cole, David M.; Butler, Blake; Mansour, Mahmoud; Rydalch, Garrett; McDannald, Douglas W.; Schwartz, Sarah E.",2019,Motor preparation for compensatory reach-to-grasp responses when viewing a wall-mounted safety handle,Cortex,batch0054/a001132/a001132_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001240,"Laurin, Kristin",2018,Inaugurating Rationalization: Three Field Studies Find Increased Rationalization When Anticipated Realities Become Current,Psychological Science,batch0054/a001240/a001240_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001287,"Bohlken, Anjali Thomas",2018,Targeting Ordinary Voters or Political Elites? Why Pork Is Distributed Along Partisan Lines in India,American Journal of Political Science,batch0054/a001287/a001287_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001358,"Cleary, Anne M.; Claxton, Alexander B.",2018,Déjà Vu: An Illusion of Prediction,Psychological Science,batch0054/a001358/a001358_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001388,"McMahon, Tierney P.; Naragon-Gainey, Kristin",2019,The Multilevel Structure of Daily Emotion-Regulation-Strategy Use: An Examination of Within- and Between-Person Associations in Naturalistic Settings,Clinical Psychological Science,batch0054/a001388/a001388_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001477,"Kafetsios, Konstantinos; Hess, Ursula; Nezlek, John B.",2018,"Self-construal, affective valence of the encounter, and quality of social interactions: Within and cross-culture examination",The Journal of Social Psychology,batch0054/a001477/a001477_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001481,"Riddell, Hugh; Lappe, Markus",2018,Heading Through a Crowd,Psychological Science,batch0054/a001481/a001481_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001567,"Hassemer, Julius; Winter, Bodo",2018,Decoding Gestural Iconicity,Cognitive Science,batch0054/a001567/a001567_article.pdf
batch0054,phuong,2020-04-24,2020-04-24,a001590,"Glynn, Adam N.; Kashin, Konstantin",2017,Front‐Door Difference‐in‐Differences Estimators,American Journal of Political Science,batch0054/a001590/a001590_article.pdf
