"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a000446","yes",,"yes",,"yes",,"osf.io/k3fj6","yes",,"osf.io/k3fj6","yes",,"yes",
"a000447","yes",,"yes",,"yes",,"osf.io/embpx","yes",,"osf.io/embpx","yes",,"yes",
"a000448","yes",,"yes",,"yes",,"osf.io/m573q","yes",,"osf.io/m573q","yes",,"yes",
"a000449","yes",,"yes",,"yes",,"osf.io/krshq","yes",,"osf.io/krshq","yes",,"yes",
"a000450","yes",,"yes",,"yes",,"osf.io/ry75j","yes",,"osf.io/ry75j","yes",,"yes",
"a000452","yes",,"yes",,"yes",,"osf.io/arqp8","yes",,"osf.io/arqp8","yes",,"partial","Large fMRI data report - did not download all preprocessed fMRI data files in Rocchi_Oya_et_al_2020_Neuron/Human es-fMRI data/Preprocessed/. Could download all other files."
"a000457","yes",,"yes",,"yes",,"osf.io/gjc5b","yes",,"osf.io/gjc5b","yes",,"yes",
"a000458","yes",,"yes",,"yes",,"osf.io/huc2k","yes",,"osf.io/huc2k","yes",,"yes",
"a000460","yes",,"yes",,"yes",,"osf.io/92vfw","yes",,"osf.io/92vfw","yes",,"yes",
"a000463","yes",,"yes",,"yes",,"osf.io/t2wby","yes",,"osf.io/t2wby","yes",,"yes",
"a000464","yes",,"yes",,"yes",,"neurovault.org/collections/YYMVWBOF","yes",,"neurovault.org/collections/YYMVWBOF","yes",,"yes",
"a000464","yes",,"yes",,"yes",,"osf.io/c8gbj","yes",,"osf.io/c8gbj","yes",,"yes",
"a000465","yes",,"yes",,"yes",,"nyu.databrary.org/volume/79","yes",,"nyu.databrary.org/volume/79","yes",,"yes",
"a000466","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SEHMGR","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SEHMGR","yes",,"yes",
"a000470","yes",,"yes",,"yes",,"osf.io/h5nbu","yes",,"osf.io/h5nbu","yes",,"yes",
"a000471","yes",,"yes",,"yes",,"osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392","yes",,"osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392","yes",,"yes",
"a000473","yes",,"yes",,"yes",,"dx.doi.org/10.5061/dryad.d2441","yes",,"datadryad.org/stash/dataset/doi:10.5061/dryad.d2441","yes",,"yes",
"a000474","yes",,"yes",,"yes",,"osf.io/8yufm","yes",,"osf.io/8yufm","yes",,"yes",
"a000475","yes",,"yes",,"yes",,"osf.io/qknug","yes",,"osf.io/qknug","yes",,"yes",
"a000476","yes",,"yes",,"yes",,"osf.io/avz8g","yes",,"osf.io/avz8g","yes",,"yes",
"a000477","yes",,"yes",,"yes",,"osf.io/yf3da","yes",,"osf.io/yf3da","yes",,"yes",
"a000479","yes",,"yes",,"yes",,"osf.io/kce5n","yes",,"osf.io/kce5n","yes",,"yes",
"a000480","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/FS90RJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FS90RJ","yes",,"yes",
"a000483","yes",,"yes",,"yes",,"osf.io/tewvk","yes",,"osf.io/tewvk","yes",,"yes",
"a000484","yes",,"yes",,"yes",,"www.oa.uni-hamburg.de/hattke-kalucza","yes",,"www.oa.uni-hamburg.de/hattke-kalucza","yes",,"yes",
"a000485","yes",,"yes",,"yes",,"osf.io/wjxpf","yes",,"osf.io/wjxpf","yes",,"yes",
"a000489","yes",,"yes",,"yes",,"osf.io/x8q4j","yes",,"osf.io/x8q4j","yes",,"yes",
"a000490","yes",,"yes",,"yes",,"osf.io/24mej","yes",,"osf.io/24mej","yes",,"yes",
"a000490","yes",,"yes",,"yes",,"osf.io/gsv84","yes",,"osf.io/gsv84","yes",,"yes",
"a000491","yes",,"yes",,"yes",,"osf.io/pzvue","yes",,"osf.io/pzvue","yes",,"yes",
"a000492","yes",,"yes",,"yes",,"osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff","yes",,"osf.io/2zbvs/?view_only=8b56bf1e32d147a5a673f0c3494d25ff","yes",,"yes",
"a000493","yes",,"yes",,"other","Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink","BioProject Accession No. PRJNA574440","other","Needed to navigate to BioProject website and search by accession number","www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA574440","yes",,"partial","repo has 31 data files to download - just downloaded the first file in list"
"a000493","yes",,"yes",,"other","Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink","iris-database.org/iris/app/home/detail?id=york:934328","other","Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK - minor edit required to replace the hyphen in the url text","www.iris-database.org/iris/app/home/detail?id=york:934328","other","Registration form required before data can be downloaded","yes",
"a000494","yes",,"yes",,"no",,,,,,,,,
"a000495","yes",,"yes",,"yes",,"github.com/iancballard/magnitude","yes",,"github.com/iancballard/magnitude","yes",,"yes",
"a000495","yes",,"yes",,"yes",,"openfmri.org/dataset/ds000223","yes",,"openneuro.org/datasets/ds000223/versions/00001","yes",,"yes",
"a000496","yes",,"yes",,"yes",,"osf.io/9ua8f","yes",,"osf.io/9ua8f","yes",,"yes",
"a000497","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.2555766","yes",,"zenodo.org/record/2555766","yes",,"yes",
"a000500","yes",,"no",,"yes",,"osf.io/grh8s","yes",,"osf.io/grh8s","yes",,"yes",
"a000501","yes",,"yes",,"yes",,"iris-database.org/iris/app/home/search?query=Jung+in+press","other","Link works, but is a search of the IRIS archive which returns no results. Searching the IRIS archive more carefully finds the correct links.","www.iris-database.org/iris/app/home/detail?id=york:935306, https://www.iris-database.org/iris/app/home/detail?id=york:935307, https://www.iris-database.org/iris/app/home/detail?id=york:935308, https://www.iris-database.org/iris/app/home/detail?id=york:935309, https://www.iris-database.org/iris/app/home/detail?id=york:935310, https://www.iris-database.org/iris/app/home/detail?id=york:935311, https://www.iris-database.org/iris/app/home/detail?id=york:935313","other","Registration form required before data can be downloaded","yes",
"a000502","yes",,"no",,"yes",,"osf.io/5itqa","yes",,"osf.io/5itqa","yes",,"yes",
"a000502","yes",,"no",,"yes",,"osf.io/8q769","yes",,"osf.io/8q769","yes",,"yes",
"a000503","yes",,"yes",,"yes",,"osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab","yes",,"osf.io/cw6y8/?view_only=24a186cebd52441ea0170ed63caf70ab","yes",,"yes",
"a000504","yes",,"yes",,"yes",,"osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0","yes",,"osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0","yes",,"yes",
"a000505","yes",,"yes",,"yes",,"osf.io/mvz3r","yes",,"osf.io/mvz3r","yes",,"yes",
"a000507","yes",,"yes",,"yes",,"osf.io/qcdgp","yes",,"osf.io/qcdgp","yes",,"yes",
"a000508","yes",,"yes",,"yes",,"osf.io/wmg6t","yes",,"osf.io/wmg6t","yes",,"yes",
"a000509","yes",,"yes",,"yes",,"osf.io/rwvc4","yes",,"osf.io/rwvc4","yes",,"yes",
"a000510","yes",,"yes",,"yes",,"osf.io/n6d9f","yes",,"osf.io/n6d9f","yes",,"yes",
"a000511","yes",,"yes",,"yes",,"https:osf.io/mnz8j","other","The link as provided is malformed, but is simple and straightforward to fix (add the two forward slashes). After fixed url text, link resolves correctly","osf.io/mnz8j","yes",,"yes",
"a000512","yes",,"yes",,"other","Article PDF just links to mendeley.com in general without specific details, but the actual directly links are on journal web page for article (and not in the PDF)","data.mendeley.com/datasets/n23pgm86rr/1","yes",,"data.mendeley.com/datasets/n23pgm86rr/1","yes",,"yes",
"a000514","yes",,"yes",,"yes",,"osf.io/dwza4","yes",,"osf.io/dwza4","yes",,"yes",
"a000515","yes",,"yes",,"yes",,"osf.io/7bujx","yes",,"osf.io/7bujx","yes",,"yes",
"a000516","yes",,"yes",,"yes",,"osf.io/p778t","yes",,"osf.io/p778t","yes",,"yes",
"a000518","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:934567","other","Registration form required before data can be downloaded","yes",
"a000519","yes",,"yes",,"yes",,"osf.io/9tgy4","yes",,"osf.io/9tgy4","yes",,"yes",
"a000522","yes",,"yes",,"yes",,"osf.io/ajvgt","yes",,"osf.io/ajvgt","yes",,"yes",
"a000523","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/FPYKTP","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FPYKTP","yes",,"yes",
"a000524","yes",,"yes",,"yes",,"osf.io/mcvt7/wiki/home","yes",,"osf.io/mcvt7/wiki/home","yes",,"yes",
"a000525","yes",,"no",,"yes",,"osf.io/x8jzb","yes",,"osf.io/x8jzb","yes",,"yes",
"a000527","yes",,"yes",,"yes",,"doi.org/10.5285/7925ded722d743fa8259a93acc7073f2","yes",,"catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2","yes",,"partial","There were over 150 files to be downloaded individually, downloaded three successfully just to check"
"a000529","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SSEN5A","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SSEN5A","yes",,"yes",
"a000530","yes",,"yes",,"yes",,"osf.io/zf4tj","yes",,"osf.io/zf4tj","yes",,"yes",
"a000531","yes",,"yes",,"yes",,"osf.io/u9bsv","yes",,"osf.io/u9bsv","yes",,"yes",
"a000532","yes",,"yes",,"other","Article mentions that data is available as supporting materials","doi.org/10.1002/jnr.24485","yes",,"onlinelibrary.wiley.com/doi/full/10.1002/jnr.24485","other","Files exist, and mentions that data have been provided as supplementary files, but all files are images or Word documents - not the kind of data files expected for a study like this","yes",
"a000533","yes",,"yes",,"yes",,"github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository","yes",,"github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository","yes",,"yes",
"a000534","yes",,"yes",,"yes",,"osf.io/t46nw","yes",,"osf.io/t46nw","yes",,"yes",
"a000535","yes",,"yes",,"yes",,"osf.io/rkf9p","yes",,"osf.io/rkf9p","yes",,"yes",
"a000538","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/OGVWDE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OGVWDE","yes",,"yes",
"a000539","yes",,"yes",,"yes",,"osf.io/px8h3","yes",,"osf.io/px8h3","yes",,"yes",
"a000540","yes",,"no",,"no",,,,,,,,,
"a000541","yes",,"yes",,"yes",,"osf.io/zqg9y","yes",,"osf.io/zqg9y","yes",,"yes",
"a000543","yes",,"yes",,"yes",,"osf.io/daj2p","yes",,"osf.io/daj2p","yes",,"yes",
"a000544","yes",,"yes",,"yes",,"data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37","yes",,"data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37","yes",,"yes",
"a000545","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XZ0IZE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE","yes",,"yes",
"a000547","yes",,"yes",,"yes",,"hdl.handle.net/1902.29/11793","yes",,"dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793","yes",,"yes",
"a000548","yes",,"yes",,"yes",,"osf.io/cuz8g","yes",,"osf.io/cuz8g","yes",,"yes",
"a000550","yes",,"yes",,"yes",,"dx.doi.org/10.23668/psycharchives.2367","yes",,"www.psycharchives.org/handle/20.500.12034/1999","yes",,"yes",
"a000552","yes",,"yes",,"yes",,"osf.io/78ukq","yes",,"osf.io/78ukq","yes",,"yes",
"a000553","yes",,"yes",,"yes",,"osf.io/d5s2t","yes",,"osf.io/d5s2t","yes",,"yes",
"a000553","yes",,"yes",,"yes",,"osf.io/nz3su","yes",,"osf.io/nz3su","yes",,"yes",
"a000553","yes",,"yes",,"yes",,"osf.io/vwytd","yes",,"osf.io/vwytd","yes",,"yes",
"a000554","yes",,"yes",,"yes",,"osf.io/u9ac3","yes",,"osf.io/u9ac3","yes",,"yes",
"a000556","yes",,"yes",,"yes",,"osf.io/hjfw9","yes",,"osf.io/hjfw9","yes",,"yes",
"a000557","yes",,"yes",,"yes",,"osf.io/8cd4r","yes",,"osf.io/8cd4r","yes",,"yes",
"a000558","yes",,"yes",,"yes",,"osf.io/zuwxt","yes",,"osf.io/zuwxt","yes",,"yes",
"a000559","yes",,"yes",,"yes",,"iris-database.org/iris/app/home/detail?id=york:932233","yes",,"www.iris-database.org/iris/app/home/detail?id=york:932233","yes",,"yes",
"a000560","yes",,"yes",,"yes",,"osf.io/ck22q","yes",,"osf.io/ck22q","yes",,"yes",
"a000561","yes",,"yes",,"yes",,"osf.io/ik356","yes",,"osf.io/ik356","yes",,"yes",
"a000561","yes",,"yes",,"yes",,"osf.io/kj3r7","yes",,"osf.io/kj3r7","yes",,"yes",
"a000562","yes",,"yes",,"yes",,"10.6084/m9.figshare.9225476","other","This URL is malformed; the doi.org/ part is missing, it worked once corrected","figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476","yes",,"yes",
"a000562","yes",,"yes",,"yes",,"10.6084/m9.figshare.9227495","other","This URL is malformed; the doi.org/ part is missing, it worked once corrected","figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495","yes",,"yes",
"a000562","yes",,"yes",,"yes",,"10.6084/m9.figshare.9249530","other","This URL is malformed; the doi.org/ part is missing, it worked once corrected","figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530","yes",,"yes",
"a000563","yes",,"yes",,"yes",,"osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400","yes",,"osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400","yes",,"yes",
"a000563","yes",,"yes",,"yes",,"osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a","yes",,"osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a","yes",,"yes",
"a000564","yes",,"yes",,"yes",,"github.com/piazzai/smj-18-19552","yes",,"github.com/piazzai/smj-18-19552","yes",,"yes",
"a000565","yes",,"yes",,"yes",,"github.com/richarddmorey/nullHistoryAMPPS","yes",,"github.com/richarddmorey/nullHistoryAMPPS","yes",,"yes",
"a000566","yes",,"yes",,"yes",,"thedata.harvard.edu/dvn/dv/physics","yes",,"dataverse.harvard.edu/dataverse/physics","yes",,"yes",
"a000567","yes",,"yes",,"yes",,"osf.io/fnps3","yes",,"osf.io/fnps3","yes",,"yes",
"a000568","yes",,"yes",,"yes",,"hdl.handle.net/10871/19257","yes",,"ore.exeter.ac.uk/repository/handle/10871/19257","yes",,"yes",
"a000569","yes",,"yes",,"yes",,"osf.io/vh5jt","yes",,"osf.io/vh5jt","yes",,"yes",
"a000570","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/WGWMAV","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV","yes",,"yes",
"a000571","yes",,"yes",,"yes",,"osf.io/vcqmd","yes",,"osf.io/vcqmd","yes",,"yes",
"a000572","yes",,"yes",,"yes",,"osf.io/u7tkp","yes",,"osf.io/u7tkp","yes",,"yes",
"a000573","yes",,"yes",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/3w48v2nbgc/2","yes",,"data.mendeley.com/datasets/3w48v2nbgc/2","yes",,"yes",
"a000575","yes",,"yes",,"yes",,"hdl.handle.net/2374.MIA/6254","other","The provided link does not work and returns an error message saying the handle could not be found. Searching for the handle online does unambiguously locate the data repo at a different url though. This url found by searching is provided in resolved_url.","sc.lib.miamioh.edu/handle/2374.MIA/6254","yes",,"yes",
"a000577","yes",,"yes",,"yes",,"osf.io/nmt5f","yes",,"osf.io/nmt5f","yes",,"yes",
"a000578","yes",,"yes",,"yes",,"osf.io/8bknh","yes",,"osf.io/8bknh","yes",,"yes",
"a000579","yes",,"yes",,"yes",,"osf.io/gytpn","yes",,"osf.io/gytpn","yes",,"yes",
"a000579","yes",,"yes",,"yes",,"osf.io/x6ehp","yes",,"osf.io/x6ehp","yes",,"yes",
"a000580","yes",,"yes",,"yes",,"osf.io/5zuq7","yes",,"osf.io/5zuq7","yes",,"yes",
"a000580","yes",,"yes",,"yes",,"osf.io/6n3yq","yes",,"osf.io/6n3yq","yes",,"yes",
"a000580","yes",,"yes",,"yes",,"osf.io/g5cxj","yes",,"osf.io/g5cxj","yes",,"yes",
"a000580","yes",,"yes",,"yes",,"osf.io/jckvq","yes",,"osf.io/jckvq","yes",,"yes",
"a000580","yes",,"yes",,"yes",,"osf.io/siqyz","yes",,"osf.io/siqyz","yes",,"yes",
"a000581","yes",,"yes",,"yes",,"osf.io/n8v3c","yes",,"osf.io/n8v3c","other","OSF account with access required","no",
"a000581","yes",,"yes",,"yes",,"reshare.ukdataservice.ac.uk/852882","yes",,"reshare.ukdataservice.ac.uk/852882","other","Registration with ReShare required","partial","Was able to download documentation and readme files but not actual data files"
"a000582","yes",,"yes",,"no",,,,,,,,,
"a000583","yes",,"yes",,"yes",,"osf.io/u8sdh","yes",,"osf.io/u8sdh","yes",,"yes",
"a000585","yes",,"yes",,"yes",,"osf.io/j9aa7","yes",,"osf.io/j9aa7","yes",,"yes",
"a000586","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/PLLBQJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PLLBQJ","yes",,"yes",
"a000588","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7","other","The link as provide is slightly awkward to work with (split over multiple line breaks, hyperlink encoding incomplete) but the text of the url is complete and correct.","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7","yes",,"yes",
"a000589","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/QBHGRC","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC","yes",,"yes",
"a000591","yes",,"yes",,"yes",,"osf.io/4pdvg","yes",,"osf.io/4pdvg","yes",,"yes",
"a000591","yes",,"yes",,"yes",,"osf.io/xytch","yes",,"osf.io/xytch","yes",,"yes",
"a000592","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/24885","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/24885","yes",,"yes",
"a000594","yes",,"yes",,"yes",,"osf.io/xzp9s","yes",,"osf.io/xzp9s","yes",,"yes",
"a000595","other","No graphical badge, but awarded badges are listed, as text","yes",,"yes",,"doi.org/10.17632/42djnzsw8f.2","yes",,"data.mendeley.com/datasets/42djnzsw8f/2","yes",,"yes",
"a000596","yes",,"yes",,"yes",,"osf.io/ge2d5","yes",,"osf.io/ge2d5","yes",,"yes",
"a000597","yes",,"no",,"other","Link on article website, not in PDF","aisel.aisnet.org/trr/vol2/iss1/4","yes",,"aisel.aisnet.org/trr/vol2/iss1/4","yes",,"yes",
"a000598","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XYUWYJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYUWYJ","yes",,"yes",
"a000601","yes",,"yes",,"yes",,"osf.io/4bwq3","other","link works, but links to an OSF Registries page which does not include any data files. But, if one visits the project that the linked project is a frozen registration of, one can find files. Additionally, the second project contains a link to analysis scripts on GitHub that is not provided in the article","osf.io/fc463/, https://github.com/arotto/lottery","other","Could get data files from OSF, code files from Github, but Github also mentions that the user needs a US Census API key to access US Census data - this was not mentioned at any point before, and counts as data requiring registration/permission","partial","Downloaded OSF data, Github code, but not US Census data"
"a000604","yes",,"yes",,"yes",,"osf.io/jazfy","yes",,"osf.io/jazfy","yes",,"yes",
"a000605","yes",,"yes",,"yes",,"www.openicpsr.org/openicpsr/project/101920/version/V3/view","yes",,"www.openicpsr.org/openicpsr/project/101920/version/V3/view","other","Account required, may need to be from an approved institution","no",
"a000606","yes",,"yes",,"yes",,"osf.io/9yt23","yes",,"osf.io/9yt23","yes",,"yes",
"a000608","yes",,"yes",,"yes",,"osf.io/9ungb","yes",,"osf.io/9ungb","yes",,"yes",
"a000609","yes",,"yes",,"yes",,"osf.io/96s4v","yes",,"osf.io/96s4v","yes",,"yes",
"a000614","yes",,"yes",,"yes",,"osf.io/bktjs","yes",,"osf.io/bktjs","yes",,"yes",
"a000615","yes",,"yes",,"yes",,"osf.io/vy62h","yes",,"osf.io/vy62h","yes",,"yes",
"a000616","yes",,"yes",,"yes",,"osf.io/am5nh","yes",,"osf.io/am5nh","yes",,"yes",
"a000617","yes",,"yes",,"yes",,"figshare.com/s/cccac39f891998509c85","yes",,"figshare.com/s/cccac39f891998509c85","yes",,"yes",
"a000618","yes",,"yes",,"yes",,"dx.doi.org/10.6084/m9.figshare.1275172","yes",,"figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172","yes",,"partial","Total download size exceeded 100MB"
"a000620","yes",,"yes",,"yes",,"osf.io/cwbgv","yes",,"osf.io/cwbgv","yes",,"yes",
"a000621","yes",,"yes",,"yes",,"osf.io/6xgfn","yes",,"osf.io/6xgfn","yes",,"yes",
"a000622","yes",,"yes",,"yes",,"osf.io/myfg7","yes",,"osf.io/myfg7","yes",,"yes",
"a000624","yes",,"yes",,"yes",,"dx.doi.org/10.17632/fdmshk2d5x.1","yes",,"data.mendeley.com/datasets/fdmshk2d5x/1","yes",,"yes",
"a000625","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2","yes",,"yes",
"a000627","yes",,"yes",,"yes",,"osf.io/x37d5","yes",,"osf.io/x37d5","yes",,"yes",
"a000628","yes",,"yes",,"yes",,"osf.io/4qbxv","yes",,"osf.io/4qbxv","yes",,"yes",
"a000629","yes",,"yes",,"yes",,"osf.io/473gq","yes",,"osf.io/473gq","yes",,"yes",
"a000629","yes",,"yes",,"yes",,"osf.io/d2ncs","yes",,"osf.io/d2ncs","yes",,"yes",
"a000631","yes",,"yes",,"yes",,"osf.io/k8nur","yes",,"osf.io/k8nur","yes",,"yes",
"a000634","yes",,"yes",,"yes",,"osf.io/7gdxt","yes",,"osf.io/7gdxt","yes",,"yes",
"a000634","yes",,"yes",,"yes",,"osf.io/k8pqw","yes",,"osf.io/k8pqw","yes",,"yes",
"a000635","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XU8ZWB","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XU8ZWB","yes",,"yes",
"a000636","yes",,"yes",,"yes",,"osf.io/7uvcp","yes",,"osf.io/7uvcp","yes",,"yes",
"a000637","yes",,"yes",,"yes",,"osf.io/35pf6","yes",,"osf.io/35pf6","yes",,"yes",
"a000638","yes",,"yes",,"yes",,"osf.io/59wda","yes",,"osf.io/59wda","yes",,"yes",
"a000638","yes",,"yes",,"yes",,"osf.io/ez3ku","yes",,"osf.io/ez3ku","yes",,"yes",
"a000639","yes",,"yes",,"yes",,"osf.io/3r2q9","yes",,"osf.io/3r2q9","yes",,"yes",
"a000641","yes",,"yes",,"yes",,"osf.io/tgmf6","yes",,"osf.io/tgmf6","yes",,"yes",
"a000642","yes",,"yes",,"yes",,"osf.io/5yau4","yes",,"osf.io/5yau4","yes",,"yes",
"a000643","yes",,"yes",,"yes",,"osf.io/jxad3","yes",,"osf.io/jxad3","yes",,"yes",
"a000645","yes",,"yes",,"yes",,"osf.io/egtrb","yes",,"osf.io/egtrb","yes",,"yes",
"a000646","yes",,"yes",,"yes",,"osf.io/zcbp7","yes",,"osf.io/zcbp7","yes",,"yes",
"a000649","yes",,"yes",,"yes",,"osf.io/3qskj","yes",,"osf.io/3qskj","yes",,"yes",
"a000650","yes",,"yes",,"yes",,"osf.io/tcuap","yes",,"osf.io/tcuap","yes",,"yes",
"a000651","yes",,"yes",,"yes",,"osf.io/sqp6z","yes",,"osf.io/sqp6z","yes",,"yes",
"a000652","yes",,"yes",,"yes",,"osf.io/x9kqz","yes",,"osf.io/x9kqz","yes",,"yes",
"a000653","yes",,"yes",,"yes",,"osf.io/8jy6r","yes",,"osf.io/8jy6r","yes",,"yes",
"a000655","yes",,"yes",,"yes",,"db.humanconnectome.org","yes",,"db.humanconnectome.org/app/template/Login.vm","other","Link directs to log in screen - seems as if login is required to access data","no",
"a000657","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/GDFJ4N","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GDFJ4N","yes",,"yes",
"a000658","yes",,"yes",,"yes",,"osf.io/9cxwb","yes",,"osf.io/9cxwb","yes",,"yes",
"a000660","yes",,"yes",,"yes",,"osf.io/t86zx","yes",,"osf.io/t86zx","yes",,"yes",
"a000663","yes",,"yes",,"yes",,"osf.io/z7kq2","yes",,"osf.io/z7kq2","yes",,"yes",
"a000664","yes",,"no",,"yes",,"osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957","yes",,"osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957","yes",,"yes",
"a000665","yes",,"yes",,"yes",,"osf.io/8sxgu","yes",,"osf.io/8sxgu","yes",,"yes",
"a000665","yes",,"yes",,"yes",,"osf.io/heun6","yes",,"osf.io/heun6","yes",,"yes",
"a000665","yes",,"yes",,"yes",,"osf.io/p5fta","yes",,"osf.io/p5fta","yes",,"yes",
"a000667","yes",,"yes",,"yes",,"osf.io/fhjyb","yes",,"osf.io/fhjyb","yes",,"yes",
"a000668","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/TIXGF8","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TIXGF8","yes",,"yes",
"a000670","yes",,"yes",,"yes",,"osf.io/9ej2c","yes",,"osf.io/9ej2c","yes",,"yes",
"a000671","yes",,"yes",,"yes",,"osf.io/ftbhj","yes",,"osf.io/ftbhj","yes",,"yes",
"a000672","yes",,"yes",,"yes",,"osf.io/73puw","yes",,"osf.io/73puw","yes",,"yes",
"a000673","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/HI1X4O","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O","yes",,"yes",
"a000674","yes",,"yes",,"yes",,"bit.ly/2JI8RlP","yes",,"osf.io/jqpnm/?view_only=c20b81f66ad34e2ea0361574002e0bce","yes",,"yes",
"a000675","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/W1TDGZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W1TDGZ","yes",,"yes",
"a000676","yes",,"yes",,"yes",,"osf.io/fd6ue","yes",,"osf.io/fd6ue","yes",,"yes",
"a000678","yes",,"other","Standard JBPA link to ""Open data"" is there on the first page, but no URL attached. There is a link in a footnote later on.","yes",,"dataverse.harvard.edu/dataverse/JBPA","yes",,"dataverse.harvard.edu/dataverse/JBPA","yes",,"yes",
"a000681","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.3371710","yes",,"zenodo.org/record/3371710","yes",,"partial","Total download size exceeded 100MB"
