study_id,coder,link_number,link_url,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned
a000970,oliver,1,osf.io/zgq7m,NA,osf.io/zgq7m,osf.io/zgq7m,https://osf.io/zgq7m/,NA,https://osf.io/zgq7m/,osf.io/zgq7m
a000971,evelyn,1,https://osf.io/9dbsa/,https://osf.io/9dbsa/,https://osf.io/9dbsa/,osf.io/9dbsa,https://osf.io/9dbsa/,NA,https://osf.io/9dbsa/,osf.io/9dbsa
a000971,steve,2,https://osf.io/9dbsa/,https://osf.io/9dbsa/,https://osf.io/9dbsa/,osf.io/9dbsa,https://osf.io/9dbsa/,NA,https://osf.io/9dbsa/,osf.io/9dbsa
a000971,sophia,1,https://osf.io/nkfjy/,https://osf.io/nkfjy/,https://osf.io/nkfjy/,osf.io/nkfjy,https://osf.io/nkfjy/,NA,https://osf.io/nkfjy/,osf.io/nkfjy
a000971,steve,1,https://osf.io/nkfjy/,https://osf.io/nkfjy/,https://osf.io/nkfjy/,osf.io/nkfjy,https://osf.io/nkfjy/,NA,https://osf.io/nkfjy/,osf.io/nkfjy
a000973,sophia,1,http://dx.doi.org/10.7910/DVN/F9ICHH,http://dx.doi.org/10.7910/DVN/F9ICHH,http://dx.doi.org/10.7910/DVN/F9ICHH,dx.doi.org/10.7910/DVN/F9ICHH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH
a000973,steve,1,http://dx.doi.org/10.7910/DVN/F9ICHH,http://dx.doi.org/10.7910/DVN/F9ICHH,http://dx.doi.org/10.7910/DVN/F9ICHH,dx.doi.org/10.7910/DVN/F9ICHH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH
a000973,evelyn,2,https://github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,NA,https://github.com/SMAPPNYU/echo_chambers,github.com/SMAPPNYU/echo_chambers
a000973,steve,2,https://github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,github.com/SMAPPNYU/echo_chambers,https://github.com/SMAPPNYU/echo_chambers,NA,https://github.com/SMAPPNYU/echo_chambers,github.com/SMAPPNYU/echo_chambers
a000974,aniruddah,1,https://osf.io/xscvw/,NA,https://osf.io/xscvw/,osf.io/xscvw,https://osf.io/xscvw/,NA,https://osf.io/xscvw/,osf.io/xscvw
a000974,michelle,1,https://osf.io/xscvw/,NA,https://osf.io/xscvw/,osf.io/xscvw,https://osf.io/xscvw/,NA,https://osf.io/xscvw/,osf.io/xscvw
a000976,aniruddah,1,osf.io/3jhr7,NA,osf.io/3jhr7,osf.io/3jhr7,https://osf.io/3jhr7/,NA,https://osf.io/3jhr7/,osf.io/3jhr7
a000976,evelyn,1,https://osf.io/3jhr7/,NA,https://osf.io/3jhr7/,osf.io/3jhr7,https://osf.io/3jhr7/,NA,https://osf.io/3jhr7/,osf.io/3jhr7
a000976,oliver,1,osf.io/3jhr7/,NA,osf.io/3jhr7/,osf.io/3jhr7,https://osf.io/3jhr7/,NA,https://osf.io/3jhr7/,osf.io/3jhr7
a000977,aniruddah,1,https://osf.io/45mxw/,NA,https://osf.io/45mxw/,osf.io/45mxw,https://osf.io/45mxw,NA,https://osf.io/45mxw,osf.io/45mxw
a000977,evelyn,1,https://osf.io/45mxw/,NA,https://osf.io/45mxw/,osf.io/45mxw,https://osf.io/45mxw/,NA,https://osf.io/45mxw/,osf.io/45mxw
a000979,evelyn,1,https://osf.io/aj2fx/,NA,https://osf.io/aj2fx/,osf.io/aj2fx,https://osf.io/aj2fx/,NA,https://osf.io/aj2fx/,osf.io/aj2fx
a000979,michelle,1,https://osf.io/aj2fx/,NA,https://osf.io/aj2fx/,osf.io/aj2fx,https://osf.io/aj2fx/,NA,https://osf.io/aj2fx/,osf.io/aj2fx
a000981,evelyn,1,http://dx.doi.org/10.7910/DVN/WOI8EU,NA,http://dx.doi.org/10.7910/DVN/WOI8EU,dx.doi.org/10.7910/DVN/WOI8EU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU
a000981,kongmanas,1,http://dx.doi.org/10.7910/DVN/WOI8EU,NA,http://dx.doi.org/10.7910/DVN/WOI8EU,dx.doi.org/10.7910/DVN/WOI8EU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU
a000982,aniruddah,1,http://dx.doi.org/10.7910/DVN/LZGQOH,NA,http://dx.doi.org/10.7910/DVN/LZGQOH,dx.doi.org/10.7910/DVN/LZGQOH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH
a000982,evelyn,1,http://dx.doi.org/10.7910/DVN/LZGQOH,NA,http://dx.doi.org/10.7910/DVN/LZGQOH,dx.doi.org/10.7910/DVN/LZGQOH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH
a000982,kongmanas,1,http://dx.doi.org/10.7910/DVN/LZGQOH,NA,http://dx.doi.org/10.7910/DVN/LZGQOH,dx.doi.org/10.7910/DVN/LZGQOH,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH
a000983,evelyn,1,https://osf.io/5kpbj,NA,https://osf.io/5kpbj,osf.io/5kpbj,https://osf.io/5kpbj/,NA,https://osf.io/5kpbj/,osf.io/5kpbj
a000983,michelle,1,https://osf.io/5kpbj/,NA,https://osf.io/5kpbj/,osf.io/5kpbj,https://osf.io/5kpbj/,NA,https://osf.io/5kpbj/,osf.io/5kpbj
a000983,steve,1,https://osf.io/5kpbj,NA,https://osf.io/5kpbj,osf.io/5kpbj,https://osf.io/5kpbj/,NA,https://osf.io/5kpbj/,osf.io/5kpbj
a000984,michelle,1,https://osf.io/b247s/,NA,https://osf.io/b247s/,osf.io/b247s,https://osf.io/b247s/,NA,https://osf.io/b247s/,osf.io/b247s
a000984,nguyenlam,1,https://osf.io/b247s/,NA,https://osf.io/b247s/,osf.io/b247s,https://osf.io/b247s/,NA,https://osf.io/b247s/,osf.io/b247s
a000986,adrian,1,https://osf.io/t26xq/,NA,https://osf.io/t26xq/,osf.io/t26xq,https://osf.io/t26xq/,NA,https://osf.io/t26xq/,osf.io/t26xq
a000986,evelyn,1,https://osf.io/t26xq/,NA,https://osf.io/t26xq/,osf.io/t26xq,https://osf.io/t26xq/,NA,https://osf.io/t26xq/,osf.io/t26xq
a000988,matthew,1,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,NA,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,NA,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b
a000988,sophia,1,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,NA,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,NA,https://osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b
a000989,kongmanas,1,https://osf.io/73e54/,NA,https://osf.io/73e54/,osf.io/73e54,https://osf.io/73e54/,NA,https://osf.io/73e54/,osf.io/73e54
a000989,phuong,1,https://osf.io/73e54/,NA,https://osf.io/73e54/,osf.io/73e54,https://osf.io/73e54/,NA,https://osf.io/73e54/,osf.io/73e54
a000990,michelle,1,http://the-data.harvard.edu/dvn/dv/communication.,http://thedata.harvard.edu/dvn/dv/communication,http://thedata.harvard.edu/dvn/dv/communication,thedata.harvard.edu/dvn/dv/communication,https://dataverse.harvard.edu/dataverse/communication,NA,https://dataverse.harvard.edu/dataverse/communication,dataverse.harvard.edu/dataverse/communication
a000990,nguyenlam,1,http://thedata.harvard.edu/dvn/dv/communication,http://thedata.harvard.edu/dvn/dv/communication,http://thedata.harvard.edu/dvn/dv/communication,thedata.harvard.edu/dvn/dv/communication,https://dataverse.harvard.edu/dataverse/communication,NA,https://dataverse.harvard.edu/dataverse/communication,dataverse.harvard.edu/dataverse/communication
a000991,matthew,1,https://osf.io/4rmnv/,https://osf.io/4rmnv/,https://osf.io/4rmnv/,osf.io/4rmnv,https://osf.io/4rmnv/,https://osf.io/4rmnv/,https://osf.io/4rmnv/,osf.io/4rmnv
a000991,michelle,1,https://osf.io/4rmnv/?view_only=fee3f4f700b54af3ab8ee45e299507d0,https://osf.io/4rmnv/,https://osf.io/4rmnv/,osf.io/4rmnv,https://osf.io/4rmnv/?view_only=fee3f4f700b54af3ab8ee45e299507d0,https://osf.io/4rmnv/,https://osf.io/4rmnv/,osf.io/4rmnv
a000992,evelyn,1,https://osf.io/873fp/,NA,https://osf.io/873fp/,osf.io/873fp,https://osf.io/873fp/,NA,https://osf.io/873fp/,osf.io/873fp
a000992,sophia,1,https://osf.io/873fp/,NA,https://osf.io/873fp/,osf.io/873fp,https://osf.io/873fp/,NA,https://osf.io/873fp/,osf.io/873fp
a000993,michelle,1,https://osf.io/72b89/,NA,https://osf.io/72b89/,osf.io/72b89,https://osf.io/72b89/,NA,https://osf.io/72b89/,osf.io/72b89
a000993,sophia,1,https://osf.io/72b89/,NA,https://osf.io/72b89/,osf.io/72b89,https://osf.io/72b89/,NA,https://osf.io/72b89/,osf.io/72b89
a000996,steve,1,https://doi.org/10.1016/j.cortex.2019.08.018,https://doi.org/10.1016/j.cortex.2019.08.018,https://doi.org/10.1016/j.cortex.2019.08.018,doi.org/10.1016/j.cortex.2019.08.018,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,NA,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub
a000997,oliver,1,osf.io/xmnyq,NA,osf.io/xmnyq,osf.io/xmnyq,https://osf.io/xmnyq,NA,https://osf.io/xmnyq,osf.io/xmnyq
a000997,phuong,1,https://osf.io/xmnyq,NA,https://osf.io/xmnyq,osf.io/xmnyq,https://osf.io/xmnyq,NA,https://osf.io/xmnyq,osf.io/xmnyq
a000998,evelyn,1,https://github.com/connorjmccabe/InterActive,NA,https://github.com/connorjmccabe/InterActive,github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,github.com/connorjmccabe/InterActive
a000998,steve,1,https://github.com/connorjmccabe/InterActive,NA,https://github.com/connorjmccabe/InterActive,github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,https://github.com/connorjmccabe/InterActive,github.com/connorjmccabe/InterActive
a001000,kongmanas,1,https://osf.io/54skn/files/,NA,https://osf.io/54skn/files/,osf.io/54skn/files,https://osf.io/54skn/files/,NA,https://osf.io/54skn/files/,osf.io/54skn/files
a001000,sophia,1,https://osf.io/54skn/files/,NA,https://osf.io/54skn/files/,osf.io/54skn/files,https://osf.io/54skn/files/,NA,https://osf.io/54skn/files/,osf.io/54skn/files
a001001,aniruddah,1,http://osf.io/ietwv/,NA,http://osf.io/ietwv/,osf.io/ietwv,https://osf.io/ietwv/,NA,https://osf.io/ietwv/,osf.io/ietwv
a001001,kongmanas,1,http://osf.io/ietwv/,NA,http://osf.io/ietwv/,osf.io/ietwv,https://osf.io/ietwv/,NA,https://osf.io/ietwv/,osf.io/ietwv
a001003,phuong,1,osf.io/dp2aq,NA,osf.io/dp2aq,osf.io/dp2aq,https://osf.io/dp2aq,NA,https://osf.io/dp2aq,osf.io/dp2aq
a001003,sophia,1,https://osf.io/dp2aq,NA,https://osf.io/dp2aq,osf.io/dp2aq,https://osf.io/dp2aq,NA,https://osf.io/dp2aq,osf.io/dp2aq
a001004,evelyn,1,https://osf.io/d3xb7,NA,https://osf.io/d3xb7,osf.io/d3xb7,https://osf.io/d3xb7,NA,https://osf.io/d3xb7,osf.io/d3xb7
a001004,oliver,1,osf.io/d3xb7/,NA,osf.io/d3xb7/,osf.io/d3xb7,https://osf.io/d3xb7/,NA,https://osf.io/d3xb7/,osf.io/d3xb7
a001005,michelle,1,https://osf.io/x8bv9/DOI10.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,NA,NA,NA,NA
a001005,phuong,1,"https://osf.io/x8bv9/ DOI 10.17605/
OSF.IO/X8BV9",https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,NA,NA,NA,NA
a001005,steve,1,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/,NA,https://osf.io/x8bv9/,osf.io/x8bv9
a001006,michelle,1,https://osf.io/yq5jw/,NA,https://osf.io/yq5jw/,osf.io/yq5jw,https://osf.io/yq5jw/,NA,https://osf.io/yq5jw/,osf.io/yq5jw
a001006,sophia,1,https://osf.io/yq5jw/,NA,https://osf.io/yq5jw/,osf.io/yq5jw,https://osf.io/yq5jw/,NA,https://osf.io/yq5jw/,osf.io/yq5jw
a001007,evelyn,1,https://osf.io/m64ue/,NA,https://osf.io/m64ue/,osf.io/m64ue,https://osf.io/m64ue/,https://osf.io/m64ue/,https://osf.io/m64ue/,osf.io/m64ue
a001007,oliver,1,osf.io/m64ue,NA,osf.io/m64ue,osf.io/m64ue,https://osf.io/m64ue/files/,https://osf.io/m64ue/,https://osf.io/m64ue/,osf.io/m64ue
a001007,sophia,1,https://osf.io/m64ue/,NA,https://osf.io/m64ue/,osf.io/m64ue,https://osf.io/m64ue/,https://osf.io/m64ue/,https://osf.io/m64ue/,osf.io/m64ue
a001008,adrian,1,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9
a001008,evelyn,1,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9
a001008,sophia,1,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9,https://osf.io/9e3a9/,NA,https://osf.io/9e3a9/,osf.io/9e3a9
a001009,nguyenlam,1,https://osf.io/4chuy/,NA,https://osf.io/4chuy/,osf.io/4chuy,https://osf.io/4chuy/,NA,https://osf.io/4chuy/,osf.io/4chuy
a001009,phuong,1,https://osf.io/4chuy/,NA,https://osf.io/4chuy/,osf.io/4chuy,https://osf.io/4chuy/,NA,https://osf.io/4chuy/,osf.io/4chuy
a001010,kongmanas,1,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,https://osf.io/ekv2d/,https://osf.io/ekv2d/,https://osf.io/ekv2d/,osf.io/ekv2d
a001010,oliver,1,osf.io/EKV2D/,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,DOI 10.17605/OSF.IO/EKV2D,https://osf.io/EKV2D/,https://osf.io/ekv2d/,https://osf.io/ekv2d/,osf.io/ekv2d
a001011,aniruddah,1,https://doi.org/10.7910/DVN/SBOMZD,NA,https://doi.org/10.7910/DVN/SBOMZD,doi.org/10.7910/DVN/SBOMZD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD
a001011,oliver,1,doi.org/10.7910/DVN/SBOMZD,NA,doi.org/10.7910/DVN/SBOMZD,doi.org/10.7910/DVN/SBOMZD,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD
a001013,evelyn,1,https://osf.io/ebhku/,NA,https://osf.io/ebhku/,osf.io/ebhku,https://osf.io/ebhku/,NA,https://osf.io/ebhku/,osf.io/ebhku
a001013,oliver,1,osf.io/ebhku/,NA,osf.io/ebhku/,osf.io/ebhku,https://osf.io/ebhku/,NA,https://osf.io/ebhku/,osf.io/ebhku
a001014,kongmanas,1,https://osf.io/j7hdm,NA,https://osf.io/j7hdm,osf.io/j7hdm,https://osf.io/j7hdm,NA,https://osf.io/j7hdm,osf.io/j7hdm
a001014,matthew,1,https://osf.io/j7hdm,NA,https://osf.io/j7hdm,osf.io/j7hdm,https://osf.io/j7hdm,NA,https://osf.io/j7hdm,osf.io/j7hdm
a001015,adrian,1,https://osf.io/9e5au/,NA,https://osf.io/9e5au/,osf.io/9e5au,https://osf.io/9e5au/,NA,https://osf.io/9e5au/,osf.io/9e5au
a001015,sophia,1,https://osf.io/9e5au/,NA,https://osf.io/9e5au/,osf.io/9e5au,https://osf.io/9e5au,NA,https://osf.io/9e5au,osf.io/9e5au
a001016,steve,2,https://data.mendeley.com/datasets/46ynjsp243/1,https://data.mendeley.com/datasets/46ynjsp243/1,https://data.mendeley.com/datasets/46ynjsp243/1,data.mendeley.com/datasets/46ynjsp243/1,https://data.mendeley.com/datasets/46ynjsp243/1,NA,https://data.mendeley.com/datasets/46ynjsp243/1,data.mendeley.com/datasets/46ynjsp243/1
a001016,steve,1,https://data.mendeley.com/datasets/hv7mxpct6f/3,https://data.mendeley.com/datasets/hv7mxpct6f/3,https://data.mendeley.com/datasets/hv7mxpct6f/3,data.mendeley.com/datasets/hv7mxpct6f/3,https://data.mendeley.com/datasets/hv7mxpct6f/3,NA,https://data.mendeley.com/datasets/hv7mxpct6f/3,data.mendeley.com/datasets/hv7mxpct6f/3
a001017,steve,1,https://doi.org/10.1016/j.jesp.2018.03.014,NA,https://doi.org/10.1016/j.jesp.2018.03.014,doi.org/10.1016/j.jesp.2018.03.014,https://data.mendeley.com/datasets/hgtxmx7zpn/1,https://data.mendeley.com/datasets/hgtxmx7zpn/1,https://data.mendeley.com/datasets/hgtxmx7zpn/1,data.mendeley.com/datasets/hgtxmx7zpn/1
a001018,aniruddah,1,https://osf.io/8xg6m/,NA,https://osf.io/8xg6m/,osf.io/8xg6m,https://osf.io/8xg6m/,NA,https://osf.io/8xg6m/,osf.io/8xg6m
a001018,oliver,1,osf.io/8xg6m/,NA,osf.io/8xg6m/,osf.io/8xg6m,https://osf.io/8xg6m/,NA,https://osf.io/8xg6m/,osf.io/8xg6m
a001020,evelyn,1,https://osf.io/rh8pv/,NA,https://osf.io/rh8pv/,osf.io/rh8pv,https://osf.io/rh8pv/,NA,https://osf.io/rh8pv/,osf.io/rh8pv
a001020,sophia,1,https://osf.io/rh8pv/,NA,https://osf.io/rh8pv/,osf.io/rh8pv,https://osf.io/rh8pv/,NA,https://osf.io/rh8pv/,osf.io/rh8pv
a001023,kongmanas,1,https://osf.io/eky4s/,NA,https://osf.io/eky4s/,osf.io/eky4s,https://osf.io/eky4s/,NA,https://osf.io/eky4s/,osf.io/eky4s
a001023,michelle,1,https://osf.io/eky4s/,NA,https://osf.io/eky4s/,osf.io/eky4s,https://osf.io/eky4s/,NA,https://osf.io/eky4s/,osf.io/eky4s
a001024,kongmanas,1,https://osf.io/9zpaj,NA,https://osf.io/9zpaj,osf.io/9zpaj,https://osf.io/9zpaj/,NA,https://osf.io/9zpaj/,osf.io/9zpaj
a001024,sophia,1,https://osf.io/9zpaj/,NA,https://osf.io/9zpaj/,osf.io/9zpaj,https://osf.io/9zpaj/,NA,https://osf.io/9zpaj/,osf.io/9zpaj
a001025,evelyn,2,https://doi.org/10.17605/OSF.IO/DZN3S,https://doi.org/10.17605/OSF.IO/DZN3S,https://doi.org/10.17605/OSF.IO/DZN3S,doi.org/10.17605/OSF.IO/DZN3S,https://osf.io/dzn3s/,NA,https://osf.io/dzn3s/,osf.io/dzn3s
a001025,steve,1,https://doi.org/10.17605/OSF.IO/DZN3S,https://doi.org/10.17605/OSF.IO/DZN3S,https://doi.org/10.17605/OSF.IO/DZN3S,doi.org/10.17605/OSF.IO/DZN3S,https://osf.io/dzn3s/,NA,https://osf.io/dzn3s/,osf.io/dzn3s
a001025,evelyn,1,https://osf.io/h2xry/,https://osf.io/h2xry/,https://osf.io/h2xry/,osf.io/h2xry,https://osf.io/h2xry/,NA,https://osf.io/h2xry/,osf.io/h2xry
a001025,michelle,1,https://osf.io/h2xry/,https://osf.io/h2xry/,https://osf.io/h2xry/,osf.io/h2xry,https://osf.io/h2xry/,NA,https://osf.io/h2xry/,osf.io/h2xry
a001025,steve,2,https://osf.io/h2xry/,https://osf.io/h2xry/,https://osf.io/h2xry/,osf.io/h2xry,https://osf.io/h2xry/,NA,https://osf.io/h2xry/,osf.io/h2xry
a001026,evelyn,1,https://osf.io/wc3sj/,NA,https://osf.io/wc3sj/,osf.io/wc3sj,https://osf.io/wc3sj/,NA,https://osf.io/wc3sj/,osf.io/wc3sj
a001026,michelle,1,https://osf.io/wc3sj/,NA,https://osf.io/wc3sj/,osf.io/wc3sj,https://osf.io/wc3sj/,NA,https://osf.io/wc3sj/,osf.io/wc3sj
a001026,oliver,1,osf.io/wc3sj/,NA,osf.io/wc3sj/,osf.io/wc3sj,https://osf.io/wc3sj/,NA,https://osf.io/wc3sj/,osf.io/wc3sj
a001027,adrian,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,aniruddah,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V7,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,evelyn,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,kongmanas,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,matthew,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,michelle,1,http://doi.org/10.3886/ ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,nguyenlam,1,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/version/6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
a001027,oliver,1,doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,http://doi.org/10.3886/ICPSR04652.v6,doi.org/10.3886/ICPSR04652.v6,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/4652/versions/V7,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,https://www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6,www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6
