"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other","is_repository","repository_name","all_notes","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","flag_credentials_required","final_download_success","final_download_success2"
"a000792","yes",,"yes",,"yes",,"10.5285/f6cac471-7d92-4e6d-be8a-9f7887143058","yes",,"catalogue.ceh.ac.uk/documents/f6cac471-7d92-4e6d-be8a-9f7887143058","yes",,"other","Account required to access data; could download metadata and documentation","yes","Environmental Information Data Centre (UKCEH)","andy: DOIs only, not URLs; account required to access data; andy: DOIs only, not URLs; account required to access data; andy: DOIs only, not URLs; account required to access data; andy: DOIs only, not URLs; account required to access data; andy: DOIs only, not URLs; account required to access data; andy: DOIs only, not URLs; account required to access data; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation; steve: DOIs only, rather than URLs. Account required to access data; could download metadata and documentation",2018,"Bell, Victoria A.; Kay, Alison L.; Rudd, Alison C.; Davies, Helen N.","The MaRIUS-G2G datasets: Grid-to-Grid model estimates of flow and soil moisture for Great Britain using observed and climate model driving data","Geoscience Data Journal","2049-6060","10.1002/gdj3.55","63-72","2",5,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","yes","account","yes"
"a000793","yes",,"yes",,"yes",,"doi.org/10.1016/j.evolhumbehav.2018.03.007","yes",,"www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub","no",,,,"no",,"evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; nguyenlam: There was a link to ""supplementary material ""- this link was ignored, since it just contains additional analysis, instead of data.; steve: PDF said this was a link to supp data, but destination had supp info in pdf - links possibly mixed up; steve: PDF said this was a link to supp info, but destination had data files - links possibly mixed up; steve: PDF said this was prereg info, but had data files",2018,"Jünger, Julia; Kordsmeyer, Tobias L.; Gerlach, Tanja M.; Penke, Lars","Fertile women evaluate male bodies as more attractive, regardless of masculinity","Evolution and Human Behavior","1090-5138","10.1016/j.evolhumbehav.2018.03.007","412-423","4",39,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","no","no",,
"a000793","yes",,"yes",,"yes",,"osf.io/egjwv","yes",,"osf.io/egjwv","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; nguyenlam: There was a link to ""supplementary material ""- this link was ignored, since it just contains additional analysis, instead of data.; steve: PDF said this was a link to supp data, but destination had supp info in pdf - links possibly mixed up; steve: PDF said this was a link to supp info, but destination had data files - links possibly mixed up; steve: PDF said this was prereg info, but had data files",2018,"Jünger, Julia; Kordsmeyer, Tobias L.; Gerlach, Tanja M.; Penke, Lars","Fertile women evaluate male bodies as more attractive, regardless of masculinity","Evolution and Human Behavior","1090-5138","10.1016/j.evolhumbehav.2018.03.007","412-423","4",39,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000793","yes",,"yes",,"yes",,"osf.io/n4hj6","yes",,"osf.io/n4hj6","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; nguyenlam: There was a link to ""supplementary material ""- this link was ignored, since it just contains additional analysis, instead of data.; steve: PDF said this was a link to supp data, but destination had supp info in pdf - links possibly mixed up; steve: PDF said this was a link to supp info, but destination had data files - links possibly mixed up; steve: PDF said this was prereg info, but had data files",2018,"Jünger, Julia; Kordsmeyer, Tobias L.; Gerlach, Tanja M.; Penke, Lars","Fertile women evaluate male bodies as more attractive, regardless of masculinity","Evolution and Human Behavior","1090-5138","10.1016/j.evolhumbehav.2018.03.007","412-423","4",39,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000794","yes",,"yes",,"yes",,"osf.io/sy6ue","yes",,"osf.io/sy6ue","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; nguyenlam: - The pdf file in Drive folder is full journal's issue, and the article for this coding is a part of it. - There was a different link to Open Material (also on OSF), but this link was ignored since there was an explicit link to the open data.",2019,"Cramblet Alvarez, Leslie D.; Jones, K. Nicole; Walljasper-Schuyler, Chelsea; Trujillo, Marissa; Weiser, Mikayla A.; Rodriguez, Jerome L.; Ringler, Rachael L.; Leach, Jonah L.","Psychology’s Hidden Figures: Undergraduate Psychology Majors’ (In)Ability to Recognize Our Diverse Pioneers","Psi Chi Journal of Psychological Research","23257342","10.24839/2325-7342.JN24.2.84","84-96","2",24,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000796","yes",,"yes",,"yes",,"osf.io/pszjz","yes",,"osf.io/pszjz","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; aniruddah: No issues with this article.; oliver: (no note made)",2017,"Jordan, Jillian J.; Sommers, Roseanna; Bloom, Paul; Rand, David G.","Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling","Psychological Science","0956-7976","10.1177/0956797616685771","356-368","3",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000797","yes",,"yes",,"yes",,"osf.io/hymkc","yes",,"osf.io/hymkc","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; michelle: Second data link is not working; There is a link to supplementary data link, but was ignored as there was already a link to open data - supplementary data link: at https://doi.org/10.1016/j.jesp.2017.11.009.; michelle: (no note made)",2018,"Rubinstein, Rachel S.; Jussim, Lee; Stevens, Sean T.","Reliance on individuating information and stereotypes in implicit and explicit person perception","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.11.009","54-70",,75,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000799","yes",,"yes",,"yes",,"osf.io/6s8tc","yes",,"osf.io/6s8tc","yes",,"yes",,"yes","Open Science Framework","adrian: Data badge not prominent; oliver: (no note made); steve: Straightforward, no issues",2019,"Le Pelley, Mike E.; Newell, Ben R.; Nosofsky, Robert M.","Deferred Feedback Does Not Dissociate Implicit and Explicit Category-Learning Systems: Commentary on Smith et al. (2014)","Psychological Science","0956-7976","10.1177/0956797619841264","1403-1409","9",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000801","yes",,"yes",,"yes",,"osf.io/28ejf","yes",,"osf.io/28ejf","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; oliver: (no note made)",2014,"Rozin, Paul; Scott, Sydney E.; Zickgraf, Hana F.; Ahn, Flora; Jiang, Hong","Asymmetrical Social Mach Bands: Exaggeration of Social Identities on the More Esteemed Side of Group                     Borders","Psychological Science","0956-7976","10.1177/0956797614545131","1955-1959","10",25,TRUE,FALSE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000803","yes",,"yes",,"yes",,"osf.io/n9xep","yes",,"osf.io/n9xep","yes",,"yes",,"yes","Open Science Framework","kongmanas: I didn't have any problems with this article; nguyenlam: There was a different link to Open Material, but this link is ignored since it does not relate to data in the article.",2017,"Putnam, Adam L.; Sungkhasettee, Victor W.; Henry L. Roediger, III","When Misinformation Improves Memory: The Effects of Recollecting Change","Psychological Science","0956-7976","10.1177/0956797616672268","36-46","1",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000804","yes",,"yes",,"yes",,"osf.io/9k3sw","yes",,"osf.io/9k3sw","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2014,"Bastian, Brock; Jetten, Jolanda; Ferris, Laura J.","Pain as Social Glue: Shared Pain Increases Cooperation","Psychological Science","0956-7976","10.1177/0956797614545886","2079-2085","11",25,TRUE,TRUE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000806","yes",,"yes",,"yes",,"osf.io/48kyp","yes",,"osf.io/48kyp","yes",,"yes",,"yes","Open Science Framework","nguyenlam: There was a link to ""supplementary material "" at the journal's website - this link was ignored, since it just contains additional analysis, instead of data.; oliver: (no note made)",2018,"Spektor, Mikhail S.; Kellen, David; Hotaling, Jared M.","When the Good Looks Bad: An Experimental Exploration of the Repulsion Effect","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618779041","1309-1320","8",29,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000807","yes",,"yes",,"yes",,"osf.io/x9h8b","yes",,"osf.io/x9h8b","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Knapen, Jill E. P.; Blaker, Nancy M.; Van Vugt, Mark","The Napoleon Complex: When Shorter Men Take More","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618772822","1134-1144","7",29,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000808","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","yes",,"yes",,"yes","Harvard Dataverse","evelyn: I didn't have any problems with this article; kongmanas: There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.; michelle: I didn't have any problems with this article",2019,"Piatak, Jaclyn; Mohr, Zachary","More gender bias in academia? Examining the influence of gender and formalization on student worker rule following","Journal of Behavioral Public Administration","2576-6465","10.30636/jbpa.22.76",,"2",2,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000810","yes",,"yes",,"yes",,"osf.io/bqzpt","yes",,"osf.io/bqzpt","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; michelle: Data zip file could not be downloaded",2016,"Olsson, Andreas; McMahon, Kibby; Papenberg, Goran; Zaki, Jamil; Bolger, Niall; Ochsner, Kevin N.","Vicarious Fear Learning Depends on Empathic Appraisals and Trait Empathy","Psychological Science","0956-7976","10.1177/0956797615604124","25-33","1",27,TRUE,FALSE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000811","yes",,"yes",,"yes",,"osf.io/u3byh","yes",,"osf.io/u3byh","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); oliver: (no note made); phuong: I didn't have any problems with this article",2018,"Kardas, Michael; O’Brien, Ed","Easier Seen Than Done: Merely Watching Others Perform Can Foster an Illusion of Skill Acquisition","Psychological Science","0956-7976, 1467-9280","10.1177/0956797617740646","521-536","4",29,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a000812","yes",,"yes",,"yes",,"osf.io/7vef5","yes",,"osf.io/7vef5","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Schmidt, Fabian T. C.; Nagy, Gabriel; Fleckenstein, Johanna; Möller, Jens; Retelsdorf, Jan","Same Same, but Different? Relations Between Facets of Conscientiousness and Grit","European Journal of Personality","1099-0984","10.1002/per.2171","705-720","6",32,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000814","yes",,"yes",,"yes",,"discover.ukdataservice.ac.uk/series/?sn=200001","yes",,"beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001","other","An account is required for access","no",,"yes","UK Data Service","oliver: (no note made); oliver: (no note made); phuong: 2 links were for data of 2 studies; phuong: 2 links were for data of 2 studies; steve: Account required to access data; steve: Account required to access data",2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.","Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies","Psychological Science","0956-7976","10.1177/0956797615569001","709-723","6",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","yes","account","yes"
"a000814","yes",,"yes",,"yes",,"discover.ukdataservice.ac.uk/series/?sn=2000032","yes",,"beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032","other","An account is required for access","no",,"yes","UK Data Service","oliver: (no note made); oliver: (no note made); phuong: 2 links were for data of 2 studies; phuong: 2 links were for data of 2 studies; steve: Account required to access data; steve: Account required to access data",2015,"Daly, Michael; Delaney, Liam; Egan, Mark; Baumeister, Roy F.","Childhood Self-Control and Unemployment Throughout the Life Span: Evidence From Two British Cohort Studies","Psychological Science","0956-7976","10.1177/0956797615569001","709-723","6",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","yes","account","yes"
"a000816","yes",,"yes",,"yes",,"osf.io/yg82m","yes",,"osf.io/yg82m","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; michelle: I didn't have any problems with this article",2017,"Kool, Wouter; Gershman, Samuel J.; Cushman, Fiery A.","Cost-Benefit Arbitration Between Multiple Reinforcement-Learning Systems","Psychological Science","0956-7976","10.1177/0956797617708288","1321-1333","9",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000817","yes",,"yes",,"yes",,"osf.io/z9ikh","yes",,"osf.io/z9ikh","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); phuong: There are 2 links but same hyperlink to data",2015,"Jara-Ettinger, Julian; Tenenbaum, Joshua B.; Schulz, Laura E.","Not So Innocent: Toddlers’ Inferences About Costs and Culpability","Psychological Science","0956-7976","10.1177/0956797615572806","633-640","5",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000818","yes",,"yes",,"yes",,"osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","yes",,"osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Stricker, Johannes; Buecker, Susanne; Schneider, Michael; Preckel, Franzis","Multidimensional Perfectionism and the Big Five Personality Traits: A Meta-analysis","European Journal of Personality","1099-0984","10.1002/per.2186","176-196","2",33,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000822","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/MTQEE1","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1","yes",,"yes",,"yes","Harvard Dataverse","adrian: Ok; evelyn: I didn't have any problems with this article",2019,"Jones, Bradford; Victor, Kristina Flores; Vannette, David","Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?","American Journal of Political Science","1540-5907","10.1111/ajps.12465","740-757","4",63,TRUE,TRUE,FALSE,FALSE,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000823","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","yes",,"yes",,"yes","Harvard Dataverse","adrian: (no note made); oliver: (no note made)",2018,"Druckman, James N.; Trawalter, Sophie; Montes, Ivonne; Fredendall, Alexandria; Kanter, Noah; Rubenstein, Allison Paige","Racial bias in sport medical staff’s perceptions of others’ pain","The Journal of Social Psychology","0022-4545","10.1080/00224545.2017.1409188","721-729","6",158,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000824","yes",,"yes",,"yes",,"osf.io/pz4he","yes",,"osf.io/pz4he","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; kongmanas: I didn't have any problems with this article",2017,"Everett, Jim A. C.; Ingbretsen, Zach; Cushman, Fiery; Cikara, Mina","Deliberation erodes cooperative behavior — Even towards competitive out-groups, even when using a control condition, and even when eliminating selection bias","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.06.014","76-81",,73,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000826","yes",,"yes",,"yes",,"osf.io/dc5t8","yes",,"osf.io/dc5t8","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; matthew: No problems with this article",2019,"Yousif, Sami R.; Keil, Frank C.","The Additive-Area Heuristic: An Efficient but Illusory Means of Visual Area Approximation","Psychological Science","0956-7976","10.1177/0956797619831617","495-503","4",30,TRUE,TRUE,TRUE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000827","yes",,"yes",,"yes",,"osf.io/w24dm","yes",,"osf.io/w24dm","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); sophia: I didn't have any problems with this article",2016,"Letzring, Tera D.; Rone, Clifford C.; Colman, Douglas E.","Implications of fear of negative evaluation, state anxiety, and implied level of target-dominance on perceptions of personality traits","The Journal of Social Psychology","0022-4545","10.1080/00224545.2016.1140117","581-593","6",156,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000828","yes",,"yes",,"yes",,"osf.io/sgqsx","yes",,"osf.io/sgqsx","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; oliver: (no note made)",2017,"Elias, Elric; Dyer, Michael; Sweeny, Timothy D.","Ensemble Perception of Dynamic Emotional Groups","Psychological Science","0956-7976","10.1177/0956797616678188","193-203","2",28,TRUE,FALSE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000829","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SNLKUE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SNLKUE","yes",,"yes",,"yes","Harvard Dataverse","andy: No issues; steve: Straightforward, no issues",2018,"Balmas, Meital","Tell Me Who Is Your Leader, and I Will Tell You Who You Are: Foreign Leaders’ Perceived Personality and Public Attitudes toward Their Countries and Citizenry","American Journal of Political Science","1540-5907","10.1111/ajps.12354","499-514","2",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000831","yes",,"yes",,"no",,,,,,,,,,,,"michelle: Under open practices, it says: 'Materials and data for the experiment are available at (will be available upon publication).' But there is a link to supplementary data: at http://dx.doi.org/10.1016/j.jesp.2017.09.002.; oliver: (no note made); steve: Data availability statement in PDF and online says ""will be available upon publication"" - data could be found by searching online though: https://data.mendeley.com/datasets/bfgy9bk7n3/2",2018,"Ben-Avi, Nili; Toker, Sharon; Heller, Daniel","“If stress is good for me, it's probably good for you too”: Stress mindset and judgment of others' strain","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.09.002","98-110",,74,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","no",,,"no",,
"a000832","yes",,"yes",,"yes",,"osf.io/md9fk","yes",,"osf.io/md9fk","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Kumar, Amit; Epley, Nicholas","Undervaluing Gratitude: Expressers Misunderstand the Consequences of Showing Appreciation","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618772506","1423-1435","9",29,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a000833","yes",,"yes",,"yes",,"osf.io/rmnk2","yes",,"osf.io/rmnk2","yes",,"yes",,"yes","Open Science Framework","kongmanas: I didn't have any problems with this article; phuong: The data link was put in the footnote and the badge was in black & white",2019,"Uchihara, Takumi; Webb, Stuart; Yanagisawa, Akifumi","The Effects of Repetition on Incidental Vocabulary Learning: A Meta-Analysis of Correlational Studies","Language Learning","1467-9922","10.1111/lang.12343","559-599","3",69,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000834","yes",,"yes",,"yes",,"osf.io/anpbm","yes",,"osf.io/anpbm","yes",,"yes",,"yes","Open Science Framework","kongmanas: There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data; michelle: There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.103870.",2019,"Young, April D.; Monroe, Andrew E.","Autonomous morals: Inferences of mind predict acceptance of AI behavior in sacrificial moral dilemmas","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2019.103870","103870",,85,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000837","yes",,"yes",,"yes",,"osf.io/xm8dh","yes",,"osf.io/xm8dh","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Houtkoop, Bobby Lee; Chambers, Chris; Macleod, Malcolm; Bishop, Dorothy V. M.; Nichols, Thomas E.; Wagenmakers, Eric-Jan","Data Sharing in Psychology: A Survey on Barriers and Preconditions","Advances in Methods and Practices in Psychological Science","2515-2459","10.1177/2515245917751886","70-85","1",1,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000840","yes",,"yes",,"yes",,"osf.io/jqkg7/#","yes",,"osf.io/jqkg7","yes",,"yes",,"yes","Open Science Framework","michelle: Data not downloaded as file was too big; nguyenlam: Not have any problems - Large file (>300MB) but not take too long to download it. I have uploaded it on Drive folder.",2017,"Peters, Kim; Jetten, Jolanda; Radova, Dagmar; Austin, Kacie","Gossiping About Deviance: Evidence That Deviance Spurs the Gossip That Builds Bonds","Psychological Science","0956-7976","10.1177/0956797617716918","1610-1619","11",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000842","yes",,"yes",,"yes",,"osf.io/crsiz","yes",,"osf.io/crsiz","yes",,"yes",,"yes","Open Science Framework","evelyn: Data files exceeded 100MB; nguyenlam: - Not have any problems - Really good articles (I personally think that) - Large file (>500MB) but not take too long to download it. I have uploaded it on Drive folder.",2014,"Mueller, Pam A.; Oppenheimer, Daniel M.","The Pen Is Mightier Than the Keyboard: Advantages of Longhand Over Laptop Note Taking","Psychological Science","0956-7976","10.1177/0956797614524581","1159-1168","6",25,TRUE,TRUE,FALSE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000844","yes",,"yes",,"yes",,"osf.io/3r96f","yes",,"osf.io/3r96f","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2018,"Gottlieb, Sara; Lombrozo, Tania","Can Science Explain the Human Mind? Intuitive Judgments About the Limits of Science","Psychological Science","0956-7976","10.1177/0956797617722609","121-130","1",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000845","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:935657","other","Registration form required before data can be downloaded","yes",,"yes","IRIS","aniruddah: Redirects to home page of IRIS, but searching for authors leads to paper, and hence there are files that were downloaded.; evelyn: No data links provided; sophia: I didn't have any problems with this article; steve: Article just links to the IRIS homepage, searching required to find data/materials",2019,"Ven, Marco van de; Segers, Eliane; Verhoeven, Ludo","Enhanced Second Language Vocabulary Learning Through Phonological Specificity Training in Adolescents","Language Learning","1467-9922","10.1111/lang.12330","222-250","1",69,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","no","no",,
"a000846","yes",,"yes",,"yes",,"osf.io/nfqb9","yes",,"osf.io/nfqb9","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; oliver: (no note made)",2018,"Nave, Gideon; Minxha, Juri; Greenberg, David M.; Kosinski, Michal; Stillwell, David; Rentfrow, Jason","Musical Preferences Predict Personality: Evidence From Active Listening and Facebook Likes","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618761659","1145-1158","7",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a000848","yes",,"no",,"yes",,"doi.org/10.3886/E109001V5","yes",,"www.openicpsr.org/openicpsr/project/109001/version/V5/view","other","Account required, may need to be from an approved institution","no",,"yes","openICPSR","evelyn: Unable to download files without login; michelle: Login seems to be required to access data, but there was a supplementary data link: at https://doi.org/10.1016/j.jesp.2019.103869; steve: Apart from needing an account (but may not need approval), straightforward",2019,"Orvell, Ariana; Kross, Ethan; Gelman, Susan A.","“You” and “I” in a foreign land: The persuasive force of generic-you","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2019.103869","103869",,85,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes","yes","yes","yes","account","yes"
