"study_id","link_url_cleaned","resolved_url_cleaned","is_repository","repository_name"
"a000637","osf.io/35pf6","osf.io/35pf6","yes","Open Science Framework"
"a000638","osf.io/59wda","osf.io/59wda","yes","Open Science Framework"
"a000638","osf.io/ez3ku","osf.io/ez3ku","yes","Open Science Framework"
"a000639","osf.io/3r2q9","osf.io/3r2q9","yes","Open Science Framework"
"a000641","osf.io/tgmf6","osf.io/tgmf6","yes","Open Science Framework"
"a000642","osf.io/5yau4","osf.io/5yau4","yes","Open Science Framework"
"a000643","osf.io/jxad3","osf.io/jxad3","yes","Open Science Framework"
"a000645","osf.io/egtrb","osf.io/egtrb","yes","Open Science Framework"
"a000646","osf.io/zcbp7","osf.io/zcbp7","yes","Open Science Framework"
"a000649","osf.io/3qskj","osf.io/3qskj","yes","Open Science Framework"
"a000650","osf.io/tcuap","osf.io/tcuap","yes","Open Science Framework"
"a000651","osf.io/sqp6z","osf.io/sqp6z","yes","Open Science Framework"
"a000652","osf.io/x9kqz","osf.io/x9kqz","yes","Open Science Framework"
"a000653","osf.io/8jy6r","osf.io/8jy6r","yes","Open Science Framework"
"a000655","db.humanconnectome.org","db.humanconnectome.org/app/template/Login.vm","yes","ConnectomeDB, CCF"
"a000657","doi.org/10.7910/DVN/GDFJ4N","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GDFJ4N","yes","Harvard Dataverse"
"a000658","osf.io/9cxwb","osf.io/9cxwb","yes","Open Science Framework"
"a000660","osf.io/t86zx","osf.io/t86zx","yes","Open Science Framework"
"a000663","osf.io/z7kq2","osf.io/z7kq2","yes","Open Science Framework"
"a000664","osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957","osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957","yes","Open Science Framework"
"a000665","osf.io/8sxgu","osf.io/8sxgu","yes","Open Science Framework"
"a000665","osf.io/heun6","osf.io/heun6","yes","Open Science Framework"
"a000665","osf.io/p5fta","osf.io/p5fta","yes","Open Science Framework"
"a000667","osf.io/fhjyb","osf.io/fhjyb","yes","Open Science Framework"
"a000668","dx.doi.org/10.7910/DVN/TIXGF8","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TIXGF8","yes","Harvard Dataverse"
"a000670","osf.io/9ej2c","osf.io/9ej2c","yes","Open Science Framework"
"a000671","osf.io/ftbhj","osf.io/ftbhj","yes","Open Science Framework"
"a000672","osf.io/73puw","osf.io/73puw","yes","Open Science Framework"
"a000673","doi.org/10.7910/DVN/HI1X4O","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O","yes","Harvard Dataverse"
"a000674","bit.ly/2JI8RlP","osf.io/jqpnm/?view_only=c20b81f66ad34e2ea0361574002e0bce","yes","Open Science Framework"
"a000675","dx.doi.org/10.7910/DVN/W1TDGZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W1TDGZ","yes","Harvard Dataverse"
"a000676","osf.io/fd6ue","osf.io/fd6ue","yes","Open Science Framework"
"a000678","dataverse.harvard.edu/dataverse/JBPA","dataverse.harvard.edu/dataverse/JBPA","yes","Harvard Dataverse"
"a000681","doi.org/10.5281/zenodo.3371710","zenodo.org/record/3371710","yes","Zenodo"
"a000682","osf.io/7gvkt","osf.io/7gvkt","yes","Open Science Framework"
"a000683","archaeologydataservice.ac.uk/archives/view/urubici_na_2015","archaeologydataservice.ac.uk/archives/view/urubici_na_2015","yes","Archaeology Data Service"
"a000684","doi.org/10.7910/DVN/DZ1NFG","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DZ1NFG","yes","Harvard Dataverse"
"a000686","doi.org/10.5281/zenodo.3548752","zenodo.org/record/3548752","yes","Zenodo"
"a000686","doi.org/10.5281/zenodo.3548883","zenodo.org/record/3548883","yes","Zenodo"
"a000686","doi.org/10.5281/zenodo.3548898","zenodo.org/record/3548898","yes","Zenodo"
"a000686","doi.org/10.5281/zenodo.3548902","zenodo.org/record/3548902","yes","Zenodo"
"a000687","doi.org/10.17605/OSF.IO/WCJSF","osf.io/wcjsf","yes","Open Science Framework"
"a000688","iris-database.org","iris-database.org/iris/app/home/detail?id=york:936142","yes","IRIS"
"a000689","osf.io/6myfj","osf.io/6myfj","yes","Open Science Framework"
"a000689","osf.io/tk67x","osf.io/tk67x","yes","Open Science Framework"
"a000692","data.mendeley.com/datasets/7j6bn6tx8f/1","data.mendeley.com/datasets/7j6bn6tx8f/1","yes","Mendeley"
"a000694","osf.io/7nwa6","osf.io/7nwa6","yes","Open Science Framework"
"a000696","citsci.geog.mcgill.ca","citsci.geog.mcgill.ca","no",
"a000698","catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd","catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd","yes","CEDA Archive"
"a000700","osf.io/8y2ga","osf.io/8y2ga","yes","Open Science Framework"
"a000702","dx.doi.org/10.7910/DVN/DJ2DPZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DJ2DPZ","yes","Harvard Dataverse"
"a000703","doi.org/10.25592/uhhfdm.139","www.fdr.uni-hamburg.de/record/139","yes","Research Data Repository (Universität Hamburg)"
"a000703","osf.io/79gn4","osf.io/79gn4","yes","Open Science Framework"
"a000704","osf.io/54jd9","osf.io/54jd9","yes","Open Science Framework"
"a000705","osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90","osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90","yes","Open Science Framework"
"a000706","osf.io/bmpj9","osf.io/bmpj9","yes","Open Science Framework"
"a000708","osf.io/vkmep","osf.io/vkmep","yes","Open Science Framework"
"a000709","osf.io/n8spz","osf.io/n8spz","yes","Open Science Framework"
"a000710","osf.io/btkjw","osf.io/btkjw","yes","Open Science Framework"
"a000712","osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b","osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b","yes","Open Science Framework"
"a000713","doi.org/10.17605/OSF.IO/EMF9H","osf.io/emf9h","yes","Open Science Framework"
"a000714","osf.io/7wazk","osf.io/7wazk","yes","Open Science Framework"
"a000716","osf.io/r5kcn","osf.io/r5kcn","yes","Open Science Framework"
"a000717","doi.org/10.18113/D3W375","www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171","yes","Data Commons (The Pennsylvania State University)"
"a000718","osf.io/cdyf9","osf.io/cdyf9","yes","Open Science Framework"
"a000718","osf.io/df74g","osf.io/df74g","yes","Open Science Framework"
"a000718","osf.io/djxyg","osf.io/djxyg","yes","Open Science Framework"
"a000718","osf.io/v9b7j","osf.io/v9b7j","yes","Open Science Framework"
"a000719","osf.io/ah54c","osf.io/ah54c","yes","Open Science Framework"
"a000720","10.6084/m9.figshare.7854731","figshare.com/articles/Attachment/7854731","yes","Figshare"
"a000721","osf.io/4ufvz","osf.io/4ufvz","yes","Open Science Framework"
"a000722","n2t.net/ark:/13030/m5bc629d","merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d","yes","Merritt (University of California)"
"a000723","osf.io/9p6t5","osf.io/9p6t5","yes","Open Science Framework"
"a000724","doi.org/10.7910/DVN/OKZMIY","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY","yes","Harvard Dataverse"
"a000726","osf.io/zkfhs","osf.io/zkfhs","yes","Open Science Framework"
"a000727","osf.io/8n7ev","osf.io/8n7ev","yes","Open Science Framework"
"a000728","osf.io/r8a24","osf.io/r8a24","yes","Open Science Framework"
"a000729","osf.io/yvtp2","osf.io/yvtp2","yes","Open Science Framework"
"a000730","dx.doi.org/10.17605/osf.io/hzpgy","osf.io/hzpgy","yes","Open Science Framework"
"a000731","osf.io/m7sdz","osf.io/m7sdz","yes","Open Science Framework"
"a000732","osf.io/xp6r7","osf.io/xp6r7","yes","Open Science Framework"
"a000734","osf.io/gjt37","osf.io/gjt37","yes","Open Science Framework"
"a000736","doi.org/10.7910/DVN/K7OCDX","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX","yes","Harvard Dataverse"
"a000737","dx.doi.org/10.7910/DVN/2XP8YF","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2XP8YF","yes","Harvard Dataverse"
"a000739","osf.io/jd4d2","osf.io/jd4d2","yes","Open Science Framework"
"a000740","osf.io/vyibm/files","osf.io/vyibm/files","yes","Open Science Framework"
"a000742","osf.io/tn3y5","osf.io/tn3y5","yes","Open Science Framework"
"a000743","osf.io/7ugsk","osf.io/7ugsk","yes","Open Science Framework"
"a000745","hppt://www.osf.io/uqg5m/#))","osf.io/uqg5m","yes","Open Science Framework"
"a000746","osf.io/ys8ct/wiki/home","osf.io/ys8ct/wiki/home","yes","Open Science Framework"
"a000747","osf.io/5bdwk","osf.io/5bdwk","yes","Open Science Framework"
"a000748","osf.io/aegr4","osf.io/aegr4","yes","Open Science Framework"
"a000749","osf.io/pdsmw","osf.io/pdsmw","yes","Open Science Framework"
"a000750","osf.io.yiupc","osf.io/yiupc","yes","Open Science Framework"
"a000750","osf.io/4fb7d","osf.io/4fb7d","yes","Open Science Framework"
"a000753","osf.io/8w4vq","osf.io/8w4vq","yes","Open Science Framework"
"a000754","osf.io/8bqaj","osf.io/8bqaj","yes","Open Science Framework"
"a000755","osf.io/hguz4","osf.io/hguz4","yes","Open Science Framework"
"a000757","osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0","osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0","yes","Open Science Framework"
"a000759","bit.ly/music_entropy_MMN","osf.io/my6te","yes","Open Science Framework"
"a000760","doi.org/10.7910/DVN/PGXO5O","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGXO5O","yes","Harvard Dataverse"
"a000761","osf.io/qe5nw","osf.io/qe5nw","yes","Open Science Framework"
"a000764","doi.org/10.6084/m9.figshare.6818228.v1","figshare.com/articles/Contingent_attentional_engagement_stimulus-_and_goal-driven_capture_have_qualitatively_different_consequences_-_data_from_3_experiments/6818228/1","yes","Figshare"
"a000765","osf.io/yck8s","osf.io/yck8s","yes","Open Science Framework"
"a000766","osf.io/zny2m","osf.io/zny2m","yes","Open Science Framework"
"a000767","osf.io/ftsrd","osf.io/ftsrd","yes","Open Science Framework"
"a000768","osf.io/maf3d","osf.io/maf3d","yes","Open Science Framework"
"a000769","data.mendeley.com/datasets/snkgkt9t4c/1","data.mendeley.com/datasets/snkgkt9t4c/1","yes","Mendeley"
"a000770","doi:10.7910/DVN/TJKIWN","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJKIWN","yes","Harvard Dataverse"
"a000771","osf.io/ycx49","osf.io/ycx49","yes","Open Science Framework"
"a000772","osf.io/43fmu","osf.io/43fmu","yes","Open Science Framework"
"a000773",,,,
"a000775","osf.io/ef78n","osf.io/ef78n","yes","Open Science Framework"
"a000776","doi.org/10.7910/DVN/9IKGYY","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY","yes","Harvard Dataverse"
"a000777","dx.doi.org/10.7910/DVN/LWED0F","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6","yes","Harvard Dataverse"
"a000778","osf.io/fc8yt","osf.io/fc8yt","yes","Open Science Framework"
"a000779","osf.io/g5fvw","osf.io/g5fvw","yes","Open Science Framework"
"a000780","osf.io/zc47d","osf.io/zc47d","yes","Open Science Framework"
"a000783","osf.io/gm95y","osf.io/gm95y","yes","Open Science Framework"
"a000784","sro.sussex.ac.uk/id/eprint/74811","sro.sussex.ac.uk/id/eprint/74811","no",
"a000785","iris-database.org","iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r","yes","IRIS"
"a000787","osf.io/gm5j6","osf.io/gm5j6","yes","Open Science Framework"
"a000788","osf.io/z4dxa","osf.io/z4dxa","yes","Open Science Framework"
"a000789","osf.io/fq7mb","osf.io/fq7mb","yes","Open Science Framework"
"a000792","10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d","catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d","yes","Environmental Information Data Centre (UKCEH)"
"a000792","10.5285/3b90962e-6fc8-4251-853e-b9683e37f790","catalogue.ceh.ac.uk/documents/3b90962e-6fc8-4251-853e-b9683e37f790","yes","Environmental Information Data Centre (UKCEH)"
"a000792","10.5285/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2","catalogue.ceh.ac.uk/documents/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2","yes","Environmental Information Data Centre (UKCEH)"
"a000792","10.5285/e911196a-b371-47b1-968c-661eb600d83b","catalogue.ceh.ac.uk/documents/e911196a-b371-47b1-968c-661eb600d83b","yes","Environmental Information Data Centre (UKCEH)"
"a000792","10.5285/f52f012d‐9f2e‐42cc‐b628‐9cdea4fa3ba0","catalogue.ceh.ac.uk/documents/f52f012d-9f2e-42cc-b628-9cdea4fa3ba0","yes","Environmental Information Data Centre (UKCEH)"
"a000792","10.5285/f6cac471-7d92-4e6d-be8a-9f7887143058","catalogue.ceh.ac.uk/documents/f6cac471-7d92-4e6d-be8a-9f7887143058","yes","Environmental Information Data Centre (UKCEH)"
"a000793","doi.org/10.1016/j.evolhumbehav.2018.03.007","www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub","no",
"a000793","osf.io/egjwv","osf.io/egjwv","yes","Open Science Framework"
"a000793","osf.io/n4hj6","osf.io/n4hj6","yes","Open Science Framework"
"a000794","osf.io/sy6ue","osf.io/sy6ue","yes","Open Science Framework"
"a000796","osf.io/pszjz","osf.io/pszjz","yes","Open Science Framework"
"a000797","osf.io/hymkc","osf.io/hymkc","yes","Open Science Framework"
"a000799","osf.io/6s8tc","osf.io/6s8tc","yes","Open Science Framework"
"a000801","osf.io/28ejf","osf.io/28ejf","yes","Open Science Framework"
"a000803","osf.io/n9xep","osf.io/n9xep","yes","Open Science Framework"
"a000804","osf.io/9k3sw","osf.io/9k3sw","yes","Open Science Framework"
"a000806","osf.io/48kyp","osf.io/48kyp","yes","Open Science Framework"
"a000807","osf.io/x9h8b","osf.io/x9h8b","yes","Open Science Framework"
"a000808","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","yes","Harvard Dataverse"
"a000810","osf.io/bqzpt","osf.io/bqzpt","yes","Open Science Framework"
"a000811","osf.io/u3byh","osf.io/u3byh","yes","Open Science Framework"
"a000812","osf.io/7vef5","osf.io/7vef5","yes","Open Science Framework"
"a000814","discover.ukdataservice.ac.uk/series/?sn=200001","beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001","yes","UK Data Service"
"a000814","discover.ukdataservice.ac.uk/series/?sn=2000032","beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032","yes","UK Data Service"
"a000816","osf.io/yg82m","osf.io/yg82m","yes","Open Science Framework"
"a000817","osf.io/z9ikh","osf.io/z9ikh","yes","Open Science Framework"
"a000818","osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","yes","Open Science Framework"
"a000822","doi.org/10.7910/DVN/MTQEE1","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1","yes","Harvard Dataverse"
"a000823","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","yes","Harvard Dataverse"
"a000824","osf.io/pz4he","osf.io/pz4he","yes","Open Science Framework"
"a000826","osf.io/dc5t8","osf.io/dc5t8","yes","Open Science Framework"
"a000827","osf.io/w24dm","osf.io/w24dm","yes","Open Science Framework"
"a000828","osf.io/sgqsx","osf.io/sgqsx","yes","Open Science Framework"
"a000829","doi.org/10.7910/DVN/SNLKUE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SNLKUE","yes","Harvard Dataverse"
"a000831",,,,
"a000832","osf.io/md9fk","osf.io/md9fk","yes","Open Science Framework"
"a000833","osf.io/rmnk2","osf.io/rmnk2","yes","Open Science Framework"
"a000834","osf.io/anpbm","osf.io/anpbm","yes","Open Science Framework"
"a000837","osf.io/xm8dh","osf.io/xm8dh","yes","Open Science Framework"
"a000840","osf.io/jqkg7/#","osf.io/jqkg7","yes","Open Science Framework"
"a000842","osf.io/crsiz","osf.io/crsiz","yes","Open Science Framework"
"a000844","osf.io/3r96f","osf.io/3r96f","yes","Open Science Framework"
"a000845","iris-database.org","iris-database.org/iris/app/home/detail?id=york:935657","yes","IRIS"
"a000846","osf.io/nfqb9","osf.io/nfqb9","yes","Open Science Framework"
"a000848","doi.org/10.3886/E109001V5","www.openicpsr.org/openicpsr/project/109001/version/V5/view","yes","openICPSR"
"a000849","dx.doi.org/10.7910/DVN/NQOWDE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z","yes","Harvard Dataverse"
"a000850","doi.org/10.7910/DVN/RYNSDG","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG","yes","Harvard Dataverse"
"a000851","iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search","www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search","yes","IRIS"
"a000853","doi.org/10.7910/DVN/3DMNPE","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DMNPE","yes","Harvard Dataverse"
"a000856","osf.io/fdhru","osf.io/fdhru","yes","Open Science Framework"
"a000857","doi.org/10.7910/DVN/CPVIOF","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF","yes","Harvard Dataverse"
"a000858","osf.io/g8xyt","osf.io/g8xyt","yes","Open Science Framework"
"a000860","osf.io/trwb4","osf.io/trwb4","yes","Open Science Framework"
"a000861","osf.io/qh896","osf.io/qh896","yes","Open Science Framework"
"a000862","osf.io/x5stj","osf.io/x5stj","yes","Open Science Framework"
"a000863","osf.io/v4qys","osf.io/v4qys","yes","Open Science Framework"
"a000864","osf.io/m6vkg","osf.io/m6vkg","yes","Open Science Framework"
"a000865","osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75","osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75","yes","Open Science Framework"
"a000867","osf.io/dw5fm","osf.io/dw5fm","yes","Open Science Framework"
"a000872","osf.io/965xu","osf.io/965xu","yes","Open Science Framework"
"a000872","osf.io/mrq5g","osf.io/mrq5g","yes","Open Science Framework"
"a000872","osf.io/q8zx3","osf.io/q8zx3","yes","Open Science Framework"
"a000873","osf.io/hjt65","osf.io/hjt65","yes","Open Science Framework"
"a000875","osf.io/yub2m","osf.io/yub2m","yes","Open Science Framework"
"a000876","osf.io/uane6","osf.io/uane6","yes","Open Science Framework"
"a000878","osf.io/uqmh4","osf.io/uqmh4","yes","Open Science Framework"
"a000879","osf.io/chpfn","osf.io/chpfn","yes","Open Science Framework"
"a000880","pisa2006.acer.edu.au/downloads.php",,,
"a000882","osf.io/nyq9j","osf.io/nyq9j","yes","Open Science Framework"
"a000883","doi.org/10.7910/DVN/MPQQC0","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MPQQC0","yes","Harvard Dataverse"
"a000885","osf.io/w59au","osf.io/w59au","yes","Open Science Framework"
"a000886","doi.org/10.5281/zenodo.2591593","zenodo.org/record/2591594","yes","Zenodo"
"a000887","osf.io/3xgtk","osf.io/3xgtk","yes","Open Science Framework"
"a000891","osf.io/e2a6h","osf.io/e2a6h","yes","Open Science Framework"
"a000892","dx.doi.org/10.17605/OSF.IO/JTZU8","osf.io/jtzu8","yes","Open Science Framework"
"a000893","osf.io/9djq5","osf.io/9djq5","yes","Open Science Framework"
"a000897","osf.io/khdvj","osf.io/khdvj","yes","Open Science Framework"
"a000898","dx.doi.org/10.5284/1027216","archaeologydataservice.ac.uk/archives/view/austarch_na_2014","yes","Archaeology Data Service"
"a000899","osf.io/h2xpu","osf.io/h2xpu","yes","Open Science Framework"
"a000900","osf.io/e2yza","osf.io/e2yza","yes","Open Science Framework"
"a000901","dx.doi.org/10.7910/DVN/GZA3GY","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GZA3GY","yes","Harvard Dataverse"
"a000902","osf.io/xq28a","osf.io/xq28a","yes","Open Science Framework"
"a000904","dataverse.nl/dvn/dv/chemosignaling","dataverse.nl/dataverse/chemosignaling","yes","DataverseNL"
"a000905","osf.io/pfuyq","osf.io/pfuyq","yes","Open Science Framework"
"a000906","dx.doi.org/10.7910/DVN/NS3NMH","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH","yes","Harvard Dataverse"
"a000909","dx.doi.org/10.7910/DVN/UQAIZI","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UQAIZI","yes","Harvard Dataverse"
"a000910","data.mendeley.com/datasets/xyx2x7hhtm/1","data.mendeley.com/datasets/xyx2x7hhtm/1","yes","Mendeley"
"a000911","osf.io/kxdm9","osf.io/kxdm9","yes","Open Science Framework"
"a000912","osf.io/csfmd","osf.io/csfmd","yes","Open Science Framework"
"a000914","github.com/dyurovsky/noisy-kids","github.com/dyurovsky/noisy-kids","yes","Github"
"a000914","osf.io/96cx7","osf.io/96cx7","yes","Open Science Framework"
"a000915","osf.io/a9fmd","osf.io/a9fmd","yes","Open Science Framework"
"a000916","osf.io/jkktw","osf.io/jkktw","yes","Open Science Framework"
"a000918","doi.org/10.7910/DVN/ACYZIC","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ACYZIC","yes","Harvard Dataverse"
"a000919","osf.io/usgz3","osf.io/usgz3","yes","Open Science Framework"
"a000920","osf.io/zpjbg","osf.io/q82nf","yes","Open Science Framework"
"a000923","doi.org/10.7910/DVN/MYDZNF","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF","yes","Harvard Dataverse"
"a000924","osf.io/j8zge","osf.io/j8zge","yes","Open Science Framework"
"a000925","doi.org/10.7910/DVN/TJ1ZXX","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJ1ZXX","yes","Harvard Dataverse"
"a000926","doi.org/10.7910/DVN/J2FA5R","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J2FA5R","yes","Harvard Dataverse"
"a000929","osf.io/nxrsj","osf.io/nxrsj","yes","Open Science Framework"
"a000930","osf.io/ujpyn","osf.io/ujpyn","yes","Open Science Framework"
"a000931","osf.io/9bsa7","osf.io/9bsa7","yes","Open Science Framework"
"a000932","dataverse.harvard.edu/dataverse/laughterperception","dataverse.harvard.edu/dataverse/laughterperception","yes","Harvard Dataverse"
"a000933","doi.org/10.5683/SP/OQDRJG","dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP/OQDRJG","yes","Scholars Portal Dataverse"
"a000934","osf.io/j479p","osf.io/j479p","yes","Open Science Framework"
"a000935","osf.io/pg9ca","accounts.osf.io/login?service=https://osf.io/pg9ca","yes","Open Science Framework"
"a000936","osf.io/7rajd","osf.io/7rajd","yes","Open Science Framework"
"a000937","osf.io/7p896","osf.io/7p896","yes","Open Science Framework"
"a000938","osf.io/u8h5e","osf.io/u8h5e","yes","Open Science Framework"
"a000939","osf.io/gdyu4","osf.io/gdyu4","yes","Open Science Framework"
"a000940","osf.io/ea99d","osf.io/ea99d","yes","Open Science Framework"
"a000941","osf.io/abq5f","osf.io/abq5f","yes","Open Science Framework"
"a000942","zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj","zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj","yes","Zenodo"
"a000942","zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k","zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k","yes","Zenodo"
"a000942","zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_","zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_","yes","Zenodo"
"a000942","zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV","zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV","yes","Zenodo"
