study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a001264,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5kbx6/,yes,NA,https://osf.io/5kbx6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001317,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/j25fh/,yes,NA,https://osf.io/j25fh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001425,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,osf.io/t7jjk,yes,NA,https://osf.io/t7jjk/,yes,NA,OSF,yes,NA,yes,NA,NA
a001425,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,http://www.oecd.org/pisa/data/2015database/,yes,NA,http://www.oecd.org/pisa/data/2015database/,yes,NA,OECD,yes,NA,other,Did not download as there were 22 separate files and some were over 100 MB,"Did not download all files, but downloaded files from first link"
a001428,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8eqtc,yes,NA,https://osf.io/8eqtc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001430,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id= S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76- 0023d5b2081a,yes,NA,https://data.mendeley.com/,yes,NA,MENDELEY,other,"Directed to home page, appears that login is required to access data",no,NA,"Need to login to access data, and there was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2018.01.007"
a001558,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4awze,yes,NA,https://osf.io/4awze/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001609,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/AGIMGY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AGIMGY,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a001613,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4m2bq/,yes,NA,https://osf.io/4m2bq/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000017,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/yw9us,yes,NA,https://osf.io/yw9us/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000042,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/a8sv7/?view_only=cf0e445e30354e22bb53b82242fd94d8,yes,NA,https://osf.io/a8sv7/?view_only=cf0e445e30354e22bb53b82242fd94d8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000088,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6u4wh,yes,NA,https://osf.io/6u4wh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000099,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4dau5/,yes,NA,https://osf.io/4dau5/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000104,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/kenswan,yes,NA,https://dataverse.harvard.edu/dataverse/kenswan,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000108,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5061/dryad.cn20jv8,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.cn20jv8,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article
a000228,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/8juyc/,yes,NA,https://osf.io/8juyc/,yes,NA,OSF,yes,NA,yes,NA,NA
a000228,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/7wfxj/,yes,NA,https://osf.io/7wfxj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000230,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gq7z2,yes,NA,https://osf.io/gq7z2,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000264,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/kszge,yes,NA,https://osf.io/kszge/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000282,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/szvxd/,yes,NA,https://osf.io/szvxd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000317,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/fsadm/,yes,NA,https://osf.io/fsadm/,yes,NA,OSF,yes,NA,other,"All but one of the files are downloaded, as the file size exceed 100MB",One file not downloaded as size too big
a000335,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/6fgnq,yes,NA,https://osf.io/6fgnq/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000342,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xyh24/,yes,NA,https://osf.io/xyh24/,yes,NA,OSF,yes,NA,yes,NA,"There was links to ""supplementary data""  - this link was ignored, as there was an explicit link to the open data. Supplementary data links: https://doi.org/10.1016/j.jesp.2017.09.008 and https://osf.io/xyh24/"
a000350,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/5gtyv,yes,NA,https://osf.io/5gtyv/,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary data""  - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2019.04.010"
a000357,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2jme8/,yes,NA,https://osf.io/2jme8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000412,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fzmsa/,yes,NA,https://osf.io/fzmsa/,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary data""  - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2019.103855"
a000484,michelle,2020-04-07,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is a the text 'Open Data' with a hyperlink",yes,NA,1,1,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,UNI HAMBURG,yes,NA,yes,NA,"No explicit statement saying data was available, but hyperlinks existed that linked to a site where data could be downloaded"
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,http://osf.io/5itqa,yes,NA,https://osf.io/5itqa,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,http://osf.io/8q769,yes,NA,https://osf.io/8q769,yes,NA,OSF,yes,NA,yes,NA,NA
a000515,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7bujx/,yes,NA,https://osf.io/7bujx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000529,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/SSEN5A,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SSEN5A,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000731,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/m7sdz/,yes,NA,https://osf.io/m7sdz,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000797,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/hymkc,yes,NA,https://osf.io/hymkc/,yes,NA,OSF,yes,NA,yes,NA,NA
a000797,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,10.17605/OSF.IO/HYMKC,no,Says the site cannot be reached,NA,NA,NA,NA,NA,NA,NA,NA,"Second data link is not working; There is a link to supplementary data link, but was ignored as there was already a link to open data - supplementary data link: at https://doi.org/10.1016/j.jesp.2017.11.009."
a000816,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yg82m/,yes,NA,https://osf.io/yg82m,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000920,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zpjbg,yes,NA,https://osf.io/zpjbg,yes,NA,OSF,other,"On the link given in the article, the files have been removed because it contained data that couldn't be made public. However, a new link is provided: https://osf.io/q82nf, which has the data with the sensitive data removed",yes,NA,"No issues, but had to go through a new link to access data"
a000938,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/u8h5e,yes,NA,https://osf.io/u8h5e/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000990,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,http://the-data.harvard.edu/dvn/dv/communication.,yes,NA,https://dataverse.harvard.edu/dataverse/communication,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a001155,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/2bvt8/,yes,NA,https://osf.io/2bvt8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001155,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/zp76h/,yes,NA,https://osf.io/zp76h/,yes,NA,OSF,yes,NA,yes,NA,NA
a001160,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9KXM4/,yes,NA,https://osf.io/9KXM4/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001200,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5ybej/,yes,NA,https://osf.io/5ybej/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001231,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/esw34/,yes,NA,https://osf.io/esw34/,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary data""  - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.jesp.2018.07.014"
a001349,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rjdpc/,yes,NA,https://osf.io/rjdpc,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001350,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/fs93m/,yes,NA,https://osf.io/fs93m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001350,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/vnkaz/,yes,NA,https://osf.io/vnkaz/,yes,NA,OSF,yes,NA,yes,NA,NA
a001385,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/84zg3/,yes,NA,https://osf.io/84zg3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001387,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mytx9/,yes,NA,https://osf.io/mytx9/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001408,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rgsbj/,yes,NA,https://osf.io/rgsbj/,yes,NA,OSF,yes,NA,yes,NA,"There was a link to ""supplementary data""  - this link was ignored, as there was an explicit link to the open data. Supplementary data link: https://doi.org/10.1016/j.cortex.2019.01.018"
a001447,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/ICISE4,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ICISE4,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a001464,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/h7s5j,yes,NA,https://osf.io/h7s5j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001506,michelle,2020-04-08,yes,NA,yes,NA,other,"2 links but they essentially are the same website, text contains both https://osf.io/zg2su/files/ and https://osf.io/zg2su/",1,1,https://osf.io/zg2su/files/,yes,NA,https://osf.io/zg2su/files/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001536,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5ahzj,yes,NA,https://osf.io/5ahzj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001544,michelle,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jp8ew/,yes,NA,https://osf.io/jp8ew,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000020,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://reshare.ukdataservice.ac.uk/852658/,yes,NA,http://reshare.ukdataservice.ac.uk/852658/,yes,NA,UK DATA SERVICE,yes,NA,yes,NA,I didn't have any problems with this article
a000133,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,osf.io/453ds,yes,NA,https://osf.io/453ds/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000193,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/seqgd/,yes,NA,https://osf.io/seqgd,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000260,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,yes,NA,http://fcon_1000.projects.nitrc.org/indi/enhanced/access.html,yes,NA,INDI,other,Need to request access to retrieve data using a request access form,no,NA,"Could not download data, due to having to request for data"
a000293,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rt6w2/,yes,NA,https://osf.io/rt6w2/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big
a000338,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/KPJUFL,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KPJUFL,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000379,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/d7w8a/,yes,NA,https://osf.io/d7w8a,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000382,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t3csz/,yes,NA,https://osf.io/t3csz,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000411,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/8R3LTP,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8R3LTP,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000475,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,www.osf.io/qknug,yes,NA,https://osf.io/qknug,yes,NA,OSF,yes,NA,other,All file sizes exceeded 100MB,Did not download the files as the file sizes were too big
a000480,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/FS90RJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FS90RJ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000504,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,https://osf.io/8qzkc/?view_only=4f0b14f72e3940f38bfff87bfa2499c0,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000512,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,mendeley.com,yes,NA,https://www.mendeley.com/?interaction_required=true,yes,NA,MENDELEY,other,"Link in the article takes you to the general Mendeley website, unlike the other articles where the link takes you to specific data related to that article. Creation of account required",no,NA,"Registration required, and link gets you to the Mendeley home page rather than the site where the data for the article is. ""De-identified data', supplementary data link: at https://
doi.org/10.1016/j.jesp.2019.103820."
a000539,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/px8h3/,yes,NA,https://osf.io/px8h3/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big
a000558,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zuwxt/,yes,NA,https://osf.io/zuwxt/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000561,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ik356/,yes,NA,https://osf.io/ik356/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000577,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nmt5f/,yes,NA,https://osf.io/nmt5f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000594,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xzp9s,yes,NA,https://osf.io/xzp9s/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000638,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/59wda/,yes,NA,https://osf.io/59wda/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big; Link to analysis
a000936,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7rajd/,yes,NA,https://osf.io/7rajd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000945,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000979,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/aj2fx/,yes,NA,https://osf.io/aj2fx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001006,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yq5jw/,yes,NA,https://osf.io/yq5jw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001033,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bpj7m/,yes,NA,https://osf.io/bpj7m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001041,michelle,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/z53m4,yes,NA,https://osf.io/bvjny/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001049,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/X88LYH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a001056,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,osf.io/9fdhb,yes,NA,https://osf.io/9fdhb/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001147,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?id=3037337,no,Error 404 Page Not found,NA,NA,NA,NA,NA,NA,NA,NA,Error 404 - page not found
a001178,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t2856/,yes,NA,https://osf.io/t2856/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/dux3n/?view_only1⁄4452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/dux3n,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,"I believe this link is the exact same as the first link, but one of them is a 'view only' version. FIle size exceeded 100MB on this link as well (same files) - supplementary data link (was ignored as there was a link to open data): https://doi.org/10.1016/j.cortex.2019.09.012."
a001252,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jfxtr,yes,NA,https://osf.io/jfxtr/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001263,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tfwum/?view_only1⁄40cc13036c196453d940a4dafc35b715c,yes,NA,https://osf.io/tfwum/?view_only1%E2%81%8440cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big - supplementary data link (but ignored as open data link was provided): https://doi.org/10.1016/j.cortex.2019.06.004.
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,1,www.osf.io/p7xcj,yes,NA,https://osf.io/p7xcj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/cxc6f/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,Next 2 links - page was not found
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/y3zcn/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA
a001303,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4exy7,yes,NA,https://osf.io/4exy7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001412,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/u65by/,yes,NA,https://osf.io/u65by/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001449,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/34cd8/,yes,NA,https://osf.io/34cd8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001496,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/SRPTCV,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SRPTCV,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a001538,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,osf.io/ygzx3,yes,NA,https://osf.io/ygzx3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001539,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://github.com/BlackHershey/blink-TS,yes,NA,https://github.com/BlackHershey/blink-TS,yes,NA,GITHUB,yes,NA,yes,NA,I didn't have any problems with this article
a001564,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/n9sd6/,yes,NA,https://osf.io/n9sd6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000029,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/k67ba/,yes,NA,https://osf.io/k67ba/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000035,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9tu5r/,yes,NA,https://osf.io/9tu5r/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000036,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g9yrc,yes,NA,https://osf.io/g9yrc,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000082,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/anc5m/,yes,NA,https://osf.io/anc5m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000130,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/pr39h/,yes,NA,https://osf.io/pr39h/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000194,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6wxgf/,yes,NA,https://osf.io/6wxgf/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000199,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/p2z8a/,yes,NA,https://osf.io/p2z8a/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000229,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7c9bw/,yes,NA,https://osf.io/7c9bw/,yes,NA,OSF,yes,NA,other,"Downloaded most files, but there are a lot of different files that it took > 15 mins, a couple of files under 'Idan eng' and 'Idan foreign' left to download",Not all files downloaded due to lengthy time
a000231,michelle,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9SF3TI,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9SF3TI,yes,NA,HAVARD DATAVERSE,yes,NA,other,Files were not downloading even after > 15 minutes so did not continue,Did not download files
a000232,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/rfc6r,yes,NA,https://osf.io/rfc6r,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000232,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/bfefu,yes,NA,https://osf.io/bfefu,yes,NA,OSF,yes,NA,yes,NA,NA
a000328,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650.,yes,NA,https://osf.io/usfa5/?view_only=1f2e1994fc6247548499f47de64a2650,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000329,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gw9jh/,yes,NA,https://osf.io/gw9jh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000372,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9KSHOE,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
a000441,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/HUZGPJ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HUZGPJ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article
