study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned
a000897,yes,NA,yes,NA,yes,NA,osf.io/khdvj
a000898,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1027216
a000899,yes,NA,yes,NA,yes,NA,osf.io/h2xpu
a000900,yes,NA,yes,NA,yes,NA,osf.io/e2yza
a000901,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/GZA3GY
a000902,yes,NA,yes,NA,yes,NA,osf.io/xq28a
a000904,yes,NA,yes,NA,yes,NA,dataverse.nl/dvn/dv/chemosignaling
a000905,yes,NA,yes,NA,yes,NA,osf.io/pfuyq
a000906,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/NS3NMH
a000909,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/UQAIZI
a000910,yes,NA,yes,NA,yes,NA,data.mendeley.com/datasets/xyx2x7hhtm/1
a000911,yes,NA,yes,NA,yes,NA,osf.io/kxdm9
a000912,yes,NA,yes,NA,yes,NA,osf.io/csfmd
a000914,yes,NA,yes,NA,yes,NA,github.com/dyurovsky/noisy-kids
a000914,yes,NA,yes,NA,yes,NA,osf.io/96cx7
a000915,yes,NA,yes,NA,yes,NA,osf.io/a9fmd
a000916,yes,NA,yes,NA,yes,NA,osf.io/jkktw
a000918,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ACYZIC
a000919,yes,NA,yes,NA,yes,NA,osf.io/usgz3
a000920,yes,NA,yes,NA,yes,NA,osf.io/zpjbg
a000923,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/MYDZNF
a000924,yes,NA,yes,NA,yes,NA,osf.io/j8zge
a000925,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TJ1ZXX
a000926,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/J2FA5R
a000929,yes,NA,yes,NA,yes,NA,osf.io/nxrsj
a000930,yes,NA,yes,NA,yes,NA,osf.io/ujpyn
a000931,yes,NA,yes,NA,yes,NA,osf.io/9bsa7
a000932,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataverse/laughterperception
a000933,yes,NA,yes,NA,yes,NA,doi.org/10.5683/SP/OQDRJG
a000934,yes,NA,yes,NA,yes,NA,osf.io/j479p
a000935,yes,NA,yes,NA,yes,NA,osf.io/pg9ca
a000936,yes,NA,yes,NA,yes,NA,osf.io/7rajd
a000937,yes,NA,yes,NA,yes,NA,osf.io/7p896
a000938,yes,NA,yes,NA,yes,NA,osf.io/u8h5e
a000939,yes,NA,yes,NA,yes,NA,osf.io/gdyu4
a000940,yes,NA,yes,NA,yes,NA,osf.io/ea99d
a000941,yes,NA,yes,NA,yes,NA,osf.io/abq5f
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp
a000943,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/R3GZZW
a000944,yes,NA,yes,NA,yes,NA,osf.io/hp2wx
a000945,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND
a000946,yes,NA,yes,NA,yes,NA,osf.io/hd6fw
a000947,yes,NA,yes,NA,yes,NA,osf.io/4492y
a000948,yes,NA,yes,NA,yes,NA,osf.io/677jr
a000949,yes,NA,yes,NA,yes,NA,osf.io/r6idy
a000950,yes,NA,yes,NA,yes,NA,osf.io/32tsq
a000951,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1034389
a000952,yes,NA,no,NA,yes,NA,doi.org/10.1016/j.jrp.2018.04.007
a000954,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/2VF2J0
a000955,yes,NA,yes,NA,yes,NA,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7
a000957,yes,NA,yes,NA,yes,NA,osf.io/3wz2j
a000958,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XKC4R4
a000959,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.1184869
a000960,yes,NA,yes,NA,yes,NA,osf.io/f2n7c
a000961,yes,NA,other,"The link to data is part of the ""Acknowledgments"" section, at the very end - but the link is directly above where the badges have been placed, so the link is adjacent to the badges without being an explicit, separate data availability statement.",yes,NA,osf.io/zwrxc
a000962,yes,NA,yes,NA,yes,NA,osf.io/qch87
a000963,yes,NA,yes,NA,yes,NA,osf.io/wnu9f
a000964,yes,NA,yes,NA,yes,NA,osf.io/s5pv8
a000965,yes,NA,yes,NA,yes,NA,osf.io/b45ne
a000965,yes,NA,yes,NA,yes,NA,osf.io/b6n8t
a000965,yes,NA,yes,NA,yes,NA,osf.io/et9zk
a000965,yes,NA,yes,NA,yes,NA,osf.io/fs67k
a000965,yes,NA,yes,NA,yes,NA,osf.io/wfh5j
a000965,yes,NA,yes,NA,yes,NA,osf.io/z6ts7
a000966,yes,NA,yes,NA,yes,NA,osf.io/hr7vx
a000967,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/3R2QY
a000968,yes,NA,yes,NA,yes,NA,osf.io/gsxr6
a000969,yes,NA,yes,NA,yes,NA,osf.io/fyrq8
a000970,yes,NA,yes,NA,yes,NA,osf.io/zgq7m
a000971,yes,NA,yes,NA,yes,NA,osf.io/9dbsa
a000971,yes,NA,yes,NA,yes,NA,osf.io/nkfjy
a000973,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/F9ICHH
a000973,yes,NA,yes,NA,yes,NA,github.com/SMAPPNYU/echo_chambers
a000974,yes,NA,yes,NA,yes,NA,osf.io/xscvw
a000976,yes,NA,yes,NA,yes,NA,osf.io/3jhr7
a000977,yes,NA,yes,NA,yes,NA,osf.io/45mxw
a000979,yes,NA,yes,NA,yes,NA,osf.io/aj2fx
a000980,yes,NA,no,NA,no,NA,NA
a000981,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/WOI8EU
a000982,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/LZGQOH
a000983,yes,NA,no,NA,yes,NA,osf.io/5kpbj
a000984,yes,NA,yes,NA,yes,NA,osf.io/b247s
a000986,yes,NA,yes,NA,yes,NA,osf.io/t26xq
a000988,yes,NA,yes,NA,yes,NA,osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b
a000989,yes,NA,yes,NA,yes,NA,osf.io/73e54
a000990,yes,NA,yes,NA,yes,NA,thedata.harvard.edu/dvn/dv/communication
a000991,yes,NA,yes,NA,yes,NA,osf.io/4rmnv
a000992,yes,NA,yes,NA,yes,NA,osf.io/873fp
a000993,yes,NA,yes,NA,yes,NA,osf.io/72b89
a000996,yes,NA,no,NA,yes,NA,doi.org/10.1016/j.cortex.2019.08.018
a000997,yes,NA,yes,NA,yes,NA,osf.io/xmnyq
a000998,yes,NA,yes,NA,yes,NA,github.com/connorjmccabe/InterActive
a001000,yes,NA,yes,NA,yes,NA,osf.io/54skn/files
a001001,yes,NA,yes,NA,yes,NA,osf.io/ietwv
a001003,yes,NA,yes,NA,yes,NA,osf.io/dp2aq
a001004,yes,NA,yes,NA,yes,NA,osf.io/d3xb7
a001005,yes,NA,yes,NA,yes,NA,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9
a001006,yes,NA,yes,NA,yes,NA,osf.io/yq5jw
a001007,yes,NA,yes,NA,yes,NA,osf.io/m64ue
a001008,yes,NA,yes,NA,yes,NA,osf.io/9e3a9
a001009,yes,NA,yes,NA,yes,NA,osf.io/4chuy
a001010,yes,NA,yes,NA,yes,NA,DOI 10.17605/OSF.IO/EKV2D
a001011,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SBOMZD
a001013,yes,NA,yes,NA,yes,NA,osf.io/ebhku
a001014,yes,NA,yes,NA,yes,NA,osf.io/j7hdm
a001015,yes,NA,yes,NA,yes,NA,osf.io/9e5au
a001016,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/46ynjsp243/1
a001016,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/hv7mxpct6f/3
a001017,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2018.03.014
a001018,yes,NA,yes,NA,yes,NA,osf.io/8xg6m
a001020,yes,NA,yes,NA,yes,NA,osf.io/rh8pv
a001023,yes,NA,yes,NA,yes,NA,osf.io/eky4s
a001024,yes,NA,yes,NA,yes,NA,osf.io/9zpaj
a001025,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/DZN3S
a001025,yes,NA,yes,NA,yes,NA,osf.io/h2xry
a001026,yes,NA,yes,NA,yes,NA,osf.io/wc3sj
a001027,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR04652.v6
a001027,yes,NA,yes,NA,yes,NA,midus.colectica.org
a001028,yes,NA,yes,NA,yes,NA,osf.io/yb9cv
a001029,yes,NA,yes,NA,yes,NA,osf.io/craky
a001030,yes,NA,yes,NA,yes,NA,osf.io/wytek
a001031,yes,NA,yes,NA,yes,NA,osf.io/tv8ai
a001033,yes,NA,yes,NA,yes,NA,osf.io/bpj7m
a001034,yes,NA,yes,NA,yes,NA,osf.io/9mjtz
a001035,yes,NA,yes,NA,yes,NA,osf.io/g3dfy
a001036,yes,NA,yes,NA,yes,NA,osf.io/zxp9k
a001037,yes,NA,yes,NA,yes,NA,www.doi.org/10.17605/OSF.IO/R7CXZ
a001039,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/RYVAL1
a001040,yes,NA,yes,NA,yes,NA,osf.io/yw7d9
a001041,yes,NA,yes,NA,yes,NA,osf.io/bvjny
a001041,yes,NA,yes,NA,yes,NA,osf.io/z53m4
a001043,yes,NA,yes,NA,yes,NA,osf.io/4vk5x
a001044,yes,NA,yes,NA,yes,NA,osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d
a001045,yes,NA,yes,NA,yes,NA,osf.io/vgmjs
a001047,yes,NA,yes,NA,yes,NA,osf.io/tyjpc
a001048,yes,NA,yes,NA,yes,NA,osf.io/uw2t2
a001049,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/X88LYH
a001050,yes,NA,yes,NA,yes,NA,osf.io/6yhmp
a001051,yes,NA,no,NA,no,NA,NA
a001052,yes,NA,yes,NA,yes,NA,osf.io/735ru
a001053,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/JNEQYJ
a001055,yes,NA,yes,NA,yes,NA,osf.io/vk4hp
a001056,yes,NA,yes,NA,yes,NA,osf.io/9fdhb
a001057,yes,NA,yes,NA,yes,NA,doi:10.7910/DVN/FMJDCD
a001058,yes,NA,yes,NA,yes,NA,osf.io/8wtae
a001059,yes,NA,yes,NA,yes,NA,osf.io/8j7ub
a001060,yes,NA,yes,NA,yes,NA,figshare.com/s/18a543c101a17a1d5560
a001062,yes,NA,yes,NA,yes,NA,datadryad.org/resource/doi:10.5061/dryad.g7b40
a001063,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/KGIBK5
a001066,yes,NA,yes,NA,yes,NA,reshare.ukdataservice.ac.uk/852127
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/bdev3
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/v6z53
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/yuv2m
a001067,yes,NA,other,"Each study has a section within the body of the text called ""Open Science"" which includes the links, but they are easy to miss - no special statement at start or end",yes,NA,osf.io/zf2dp
a001068,yes,NA,yes,NA,yes,NA,osf.io/qek97
a001069,yes,NA,yes,NA,yes,NA,osf.io/m3neh
a001070,yes,NA,yes,NA,yes,NA,osf.io/q6gbw
a001071,yes,NA,yes,NA,yes,NA,osf.io/gjp53
a001072,yes,NA,yes,NA,yes,NA,osf.io/pe5d7
a001073,yes,NA,yes,NA,yes,NA,doi.org/10.17882/56796
a001076,yes,NA,yes,NA,yes,NA,osf.io/a63ez
a001081,yes,NA,yes,NA,yes,NA,osf.io/ptmqx
a001082,yes,NA,yes,NA,yes,NA,osf.io/m3x2b
a001083,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR04652.v7
a001083,yes,NA,yes,NA,yes,NA,doi.org/10.3886/ICPSR36346.v7
a001084,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/O6VHZZ
a001085,yes,NA,yes,NA,yes,NA,osf.io/5tfzh
a001086,yes,NA,yes,NA,yes,NA,figshare.com/articles/Fictional_First_Memories/6115676
a001087,yes,NA,yes,NA,yes,NA,osf.io/cmw75
a001087,yes,NA,yes,NA,yes,NA,osf.io/uxtq2
a001088,yes,NA,yes,NA,yes,NA,osf.io/fy5dk
a001091,yes,NA,yes,NA,yes,NA,osf.io/tu3nm
a001092,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TR4OUK
a001093,yes,NA,no,NA,yes,NA,osf.io/nmydf
a001094,yes,NA,yes,NA,yes,NA,osf.io/fpdbh
a001100,yes,NA,yes,NA,yes,NA,madata.bib.uni-mannheim.de/266
a001102,yes,NA,yes,NA,yes,NA,osf.io/a3c8h
a001103,yes,NA,yes,NA,yes,NA,osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb
a001104,yes,NA,yes,NA,yes,NA,bit.ly/2ljvoKP
a001106,yes,NA,yes,NA,yes,NA,osf.io/pfjsd
a001107,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/FTFJTV
a001109,yes,NA,yes,NA,yes,NA,osf.io/mcvt7/wiki/home
a001110,yes,NA,yes,NA,yes,NA,osf.io/pfh6r
a001111,yes,NA,yes,NA,yes,NA,hdl.handle.net/1959.13/1387620
a001112,yes,NA,yes,NA,yes,NA,osf.io/n2kxa
a001113,yes,NA,yes,NA,yes,NA,doi.org/10.5160/psychdata.zrce16dy99
a001113,yes,NA,yes,NA,yes,NA,osf.io/b8pu6
a001114,yes,NA,yes,NA,yes,NA,osf.io/axphc
a001115,yes,NA,yes,NA,yes,NA,osf.io/g2t36
a001116,yes,NA,yes,NA,yes,NA,cancercontrol.cancer.gov/brp/hbrb/flashe.html
a001116,yes,NA,yes,NA,yes,NA,osf.io/x3jav
a001118,yes,NA,yes,NA,yes,NA,osf.io/x6t4e
a001119,yes,NA,yes,NA,yes,NA,osf.io/bbf3c
a001121,yes,NA,yes,NA,yes,NA,iris-database.org
a001121,yes,NA,yes,NA,yes,NA,osf.io/97kur
a001122,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/4XI0UG
a001124,yes,NA,yes,NA,yes,NA,osf.io/r35tf
a001125,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/k29ty5nh48/1
a001127,yes,NA,yes,NA,yes,NA,osf.io/pxk8z
a001129,yes,NA,yes,NA,yes,NA,osf.io/7pw8r
a001131,yes,NA,yes,NA,yes,NA,github.com/carlsonrw/layTheories_altruism
a001132,yes,NA,yes,NA,yes,NA,osf.io/9z3nw
a001134,yes,NA,yes,NA,yes,NA,osf.io/e5r6f
a001135,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/26134
a001138,yes,NA,yes,NA,yes,NA,osf.io/pdy6b
a001138,yes,NA,yes,NA,yes,NA,osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4
a001138,yes,NA,yes,NA,yes,NA,osf.io/traf4
a001139,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.1186639
a001140,yes,NA,yes,NA,yes,NA,osf.io/t28bw
a001142,yes,NA,yes,NA,yes,NA,osf.io/c2gaf
a001144,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI
a001146,yes,NA,yes,NA,yes,NA,osf.io/zhf98
a001147,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?id=3037337
a001148,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/WKJJ3Z
a001149,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,DDBJ database accession no. DRP005397
a001149,yes,NA,yes,NA,other,Article contains both links and provides accession numbers to data resources without hyperlinks,www.irisdatabase.org/iris/app/home/detail?id=york:934328
a001150,yes,NA,yes,NA,yes,NA,osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c
a001151,yes,NA,yes,NA,yes,NA,osf.io/79sqe
a001152,yes,NA,yes,NA,yes,NA,osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe
a001154,yes,NA,yes,NA,no,NA,NA
a001155,yes,NA,yes,NA,yes,NA,osf.io/2bvt8
a001155,yes,NA,yes,NA,yes,NA,osf.io/zp76h
a001157,yes,NA,yes,NA,yes,NA,osf.io/y3kzd
a001158,yes,NA,yes,NA,yes,NA,osf.io/75mau
a001160,yes,NA,yes,NA,yes,NA,osf.io/9KXM4
a001161,yes,NA,yes,NA,yes,NA,osf.io/ckwjx
a001163,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1021668
a001166,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PGCVDP
a001168,yes,NA,yes,NA,yes,NA,osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02
a001170,yes,NA,yes,NA,yes,NA,osf.io/mxf5w
a001171,yes,NA,yes,NA,yes,NA,osf.io/d9jfz
a001173,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/S9MIJU
a001176,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataverse/AgreementIndiff
a001178,yes,NA,yes,NA,yes,NA,osf.io/t2856
a001179,yes,NA,yes,NA,yes,NA,osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf
a001180,yes,NA,yes,NA,yes,NA,osf.io/he8s7
a001181,yes,NA,yes,NA,yes,NA,osf.io/zpm9t
a001183,yes,NA,yes,NA,yes,NA,osf.io/3nkeh
a001184,yes,NA,yes,NA,yes,NA,osf.io/xg5rj/wiki/home
a001185,yes,NA,yes,NA,yes,NA,osf.io/g59s2
a001186,yes,NA,yes,NA,yes,NA,midus.colectica.org
a001187,yes,NA,yes,NA,yes,NA,osf.io/bw8sz
a001188,yes,NA,yes,NA,yes,NA,osf.io/z69fs
a001190,yes,NA,yes,NA,yes,NA,osf.io/98ta4
a001191,yes,NA,yes,NA,yes,NA,doi.pangaea.de/10.1594/PANGAEA.903123
a001194,yes,NA,yes,NA,yes,NA,osf.io/zucn5
a001195,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:934337
a001196,yes,NA,yes,NA,yes,NA,osf.io/rdfm3
a001197,yes,NA,yes,NA,yes,NA,osf.io/re48w
a001198,yes,NA,yes,NA,yes,NA,osf.io/qqq82
a001200,yes,NA,yes,NA,yes,NA,osf.io/5ybej
a001201,yes,NA,yes,NA,yes,NA,osf.io/9gyvd
a001202,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/UXYCH
a001206,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/6IOACK
a001211,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PL2XFD
a001214,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ZYRC8S
a001215,yes,NA,yes,NA,yes,NA,iris-database.org
a001215,yes,NA,yes,NA,yes,NA,osf.io/gwk45
a001216,yes,NA,yes,NA,yes,NA,osf.io/ydnfe
a001217,yes,NA,yes,NA,yes,NA,osf.io/hd42c
a001219,yes,NA,yes,NA,yes,NA,osf.io/ngm4h
a001220,yes,NA,yes,NA,yes,NA,osf.io/jmiwn
a001221,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/BAG0DS
a001223,yes,NA,yes,NA,yes,NA,osf.io/tde3r
a001224,yes,NA,yes,NA,yes,NA,osf.io/2ngs9/registrations
a001225,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/I1HVCJ
a001226,yes,NA,yes,NA,yes,NA,osf.io/nzp8t
a001227,yes,NA,yes,NA,yes,NA,osf.io/atx26
a001228,yes,NA,yes,NA,yes,NA,osf.io/6htsx
a001229,yes,NA,yes,NA,yes,NA,osf.io/vqke2
a001231,yes,NA,yes,NA,yes,NA,osf.io/esw34
a001232,yes,NA,yes,NA,yes,NA,osf.io/bnsqw
a001233,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TVZQG6
a001234,yes,NA,yes,NA,yes,NA,osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd
a001234,yes,NA,yes,NA,yes,NA,osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6
a001235,yes,NA,yes,NA,yes,NA,osf.io/49rmq
a001238,yes,NA,yes,NA,yes,NA,osf.io/ut382
a001239,yes,NA,yes,NA,yes,NA,osf.io/dux3n
a001239,yes,NA,yes,NA,yes,NA,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a
a001240,yes,NA,yes,NA,yes,NA,osf.io/v36a6
a001243,yes,NA,yes,NA,yes,NA,osf.io/nfh28
a001244,yes,NA,yes,NA,yes,NA,osf.io/5cfj6
a001245,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/OOIEAO
a001246,yes,NA,yes,NA,yes,NA,osf.io/e5bvj
a001247,yes,NA,yes,NA,yes,NA,iris-database.org
a001248,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/STXADQ
a001249,yes,NA,yes,NA,yes,NA,osf.io/wpf7t
a001250,yes,NA,yes,NA,yes,NA,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701
a001250,yes,NA,yes,NA,yes,NA,osf.io/wk9rp
a001252,yes,NA,yes,NA,yes,NA,osf.io/jfxtr
a001253,yes,NA,yes,NA,yes,NA,osf.io/4a6jk
a001257,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/VT4KJA
a001258,yes,NA,yes,NA,yes,NA,osf.io/c5bmm
a001259,yes,NA,yes,NA,yes,NA,osf.io/rstc5
a001260,yes,NA,yes,NA,yes,NA,osf.io/3cmz4
a001261,yes,NA,yes,NA,yes,NA,osf.io/849kq
a001263,yes,NA,yes,NA,yes,NA,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c
a001264,yes,NA,yes,NA,yes,NA,osf.io/5kbx6
a001265,yes,NA,no,NA,other,Online article has direct links to files,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv
a001265,yes,NA,no,NA,other,Online article has direct links to files,intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx
a001266,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/QO6EMT
a001268,yes,NA,no,NA,yes,NA,osf.io/cky7g
a001270,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/2E2M9Z
a001273,yes,NA,yes,NA,yes,NA,archaeologydataservice.ac.uk/archives/view/accord_ahrc_2015
a001274,yes,NA,yes,NA,yes,NA,psy.fsu.edu/~catlab/alienssoa_pub/index.php
a001275,yes,NA,yes,NA,yes,NA,osf.io/dxvrq
a001277,yes,NA,yes,NA,yes,NA,osf.io/45gch
a001278,yes,NA,yes,NA,yes,NA,osf.io/bifc7
a001279,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/YWZBUJ
a001280,yes,NA,yes,NA,yes,NA,osf.io/cxc6f
a001281,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/H13U6G
a001283,yes,NA,yes,NA,yes,NA,osf.io/uk5c7
a001284,yes,NA,yes,NA,yes,NA,osf.io/dqgep
a001285,yes,NA,yes,NA,yes,NA,github.com/rnorouzian/i/blob/master/i.r
a001285,yes,NA,yes,NA,yes,NA,iris-database.org
a001285,yes,NA,yes,NA,yes,NA,osf.io/jxd47
a001286,yes,NA,yes,NA,yes,NA,osf.io/4vx3z
a001287,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ROLEY5
a001288,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17617/3.2v
a001289,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/JQEUBQ
a001290,yes,NA,yes,NA,yes,NA,osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805
a001290,yes,NA,yes,NA,yes,NA,osf.io/wqr73
a001291,yes,NA,yes,NA,yes,NA,osf.io/wgeum
a001293,yes,NA,yes,NA,yes,NA,doi.org/10.14284/329
a001293,yes,NA,yes,NA,yes,NA,doi.org/10.14284/PANGAEA.329
a001294,yes,NA,yes,NA,yes,NA,osf.io/8juyc
a001295,yes,NA,yes,NA,yes,NA,osf.io/v8aih
a001296,yes,NA,yes,NA,yes,NA,iris-database.org
a001297,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OE9BNP
a001298,yes,NA,yes,NA,yes,NA,osf.io/sd76g
a001301,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/RXXQSQ
a001302,yes,NA,yes,NA,yes,NA,doi:10.7910/DVN/BXXWWW
a001303,yes,NA,yes,NA,yes,NA,osf.io/4exy7
