study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned,link_work,link_work_noother,resolved_url_cleaned
a000508,yes,NA,yes,NA,yes,NA,osf.io/wmg6t,yes,NA,osf.io/wmg6t
a000509,yes,NA,yes,NA,yes,NA,osf.io/rwvc4,yes,NA,osf.io/rwvc4
a000510,yes,NA,yes,NA,yes,NA,osf.io/n6d9f,yes,NA,osf.io/n6d9f
a000511,yes,NA,yes,NA,yes,NA,https:osf.io/mnz8j,other,"The link as provided is malformed, but is simple and straightforward to fix (add the two forward slashes). After fixed url text, link resolves correctly",osf.io/mnz8j
a000512,yes,NA,yes,NA,other,"Article PDF just links to mendeley.com in general without specific details, but the actual directly links are on journal web page for article (and not in the PDF)",data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,data.mendeley.com/datasets/n23pgm86rr/1
a000514,yes,NA,yes,NA,yes,NA,osf.io/dwza4,yes,NA,osf.io/dwza4
a000515,yes,NA,yes,NA,yes,NA,osf.io/7bujx,yes,NA,osf.io/7bujx
a000516,yes,NA,yes,NA,yes,NA,osf.io/p778t,yes,NA,osf.io/p778t
a000518,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",iris-database.org/iris/app/home/detail?id=york:934567
a000519,yes,NA,yes,NA,yes,NA,osf.io/9tgy4,yes,NA,osf.io/9tgy4
a000522,yes,NA,yes,NA,yes,NA,osf.io/ajvgt,yes,NA,osf.io/ajvgt
a000523,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/FPYKTP,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FPYKTP
a000524,yes,NA,yes,NA,yes,NA,osf.io/mcvt7/wiki/home,yes,NA,osf.io/mcvt7/wiki/home
a000525,yes,NA,no,NA,yes,NA,osf.io/x8jzb,yes,NA,osf.io/x8jzb
a000527,yes,NA,yes,NA,yes,NA,doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,yes,NA,catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2
a000529,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SSEN5A,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SSEN5A
a000530,yes,NA,yes,NA,yes,NA,osf.io/zf4tj,yes,NA,osf.io/zf4tj
a000531,yes,NA,yes,NA,yes,NA,osf.io/u9bsv,yes,NA,osf.io/u9bsv
a000532,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials,doi.org/10.1002/jnr.24485,yes,NA,onlinelibrary.wiley.com/doi/full/10.1002/jnr.24485
a000533,yes,NA,yes,NA,yes,NA,github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository,yes,NA,github.com/alexlwhite/WhiteBoyntonYeatman2019_Repository
a000534,yes,NA,yes,NA,yes,NA,osf.io/t46nw,yes,NA,osf.io/t46nw
a000535,yes,NA,yes,NA,yes,NA,osf.io/rkf9p,yes,NA,osf.io/rkf9p
a000538,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/OGVWDE,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OGVWDE
a000539,yes,NA,yes,NA,yes,NA,osf.io/px8h3,yes,NA,osf.io/px8h3
a000540,yes,NA,no,NA,no,NA,NA,NA,NA,NA
a000541,yes,NA,yes,NA,yes,NA,osf.io/zqg9y,yes,NA,osf.io/zqg9y
a000543,yes,NA,yes,NA,yes,NA,osf.io/daj2p,yes,NA,osf.io/daj2p
a000544,yes,NA,yes,NA,yes,NA,data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37,yes,NA,data.mendeley.com/datasets/48jhxswdrv/draft?a=037ef882-2002-45e8-88ad-f8ee8e7bea37
a000545,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XZ0IZE,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE
a000547,yes,NA,yes,NA,yes,NA,hdl.handle.net/1902.29/11793,yes,NA,dataverse.unc.edu/dataset.xhtml?persistentId=hdl:1902.29/11793
a000548,yes,NA,yes,NA,yes,NA,osf.io/cuz8g,yes,NA,osf.io/cuz8g
a000550,yes,NA,yes,NA,yes,NA,dx.doi.org/10.23668/psycharchives.2367,yes,NA,www.psycharchives.org/handle/20.500.12034/1999
a000552,yes,NA,yes,NA,yes,NA,osf.io/78ukq,yes,NA,osf.io/78ukq
a000553,yes,NA,yes,NA,yes,NA,osf.io/d5s2t,yes,NA,osf.io/d5s2t
a000553,yes,NA,yes,NA,yes,NA,osf.io/nz3su,yes,NA,osf.io/nz3su
a000553,yes,NA,yes,NA,yes,NA,osf.io/vwytd,yes,NA,osf.io/vwytd
a000554,yes,NA,yes,NA,yes,NA,osf.io/u9ac3,yes,NA,osf.io/u9ac3
a000556,yes,NA,yes,NA,yes,NA,osf.io/hjfw9,yes,NA,osf.io/hjfw9
a000557,yes,NA,yes,NA,yes,NA,osf.io/8cd4r,yes,NA,osf.io/8cd4r
a000558,yes,NA,yes,NA,yes,NA,osf.io/zuwxt,yes,NA,osf.io/zuwxt
a000559,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:932233,yes,NA,www.iris-database.org/iris/app/home/detail?id=york:932233
a000560,yes,NA,yes,NA,yes,NA,osf.io/ck22q,yes,NA,osf.io/ck22q
a000561,yes,NA,yes,NA,yes,NA,osf.io/ik356,yes,NA,osf.io/ik356
a000561,yes,NA,yes,NA,yes,NA,osf.io/kj3r7,yes,NA,osf.io/kj3r7
a000562,yes,NA,yes,NA,yes,NA,10.6084/m9.figshare.9225476,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476
a000562,yes,NA,yes,NA,yes,NA,10.6084/m9.figshare.9227495,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495
a000562,yes,NA,yes,NA,yes,NA,10.6084/m9.figshare.9249530,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530
a000563,yes,NA,yes,NA,yes,NA,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400,yes,NA,osf.io/4x8mu/?view_only=753fda4b39dd449e99942875079bd400
a000563,yes,NA,yes,NA,yes,NA,osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a,yes,NA,osf.io/b8y6h/?view_only=b2e1f32ca3cb4bdd8e643428970e213a
a000564,yes,NA,yes,NA,yes,NA,github.com/piazzai/smj-18-19552,yes,NA,github.com/piazzai/smj-18-19552
a000565,yes,NA,yes,NA,yes,NA,github.com/richarddmorey/nullHistoryAMPPS,yes,NA,github.com/richarddmorey/nullHistoryAMPPS
a000566,yes,NA,yes,NA,yes,NA,thedata.harvard.edu/dvn/dv/physics,yes,NA,dataverse.harvard.edu/dataverse/physics
a000567,yes,NA,yes,NA,yes,NA,osf.io/fnps3,yes,NA,osf.io/fnps3
a000568,yes,NA,yes,NA,yes,NA,hdl.handle.net/10871/19257,yes,NA,ore.exeter.ac.uk/repository/handle/10871/19257
a000569,yes,NA,yes,NA,yes,NA,osf.io/vh5jt,yes,NA,osf.io/vh5jt
a000570,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/WGWMAV,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV
a000571,yes,NA,yes,NA,yes,NA,osf.io/vcqmd,yes,NA,osf.io/vcqmd
a000572,yes,NA,yes,NA,yes,NA,osf.io/u7tkp,yes,NA,osf.io/u7tkp
a000573,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,data.mendeley.com/datasets/3w48v2nbgc/2
a000575,yes,NA,yes,NA,yes,NA,hdl.handle.net/2374.MIA/6254,other,The provided link does not work and returns an error message saying the handle could not be found. Searching for the handle online does unambiguously locate the data repo at a different url though. This url found by searching is provided in resolved_url.,sc.lib.miamioh.edu/handle/2374.MIA/6254
a000577,yes,NA,yes,NA,yes,NA,osf.io/nmt5f,yes,NA,osf.io/nmt5f
a000578,yes,NA,yes,NA,yes,NA,osf.io/8bknh,yes,NA,osf.io/8bknh
a000579,yes,NA,yes,NA,yes,NA,osf.io/gytpn,yes,NA,osf.io/gytpn
a000579,yes,NA,yes,NA,yes,NA,osf.io/x6ehp,yes,NA,osf.io/x6ehp
a000580,yes,NA,yes,NA,yes,NA,osf.io/5zuq7,yes,NA,osf.io/5zuq7
a000580,yes,NA,yes,NA,yes,NA,osf.io/6n3yq,yes,NA,osf.io/6n3yq
a000580,yes,NA,yes,NA,yes,NA,osf.io/g5cxj,yes,NA,osf.io/g5cxj
a000580,yes,NA,yes,NA,yes,NA,osf.io/jckvq,yes,NA,osf.io/jckvq
a000580,yes,NA,yes,NA,yes,NA,osf.io/siqyz,yes,NA,osf.io/siqyz
a000581,yes,NA,yes,NA,yes,NA,osf.io/n8v3c,yes,NA,osf.io/n8v3c
a000581,yes,NA,yes,NA,yes,NA,reshare.ukdataservice.ac.uk/852882,yes,NA,reshare.ukdataservice.ac.uk/852882
a000582,yes,NA,yes,NA,no,NA,NA,NA,NA,NA
a000583,yes,NA,yes,NA,yes,NA,osf.io/u8sdh,yes,NA,osf.io/u8sdh
a000585,yes,NA,yes,NA,yes,NA,osf.io/j9aa7,yes,NA,osf.io/j9aa7
a000586,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/PLLBQJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PLLBQJ
a000588,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7,other,"The link as provide is slightly awkward to work with (split over multiple line breaks, hyperlink encoding incomplete) but the text of the url is complete and correct.",dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HMCRD7
a000589,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/QBHGRC,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC
a000591,yes,NA,yes,NA,yes,NA,osf.io/4pdvg,yes,NA,osf.io/4pdvg
a000591,yes,NA,yes,NA,yes,NA,osf.io/xytch,yes,NA,osf.io/xytch
a000592,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/24885,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/24885
a000594,yes,NA,yes,NA,yes,NA,osf.io/xzp9s,yes,NA,osf.io/xzp9s
a000595,other,"No graphical badge, but awarded badges are listed, as text",yes,NA,yes,NA,doi.org/10.17632/42djnzsw8f.2,yes,NA,data.mendeley.com/datasets/42djnzsw8f/2
a000596,yes,NA,yes,NA,yes,NA,osf.io/ge2d5,yes,NA,osf.io/ge2d5
a000597,yes,NA,no,NA,other,"Link on article website, not in PDF",aisel.aisnet.org/trr/vol2/iss1/4,yes,NA,aisel.aisnet.org/trr/vol2/iss1/4
a000598,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XYUWYJ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYUWYJ
a000601,yes,NA,yes,NA,yes,NA,osf.io/4bwq3,other,"link works, but links to an OSF Registries page which does not include any data files. But, if one visits the project that the linked project is a frozen registration of, one can find files. Additionally, the second project contains a link to analysis scripts on GitHub that is not provided in the article","osf.io/fc463/, https://github.com/arotto/lottery"
a000604,yes,NA,yes,NA,yes,NA,osf.io/jazfy,yes,NA,osf.io/jazfy
a000605,yes,NA,yes,NA,yes,NA,www.openicpsr.org/openicpsr/project/101920/version/V3/view,yes,NA,www.openicpsr.org/openicpsr/project/101920/version/V3/view
a000606,yes,NA,yes,NA,yes,NA,osf.io/9yt23,yes,NA,osf.io/9yt23
a000608,yes,NA,yes,NA,yes,NA,osf.io/9ungb,yes,NA,osf.io/9ungb
a000609,yes,NA,yes,NA,yes,NA,osf.io/96s4v,yes,NA,osf.io/96s4v
a000614,yes,NA,yes,NA,yes,NA,osf.io/bktjs,yes,NA,osf.io/bktjs
a000615,yes,NA,yes,NA,yes,NA,osf.io/vy62h,yes,NA,osf.io/vy62h
a000616,yes,NA,yes,NA,yes,NA,osf.io/am5nh,yes,NA,osf.io/am5nh
a000617,yes,NA,yes,NA,yes,NA,figshare.com/s/cccac39f891998509c85,yes,NA,figshare.com/s/cccac39f891998509c85
a000618,yes,NA,yes,NA,yes,NA,dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172
a000620,yes,NA,yes,NA,yes,NA,osf.io/cwbgv,yes,NA,osf.io/cwbgv
a000621,yes,NA,yes,NA,yes,NA,osf.io/6xgfn,yes,NA,osf.io/6xgfn
a000622,yes,NA,yes,NA,yes,NA,osf.io/myfg7,yes,NA,osf.io/myfg7
a000624,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17632/fdmshk2d5x.1,yes,NA,data.mendeley.com/datasets/fdmshk2d5x/1
a000625,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2
a000627,yes,NA,yes,NA,yes,NA,osf.io/x37d5,yes,NA,osf.io/x37d5
a000628,yes,NA,yes,NA,yes,NA,osf.io/4qbxv,yes,NA,osf.io/4qbxv
a000629,yes,NA,yes,NA,yes,NA,osf.io/473gq,yes,NA,osf.io/473gq
a000629,yes,NA,yes,NA,yes,NA,osf.io/d2ncs,yes,NA,osf.io/d2ncs
a000631,yes,NA,yes,NA,yes,NA,osf.io/k8nur,yes,NA,osf.io/k8nur
a000634,yes,NA,yes,NA,yes,NA,osf.io/7gdxt,yes,NA,osf.io/7gdxt
a000634,yes,NA,yes,NA,yes,NA,osf.io/k8pqw,yes,NA,osf.io/k8pqw
a000635,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XU8ZWB,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XU8ZWB
a000636,yes,NA,yes,NA,yes,NA,osf.io/7uvcp,yes,NA,osf.io/7uvcp
a000637,yes,NA,yes,NA,yes,NA,osf.io/35pf6,yes,NA,osf.io/35pf6
a000638,yes,NA,yes,NA,yes,NA,osf.io/59wda,yes,NA,osf.io/59wda
a000638,yes,NA,yes,NA,yes,NA,osf.io/ez3ku,yes,NA,osf.io/ez3ku
a000639,yes,NA,yes,NA,yes,NA,osf.io/3r2q9,yes,NA,osf.io/3r2q9
a000641,yes,NA,yes,NA,yes,NA,osf.io/tgmf6,yes,NA,osf.io/tgmf6
a000642,yes,NA,yes,NA,yes,NA,osf.io/5yau4,yes,NA,osf.io/5yau4
a000643,yes,NA,yes,NA,yes,NA,osf.io/jxad3,yes,NA,osf.io/jxad3
a000645,yes,NA,yes,NA,yes,NA,osf.io/egtrb,yes,NA,osf.io/egtrb
a000646,yes,NA,yes,NA,yes,NA,osf.io/zcbp7,yes,NA,osf.io/zcbp7
a000649,yes,NA,yes,NA,yes,NA,osf.io/3qskj,yes,NA,osf.io/3qskj
a000650,yes,NA,yes,NA,yes,NA,osf.io/tcuap,yes,NA,osf.io/tcuap
a000651,yes,NA,yes,NA,yes,NA,osf.io/sqp6z,yes,NA,osf.io/sqp6z
a000652,yes,NA,yes,NA,yes,NA,osf.io/x9kqz,yes,NA,osf.io/x9kqz
a000653,yes,NA,yes,NA,yes,NA,osf.io/8jy6r,yes,NA,osf.io/8jy6r
a000655,yes,NA,yes,NA,yes,NA,db.humanconnectome.org,yes,NA,db.humanconnectome.org/app/template/Login.vm
a000657,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/GDFJ4N,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GDFJ4N
a000658,yes,NA,yes,NA,yes,NA,osf.io/9cxwb,yes,NA,osf.io/9cxwb
a000660,yes,NA,yes,NA,yes,NA,osf.io/t86zx,yes,NA,osf.io/t86zx
a000663,yes,NA,yes,NA,yes,NA,osf.io/z7kq2,yes,NA,osf.io/z7kq2
a000664,yes,NA,no,NA,yes,NA,osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957,yes,NA,osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957
a000665,yes,NA,yes,NA,yes,NA,osf.io/8sxgu,yes,NA,osf.io/8sxgu
a000665,yes,NA,yes,NA,yes,NA,osf.io/heun6,yes,NA,osf.io/heun6
a000665,yes,NA,yes,NA,yes,NA,osf.io/p5fta,yes,NA,osf.io/p5fta
a000667,yes,NA,yes,NA,yes,NA,osf.io/fhjyb,yes,NA,osf.io/fhjyb
a000668,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/TIXGF8,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TIXGF8
a000670,yes,NA,yes,NA,yes,NA,osf.io/9ej2c,yes,NA,osf.io/9ej2c
a000671,yes,NA,yes,NA,yes,NA,osf.io/ftbhj,yes,NA,osf.io/ftbhj
a000672,yes,NA,yes,NA,yes,NA,osf.io/73puw,yes,NA,osf.io/73puw
a000673,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/HI1X4O,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HI1X4O
a000674,yes,NA,yes,NA,yes,NA,bit.ly/2JI8RlP,yes,NA,osf.io/jqpnm/?view_only=c20b81f66ad34e2ea0361574002e0bce
a000675,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/W1TDGZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W1TDGZ
a000676,yes,NA,yes,NA,yes,NA,osf.io/fd6ue,yes,NA,osf.io/fd6ue
a000678,yes,NA,other,"Standard JBPA link to ""Open data"" is there on the first page, but no URL attached. There is a link in a footnote later on.",yes,NA,dataverse.harvard.edu/dataverse/JBPA,yes,NA,dataverse.harvard.edu/dataverse/JBPA
a000681,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.3371710,yes,NA,zenodo.org/record/3371710
a000682,yes,NA,yes,NA,yes,NA,osf.io/7gvkt,yes,NA,osf.io/7gvkt
a000683,yes,NA,yes,NA,yes,NA,archaeologydataservice.ac.uk/archives/view/urubici_na_2015,yes,NA,archaeologydataservice.ac.uk/archives/view/urubici_na_2015
a000684,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/DZ1NFG,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DZ1NFG
a000686,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.3548752,yes,NA,zenodo.org/record/3548752
a000686,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.3548883,yes,NA,zenodo.org/record/3548883
a000686,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.3548898,yes,NA,zenodo.org/record/3548898
a000686,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.3548902,yes,NA,zenodo.org/record/3548902
a000687,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/WCJSF,yes,NA,osf.io/wcjsf
a000688,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",iris-database.org/iris/app/home/detail?id=york:936142
a000689,yes,NA,yes,NA,yes,NA,osf.io/6myfj,yes,NA,osf.io/6myfj
a000689,yes,NA,yes,NA,yes,NA,osf.io/tk67x,yes,NA,osf.io/tk67x
a000692,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/7j6bn6tx8f/1,yes,NA,data.mendeley.com/datasets/7j6bn6tx8f/1
a000694,yes,NA,yes,NA,yes,NA,osf.io/7nwa6,other,"The embedded link in the PDF is broken and includes a lot of the paragraph text following the actual url. The link as it appears in the text is correct, though.",osf.io/7nwa6
a000696,yes,NA,yes,NA,yes,NA,citsci.geog.mcgill.ca,yes,NA,citsci.geog.mcgill.ca
a000698,yes,NA,yes,NA,yes,NA,catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd,yes,NA,catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd
a000700,yes,NA,yes,NA,yes,NA,osf.io/8y2ga,yes,NA,osf.io/8y2ga
a000702,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/DJ2DPZ,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DJ2DPZ
a000703,yes,NA,yes,NA,yes,NA,doi.org/10.25592/uhhfdm.139,yes,NA,www.fdr.uni-hamburg.de/record/139
a000703,yes,NA,yes,NA,yes,NA,osf.io/79gn4,yes,NA,osf.io/79gn4
a000704,yes,NA,yes,NA,yes,NA,osf.io/54jd9,yes,NA,osf.io/54jd9
a000705,yes,NA,yes,NA,yes,NA,osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90,yes,NA,osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90
a000706,yes,NA,yes,NA,yes,NA,osf.io/bmpj9,yes,NA,osf.io/bmpj9
a000708,yes,NA,yes,NA,yes,NA,osf.io/vkmep,yes,NA,osf.io/vkmep
a000709,yes,NA,yes,NA,yes,NA,osf.io/n8spz,yes,NA,osf.io/n8spz
a000710,yes,NA,yes,NA,yes,NA,osf.io/btkjw,yes,NA,osf.io/btkjw
a000712,yes,NA,yes,NA,yes,NA,osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b,yes,NA,osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b
a000713,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/EMF9H,yes,NA,osf.io/emf9h
a000714,yes,NA,yes,NA,yes,NA,osf.io/7wazk,yes,NA,osf.io/7wazk
a000716,yes,NA,yes,NA,yes,NA,osf.io/r5kcn,yes,NA,osf.io/r5kcn
a000717,yes,NA,yes,NA,yes,NA,doi.org/10.18113/D3W375,yes,NA,www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171
a000718,yes,NA,yes,NA,yes,NA,osf.io/cdyf9,yes,NA,osf.io/cdyf9
a000718,yes,NA,yes,NA,yes,NA,osf.io/df74g,yes,NA,osf.io/df74g
a000718,yes,NA,yes,NA,yes,NA,osf.io/djxyg,yes,NA,osf.io/djxyg
a000718,yes,NA,yes,NA,yes,NA,osf.io/v9b7j,yes,NA,osf.io/v9b7j
a000719,yes,NA,no,NA,yes,NA,osf.io/ah54c,yes,NA,osf.io/ah54c
a000720,yes,NA,yes,NA,yes,NA,10.6084/m9.figshare.7854731,yes,NA,figshare.com/articles/Attachment/7854731
a000721,yes,NA,yes,NA,yes,NA,osf.io/4ufvz,yes,NA,osf.io/4ufvz
a000722,yes,NA,yes,NA,yes,NA,n2t.net/ark:/13030/m5bc629d,yes,NA,merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d
a000723,yes,NA,yes,NA,yes,NA,osf.io/9p6t5,yes,NA,osf.io/9p6t5
a000724,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/OKZMIY,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY
a000726,yes,NA,yes,NA,yes,NA,osf.io/zkfhs,yes,NA,osf.io/zkfhs
a000727,yes,NA,yes,NA,yes,NA,osf.io/8n7ev,yes,NA,osf.io/8n7ev
a000728,yes,NA,yes,NA,yes,NA,osf.io/r8a24,yes,NA,osf.io/r8a24
a000729,yes,NA,yes,NA,yes,NA,osf.io/yvtp2,yes,NA,osf.io/yvtp2
a000730,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17605/osf.io/hzpgy,yes,NA,osf.io/hzpgy
a000731,yes,NA,yes,NA,yes,NA,osf.io/m7sdz,yes,NA,osf.io/m7sdz
a000732,yes,NA,yes,NA,yes,NA,osf.io/xp6r7,yes,NA,osf.io/xp6r7
a000734,yes,NA,yes,NA,yes,NA,osf.io/gjt37,yes,NA,osf.io/gjt37
a000736,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/K7OCDX,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX
a000737,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/2XP8YF,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2XP8YF
a000739,yes,NA,yes,NA,yes,NA,osf.io/jd4d2,yes,NA,osf.io/jd4d2
a000740,yes,NA,yes,NA,yes,NA,osf.io/vyibm/files,yes,NA,osf.io/vyibm/files
a000742,yes,NA,yes,NA,yes,NA,osf.io/tn3y5,yes,NA,osf.io/tn3y5
a000743,yes,NA,yes,NA,yes,NA,osf.io/7ugsk,yes,NA,osf.io/7ugsk
a000745,yes,NA,yes,NA,yes,NA,hppt://www.osf.io/uqg5m/#)),other,"The embedded url and the in-text url have issues that renders a straight-up attempt to follow the link a failure. However, it is straightforward to fix the url (do not include the invalid protocol at the start and omit the invalid characters at the end) so that it works.",osf.io/uqg5m
a000746,yes,NA,yes,NA,yes,NA,osf.io/ys8ct/wiki/home,yes,NA,osf.io/ys8ct/wiki/home
a000747,yes,NA,yes,NA,yes,NA,osf.io/5bdwk,yes,NA,osf.io/5bdwk
a000748,yes,NA,yes,NA,yes,NA,osf.io/aegr4,yes,NA,osf.io/aegr4
a000749,yes,NA,yes,NA,yes,NA,osf.io/pdsmw,yes,NA,osf.io/pdsmw
a000750,yes,NA,no,NA,yes,NA,osf.io.yiupc,other,"There was a typo in the URL as supplied, easily fixed",osf.io/yiupc
a000750,yes,NA,no,NA,yes,NA,osf.io/4fb7d,yes,NA,osf.io/4fb7d
a000753,yes,NA,yes,NA,yes,NA,osf.io/8w4vq,yes,NA,osf.io/8w4vq
a000754,yes,NA,yes,NA,yes,NA,osf.io/8bqaj,yes,NA,osf.io/8bqaj
a000755,yes,NA,no,NA,yes,NA,osf.io/hguz4,yes,NA,osf.io/hguz4
a000757,yes,NA,yes,NA,yes,NA,osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0,yes,NA,osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0
a000759,yes,NA,yes,NA,yes,NA,bit.ly/music_entropy_MMN,other,"The link resolves to https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842, which is a view-only link to the OSF project. However, this view does not show any available files. Removing the view-only slug from the url leads to the actual project page, where files are clearly available. The standard link has been put into resolved_url.",osf.io/my6te
a000760,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PGXO5O,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGXO5O
a000761,yes,NA,yes,NA,yes,NA,osf.io/qe5nw,yes,NA,osf.io/qe5nw
a000764,yes,NA,yes,NA,yes,NA,doi.org/10.6084/m9.figshare.6818228.v1,yes,NA,figshare.com/articles/Contingent_attentional_engagement_stimulus-_and_goal-driven_capture_have_qualitatively_different_consequences_-_data_from_3_experiments/6818228/1
a000765,yes,NA,yes,NA,yes,NA,osf.io/yck8s,yes,NA,osf.io/yck8s
